planet_radius,planet_mass,orbital_period,semi_major_axis,equilibrium_temp,planet_density,star_temp,star_luminosity,star_metallicity,star_type,stellar_compatibility,orbital_stability,star_class_B,star_class_D,star_class_F,star_class_G,star_class_K,star_class_L,star_class_M,star_class_T,star_class_W,star_class_m,habitable,habitability_score
2.3,192.60498,9.55,0.09,797.0,1.31,5813.0,-0.082525,0.32,G0 V,0.5963655244029076,0.0028054425585636,0,0,0,1,0,0,0,0,0,0,0,1.5381132e-05
2.3,192.60498,310.55,0.921,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.018034265103697,0,0,0,1,0,0,0,0,0,0,0,0.00012133241
2.3,192.60498,307.475,0.934,797.0,1.31,5771.56,0.27848,0.3016,G0 V,0.710723256490135,0.017086715079026,0,0,0,1,0,0,0,0,0,0,0,9.080352e-05
2.3,192.60498,307.9,0.1008,797.0,1.31,5773.0,-0.082525,0.28,G3 IV-V,0.5994807892004154,0.0172117039586919,0,0,0,1,0,0,0,0,0,0,0,5.336273e-05
2.3,192.60498,279.3,0.85,797.0,1.31,4786.0,1.75097,-0.21,G9 III,0.5966005773624092,0.0115340253748558,0,0,0,1,0,0,0,0,0,0,0,0.00033515325
2.3,192.60498,75.523,0.363,797.0,1.31,5794.0,-0.082525,0.17,G0 V,0.5983385254413291,0.0034426133566513,0,0,0,1,0,0,0,0,0,0,0,3.029842e-05
2.3,192.60498,75.523,0.36,797.0,1.31,5757.0,-0.082525,0.13,G0 V,0.5978193146417445,0.0034426133566513,0,0,0,1,0,0,0,0,0,0,0,3.307386e-05
2.3,192.60498,75.455,0.3609,797.0,1.31,5771.02,-0.082525,0.1547,G0 V,0.5992751817237798,0.0034418076373711,0,0,0,1,0,0,0,0,0,0,0,3.1711545e-05
2.3,192.60498,990.0,2.1,797.0,1.31,6080.0,-0.082525,0.39,G0 V,0.5686396677050882,0.0015974440894568,0,0,0,1,0,0,0,0,0,0,0,2.3050345e-05
2.3,192.60498,981.1,2.13,797.0,1.31,6022.0,-0.082525,0.37,G2,0.5746625129802699,0.0016204829039053,0,0,0,1,0,0,0,0,0,0,0,1.8779701e-05
2.3,192.60498,995.4,2.148,797.0,1.31,6022.0,0.50786,0.37,G0,0.7778065129802699,0.0015837820715869,0,0,0,1,0,0,0,0,0,0,0,1.433369e-05
2.3,192.60498,990.0,2.12,797.0,1.31,5981.0,-0.082525,0.3,G0 V,0.5789200415368639,0.0015974440894568,0,0,0,1,0,0,0,0,0,0,0,1.80003e-05
2.3,192.60498,8.428198,0.074,797.0,1.31,4830.0,-0.60206,0.01,K3 V,0.501557632398754,0.0027966411065042,0,0,0,0,1,0,0,0,0,0,0,1.4996705e-05
2.3,192.60498,8.4282,0.08,797.0,1.31,4723.0,-0.082525,-0.1,G0 V,0.4904465212876427,0.0027966411221466,0,0,0,1,0,0,0,0,0,0,0,2.00621e-05
2.3,192.60498,75.2203,0.362,797.0,1.31,5522.0,-0.082525,-0.002,G0 V,0.5734164070612668,0.0034390296158913,0,0,0,1,0,0,0,0,0,0,0,4.745108e-05
2.3,192.60498,75.29,0.36,797.0,1.31,5543.0,0.362,0.21,G5 IV,0.7203970924195223,0.003439854150184,0,0,0,1,0,0,0,0,0,0,0,3.0034447e-05
2.3,192.60498,75.195,0.362,797.0,1.31,5522.0,0.42,0.19,G5,0.7414164070612668,0.0034387304207286,0,0,0,1,0,0,0,0,0,0,0,3.0034447e-05
2.3,192.60498,1267.4,2.38,797.0,1.31,5522.0,0.42,0.19,G5,0.7414164070612668,0.0011069293779056,0,0,0,1,0,0,0,0,0,0,0,1.25407905e-05
2.3,192.60498,1314.0,2.42,797.0,1.31,5543.0,0.362,0.21,G5 IV,0.7203970924195223,0.0010526315789473,0,0,0,1,0,0,0,0,0,0,0,1.25407905e-05
2.3,192.60498,1272.0,2.39,797.0,1.31,5522.0,-0.082525,-0.002,G0 V,0.5734164070612668,0.001101321585903,0,0,0,1,0,0,0,0,0,0,0,1.601658e-05
2.3,192.60498,17.24,0.14,797.0,1.31,5612.5,-0.082525,0.06,G1 V,0.5828141225337488,0.0028673012960201,0,0,0,1,0,0,0,0,0,0,0,2.843316e-05
2.3,192.60498,282.4,0.875,797.0,1.31,5922.0,0.061,0.21,G5 V,0.6094467289719626,0.0119617224880382,0,0,0,1,0,0,0,0,0,0,0,0.00010266182
2.3,192.60498,280.17,0.87,797.0,1.31,5859.0,0.12,0.2,G5,0.639588785046729,0.0116509379005009,0,0,0,1,0,0,0,0,0,0,0,0.00010164718
2.3,192.60498,40.0,0.23,797.0,1.31,5790.0,-0.082525,-0.04,G2 V,0.5987538940809969,0.0030674846625766,0,0,0,1,0,0,0,0,0,0,0,2.3341827e-05
2.3,192.60498,606.4,1.3,797.0,1.31,5612.5,-0.082525,-0.18,K2 V,0.5828141225337488,0.0041254125412541,0,0,0,0,1,0,0,0,0,0,0,6.777885e-05
2.3,192.60498,641.472,1.331,797.0,1.31,4684.0,-0.082525,-0.002,K3.5 V,0.4863966770508826,0.0036039672471456,0,0,0,0,1,0,0,0,0,0,0,6.098413e-05
2.3,192.60498,615.0,0.1008,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.0039840637450199,0,0,0,1,0,0,0,0,0,0,0,1.8497867e-05
2.3,192.60498,1201.1,2.115,797.0,1.31,5293.0,-0.15304,0.16,G9 V,0.5496365524402907,0.0011946004061641,0,0,0,1,0,0,0,0,0,0,0,2.0902111e-05
2.3,192.60498,1155.0,2.11,797.0,1.31,5385.0,-0.082525,0.17,G0 V,0.559190031152648,0.0012642225031605,0,0,0,1,0,0,0,0,0,0,0,2.1773261e-05
2.3,192.60498,1155.0,2.1,797.0,1.31,5372.0,-0.082525,0.17,G0 V,0.5578400830737279,0.0012642225031605,0,0,0,1,0,0,0,0,0,0,0,2.1773261e-05
2.3,192.60498,1198.5,2.149,797.0,1.31,5393.43,-0.082525,0.1967,G0 V,0.5600654205607477,0.0011983223487118,0,0,0,1,0,0,0,0,0,0,0,2.2881899e-05
2.3,192.60498,1207.0,2.16,797.0,1.31,5390.0,-0.14874,0.18,G0 V,0.5597092419522326,0.0011862396204033,0,0,0,1,0,0,0,0,0,0,0,2.179595e-05
2.3,192.60498,75.817,0.3411,797.0,1.31,5393.43,-0.082525,0.1967,G0 V,0.5600654205607477,0.003446101253347,0,0,0,1,0,0,0,0,0,0,0,6.687283e-05
2.3,192.60498,75.74,0.341,797.0,1.31,5390.0,-0.14874,0.18,G0 V,0.5597092419522326,0.003445187073658,0,0,0,1,0,0,0,0,0,0,0,6.779371e-05
2.3,192.60498,75.765,0.3351,797.0,1.31,5293.0,-0.15304,0.16,G9 V,0.5496365524402907,0.0034454838320671,0,0,0,1,0,0,0,0,0,0,0,6.622382e-05
2.3,192.60498,12.4584,0.1023,797.0,1.31,5393.43,-0.082525,0.1967,G0 V,0.5600654205607477,0.0028285214526381,0,0,0,1,0,0,0,0,0,0,0,2.7806593e-05
2.3,192.60498,12.458,0.103,797.0,1.31,5390.0,-0.14874,0.18,G0 V,0.5597092419522326,0.0028285182524282,0,0,0,1,0,0,0,0,0,0,0,1.7069846e-05
2.3,192.60498,41.763,0.2292,797.0,1.31,5393.43,-0.082525,0.1967,G0 V,0.5600654205607477,0.0030841637444215,0,0,0,1,0,0,0,0,0,0,0,3.712608e-05
2.3,192.60498,2342.6,3.54,797.0,1.31,5870.0,-0.082525,0.06,G3/5 V,0.5904465212876427,0.0005054078641463,0,0,0,1,0,0,0,0,0,0,0,1.29516875e-05
2.3,192.60498,2343.0,3.59,797.0,1.31,5612.5,-0.082525,-0.002,G3/5 V,0.5828141225337488,0.0005053057099545,0,0,0,1,0,0,0,0,0,0,0,1.5349027e-05
2.3,192.60498,434.5,1.13,797.0,1.31,5426.0,-0.1549,0.09,G8 V,0.563447559709242,0.0141843971631205,0,0,0,1,0,0,0,0,0,0,0,0.0002059422
2.3,192.60498,270.0,0.94,797.0,1.31,6317.0,0.73,0.37,F7 V,0.8360290758047768,0.0104166666666666,0,0,1,0,0,0,0,0,0,0,0,0.00010287055
2.3,192.60498,4750.0,5.17,797.0,1.31,5127.0,-0.082525,-0.09,K0 IV/V,0.532398753894081,0.0002279981760145,0,0,0,0,1,0,0,0,0,0,0,1.822935e-05
2.3,192.60498,5144.0,5.42,797.0,1.31,5127.0,-0.509,-0.09,K0 IV-V,0.532398753894081,0.0002092050209205,0,0,0,0,1,0,0,0,0,0,0,1.9995916e-05
2.3,192.60498,420.77,1.32,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.0176149374669719,0,0,0,1,0,0,0,0,0,0,0,0.00012133241
2.3,192.60498,412.6,1.3,797.0,1.31,5010.0,-0.082525,0.05,G0 V,0.5202492211838007,0.0205761316872427,0,0,0,1,0,0,0,0,0,0,0,0.00039619658
2.3,192.60498,418.17,1.304,797.0,1.31,4926.09,-0.082525,0.0927,G0 V,0.5115358255451713,0.0184604024367731,0,0,0,1,0,0,0,0,0,0,0,0.00041287168
2.3,192.60498,417.67,1.22,797.0,1.31,4919.0,1.0569,-0.01,K1 IV,0.8880395846313603,0.0186323830817961,0,0,0,0,1,0,0,0,0,0,0,0.0001528785
2.3,192.60498,1804.0,2.9,797.0,1.31,5612.5,-0.082525,-0.002,G5 V,0.5828141225337488,0.0006944444444444,0,0,0,1,0,0,0,0,0,0,0,1.5349027e-05
2.3,192.60498,1820.0,2.877,797.0,1.31,5474.0,-0.082525,-0.29,G5 V,0.5684319833852544,0.0006868131868131,0,0,0,1,0,0,0,0,0,0,0,2.7437369e-05
2.3,192.60498,20.6532,0.1512,797.0,1.31,4851.0,1.66932,-0.67,G8 III,0.6360103177570094,0.0028956399769738,0,0,0,1,0,0,0,0,0,0,0,5.5980403e-05
2.3,192.60498,15.1479,0.1192,797.0,1.31,5778.33,-0.082525,0.0183,G0 V,0.5999657320872274,0.002850203832327,0,0,0,1,0,0,0,0,0,0,0,1.4126079e-05
2.3,192.60498,58.11164,0.3006,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.003247930516113,0,0,0,1,0,0,0,0,0,0,0,4.2496118e-05
2.3,192.60498,58.11247,0.2931,797.0,1.31,5491.0,-0.082525,0.04,G5,0.5701973001038422,0.0032479392718503,0,0,0,1,0,0,0,0,0,0,0,4.8940834e-05
2.3,192.60498,58.11289,0.3,797.0,1.31,5551.0,0.38246,0.06,G0 V,0.7294118296988578,0.0032479437024823,0,0,0,1,0,0,0,0,0,0,0,2.3824628e-05
2.3,192.60498,58.11212,0.3,797.0,1.31,5551.0,0.38246,0.06,G0 V,0.7294118296988578,0.0032479355796662,0,0,0,1,0,0,0,0,0,0,0,2.3824628e-05
2.3,192.60498,58.1112,0.29,797.0,1.31,5612.5,-0.082525,-0.002,G5,0.5828141225337488,0.0032479258745365,0,0,0,1,0,0,0,0,0,0,0,4.2496118e-05
2.3,192.60498,58.11187,0.292,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.0032479329423969,0,0,0,1,0,0,0,0,0,0,0,4.2496118e-05
2.3,192.60498,58.11159,0.2977,797.0,1.31,5530.02,-0.082525,0.0762,G0 V,0.5742492211838006,0.0032479299886605,0,0,0,1,0,0,0,0,0,0,0,4.9240352e-05
2.3,192.60498,1749.67,2.881,797.0,1.31,5530.02,-0.082525,0.0762,G0 V,0.5742492211838006,0.0007216725482979,0,0,0,1,0,0,0,0,0,0,0,1.7559887e-05
2.3,192.60498,1765.8,2.84,797.0,1.31,5612.5,-0.082525,-0.002,G5,0.5828141225337488,0.0007133685261806,0,0,0,1,0,0,0,0,0,0,0,1.5349027e-05
2.3,192.60498,1748.2,2.91,797.0,1.31,5551.0,0.38246,0.06,G0 V,0.7294118296988578,0.0007224389539083,0,0,0,1,0,0,0,0,0,0,0,1.2636377e-05
2.3,192.60498,1749.83,2.8373,797.0,1.31,5491.0,-0.082525,0.04,G5,0.5701973001038422,0.000721589228116,0,0,0,1,0,0,0,0,0,0,0,1.7453072e-05
2.3,192.60498,1759.2,2.929,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.000716743119266,0,0,0,1,0,0,0,0,0,0,0,1.5349027e-05
2.3,192.60498,1749.5,2.91,797.0,1.31,5551.0,0.38246,0.06,G0 V,0.7294118296988578,0.0007217610970768,0,0,0,1,0,0,0,0,0,0,0,1.2636377e-05
2.3,192.60498,1753.1096,2.842,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.0007198856015392,0,0,0,1,0,0,0,0,0,0,0,1.5349027e-05
2.3,192.60498,6.4045,0.06504,797.0,1.31,5618.88,-0.082525,-0.034,G0 V,0.5834766355140186,0.0027809024306477,0,0,0,1,0,0,0,0,0,0,0,2.2727228e-05
2.3,192.60498,6.404,0.07,797.0,1.31,5570.0,-0.082525,-0.08,G0 V,0.5784008307372793,0.0027808985639439,0,0,0,1,0,0,0,0,0,0,0,2.1605638e-05
2.3,192.60498,6.403,0.065,797.0,1.31,5610.0,0.04139,-0.06,G5,0.5991105171339564,0.0027808908305686,0,0,0,1,0,0,0,0,0,0,0,6.54224e-06
2.3,192.60498,6.404,0.0659,797.0,1.31,5564.0,-0.082525,0.078,G0 V,0.5777777777777778,0.0027808985639439,0,0,0,1,0,0,0,0,0,0,0,2.4488723e-05
2.3,192.60498,14773.93272,10.961,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,6.939657661357908e-05,0,0,0,1,0,0,0,0,0,0,0,1.5349027e-05
2.3,192.60498,10000.0,11.0,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.0001037775010377,0,0,0,1,0,0,0,0,0,0,0,1.5349027e-05
2.3,192.60498,533.0,1.3,797.0,1.31,4393.0,1.51983,-0.32,K1 III,0.6482466085150571,0.0059171597633136,0,0,0,0,1,0,0,0,0,0,0,5.9632617e-05
2.3,192.60498,533.0,1.36,797.0,1.31,4374.0,-0.082525,-0.27,G0 V,0.4542056074766354,0.0059171597633136,0,0,0,1,0,0,0,0,0,0,0,7.130904e-05
2.3,192.60498,10900.0,9.14,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,9.491268033409264e-05,0,0,0,1,0,0,0,0,0,0,0,1.5349027e-05
2.3,192.60498,10256.0,8.8,797.0,1.31,5612.5,-0.082525,-0.002,K3 V,0.5828141225337488,0.0001010917913465,0,0,0,0,1,0,0,0,0,0,0,1.4703434e-05
2.3,192.60498,6707.49126,6.443,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.0001576418976574,0,0,0,1,0,0,0,0,0,0,0,1.5349027e-05
2.3,192.60498,10.3392924,37.2,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.0028116684768132,0,0,0,1,0,0,0,0,0,0,0,2.6392503e-05
2.3,192.60498,225.67372,0.765,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.0071262489107528,0,0,0,1,0,0,0,0,0,0,0,3.9910625e-05
2.3,192.60498,229.9,0.82,797.0,1.31,6300.0,-0.082525,0.21,F8 V,0.5457943925233645,0.0073475385745775,0,0,1,0,0,0,0,0,0,0,0,4.7305144e-05
2.3,192.60498,225.789,0.813,797.0,1.31,6179.26,-0.082525,0.1198,G0 V,0.5583322949117341,0.0071321080371725,0,0,0,1,0,0,0,0,0,0,0,4.905723e-05
2.3,192.60498,225.62,0.81,797.0,1.31,6299.0,0.662,0.21,F8 V,0.8106982346832814,0.0071235218692121,0,0,1,0,0,0,0,0,0,0,0,3.071467e-05
2.3,192.60498,2102.0,3.6,797.0,1.31,6299.0,0.662,0.21,F8 V,0.8106982346832814,0.0005753739930955,0,0,1,0,0,0,0,0,0,0,0,1.4288038e-05
2.3,192.60498,1818.82339,3.075,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.0006873686571673,0,0,0,1,0,0,0,0,0,0,0,1.5349027e-05
2.3,192.60498,1834.3,0.1008,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.000680133306128,0,0,0,1,0,0,0,0,0,0,0,7.7034165e-06
2.3,192.60498,1832.0,3.29,797.0,1.31,5612.5,-0.082525,-0.002,F7 V,0.5828141225337488,0.0006811989100817,0,0,1,0,0,0,0,0,0,0,0,1.4703434e-05
2.3,192.60498,1831.9,3.282,797.0,1.31,6179.26,-0.082525,0.1198,G0 V,0.5583322949117341,0.0006812453164384,0,0,0,1,0,0,0,0,0,0,0,2.0834525e-05
2.3,192.60498,1145.0,2.24,797.0,1.31,5842.0,-0.082525,0.29,G0 V,0.5933541017653167,0.0012804097311139,0,0,0,1,0,0,0,0,0,0,0,1.22758165e-05
2.3,192.60498,1145.0,2.1,797.0,1.31,5810.0,0.204,0.3,G5 IV,0.6782770508826583,0.0012804097311139,0,0,0,1,0,0,0,0,0,0,0,1.2395716e-05
2.3,192.60498,1130.0,2.213,797.0,1.31,5765.62,-0.082525,0.3112,G0 V,0.5987144340602284,0.0013054830287206,0,0,0,1,0,0,0,0,0,0,0,1.3183024e-05
2.3,192.60498,10.3392924,1.13,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.0028116684768132,0,0,0,1,0,0,0,0,0,0,0,2.6392503e-05
2.3,192.60498,359.9,0.1008,797.0,1.31,4650.0,-0.082525,0.22,K0 III,0.4828660436137071,0.1639344262295075,0,0,0,0,1,0,0,0,0,0,0,0.00019560121
2.3,192.60498,359.89999,1.31,797.0,1.31,4326.0,-0.082525,0.18,G0 V,0.4492211838006231,0.1639341574849878,0,0,0,1,0,0,0,0,0,0,0,0.00039349904
2.3,192.60498,550.0,1.32,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.0053763440860215,0,0,0,1,0,0,0,0,0,0,0,3.947525e-05
2.3,192.60498,550.0,1.32,797.0,1.31,5671.0,-0.082525,-0.48,G0 V,0.5888888888888889,0.0053763440860215,0,0,0,1,0,0,0,0,0,0,0,0.00036380815
2.3,192.60498,1523.0,2.54,797.0,1.31,5467.0,-0.082525,0.17,K0 V,0.5677050882658359,0.0008628127696289,0,0,0,0,1,0,0,0,0,0,0,2.3311686e-05
2.3,192.60498,1515.0,2.518,797.0,1.31,5612.5,-0.20273,0.2,G8 V,0.5828141225337488,0.0008688097306689,0,0,0,1,0,0,0,0,0,0,0,1.664915e-05
2.3,192.60498,1532.0,2.57,797.0,1.31,5440.0,-0.09,0.2,G8 V,0.564901349948079,0.0008561643835616,0,0,0,1,0,0,0,0,0,0,0,2.3933528e-05
3.941407550000001,192.60498,21.216398,0.16278,797.0,3.123,6079.0,-0.082525,0.24,G0 V,0.5687435098650052,0.0029003699543692,0,0,0,1,0,0,0,0,0,0,0,4.9286482e-05
3.941407550000001,192.60498,21.216464,0.1008,797.0,1.31,5925.0,-0.082525,-0.002,G0 V,0.5847352024922118,0.0029003705095709,0,0,0,1,0,0,0,0,0,0,0,9.752546e-06
3.941407550000001,192.60498,21.2164294,0.1632,797.0,3.08,6046.0,0.44091,0.208,G0 V,0.7485343011422638,0.0029003702185106,0,0,0,1,0,0,0,0,0,0,0,1.9046804e-05
2.3,192.60498,21.2164387,0.1008,797.0,1.31,6100.0,0.412,-0.002,G0 V,0.7313628245067497,0.0029003702967436,0,0,0,1,0,0,0,0,0,0,0,6.282361e-06
2.3,192.60498,21.2,0.15,797.0,1.31,6079.0,0.415,0.24,G0 V,0.7347435098650053,0.0029002320185614,0,0,0,1,0,0,0,0,0,0,0,1.3879254e-05
3.941407550000001,192.60498,21.21663,0.1008,797.0,1.31,6040.0,-0.082525,0.19,G0 V,0.5727933541017654,0.0029003719059883,0,0,0,1,0,0,0,0,0,0,0,1.5916632e-05
3.941407550000001,192.60498,21.216398,0.1637,797.0,3.35,6079.0,-0.082525,0.24,G0 V,0.5687435098650052,0.0029003699543692,0,0,0,1,0,0,0,0,0,0,0,4.9286482e-05
2.3,192.60498,21.2164414,0.1008,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.0029003703194564,0,0,0,1,0,0,0,0,0,0,0,1.2078391e-05
3.941407550000001,192.60498,21.2163979,0.1008,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.002900369953528,0,0,0,1,0,0,0,0,0,0,0,1.2078391e-05
3.941407550000001,192.60498,21.21663,0.1614,797.0,3.78,6100.0,0.412,-0.002,G0 V,0.7313628245067497,0.0029003719059883,0,0,0,1,0,0,0,0,0,0,0,1.9737252e-05
2.3,192.60498,21.2167,0.1607,797.0,1.31,5969.0,0.39,0.22,G5,0.7361661474558671,0.0029003724948395,0,0,0,1,0,0,0,0,0,0,0,1.3248017e-05
2.3,192.60498,10.3392924,1.0,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.0028116684768132,0,0,0,1,0,0,0,0,0,0,0,2.6392503e-05
2.3,192.60498,323.6,1.16,797.0,1.31,4683.0,1.892,-0.22,G8,0.5294928348909658,0.0235849056603773,0,0,0,1,0,0,0,0,0,0,0,0.0003706049
2.3,192.60498,322.03,1.158,797.0,1.31,4683.0,1.892,-0.22,G8,0.5294928348909658,0.0227427791676142,0,0,0,1,0,0,0,0,0,0,0,0.0003706049
2.3,192.60498,582.0,1.7,797.0,1.31,4308.0,2.3784,-0.28,K2,0.4473520249221183,0.0045871559633027,0,0,0,0,1,0,0,0,0,0,0,5.3733667e-05
2.3,192.60498,1289.0,2.438,797.0,1.31,5635.0,-0.082525,0.28,G5 IV/V,0.5851505711318795,0.001081081081081,0,0,0,1,0,0,0,0,0,0,0,1.2337928e-05
2.3,192.60498,1290.0,2.4,797.0,1.31,5635.0,-0.082525,0.28,G0 V,0.5851505711318795,0.0010799136069114,0,0,0,1,0,0,0,0,0,0,0,1.2337928e-05
2.3,192.60498,898.0,0.1008,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.0018726591760299,0,0,0,1,0,0,0,0,0,0,0,7.7034165e-06
2.3,192.60498,1175.0,0.1008,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.001233045622688,0,0,0,1,0,0,0,0,0,0,0,7.7034165e-06
2.3,192.60498,1276.07604,2.307,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.0010963998133313,0,0,0,1,0,0,0,0,0,0,0,1.5349027e-05
2.3,192.60498,1290.0,2.4,797.0,1.31,5612.5,-0.082525,0.19,G5 IV/V,0.5828141225337488,0.0010799136069114,0,0,0,1,0,0,0,0,0,0,0,1.593115e-05
2.3,192.60498,297.29999,0.96,797.0,1.31,5036.0,-0.082525,-0.09,G0 V,0.5229491173416406,0.0145560386381311,0,0,0,1,0,0,0,0,0,0,0,0.00058456295
2.3,192.60498,299.05,0.99,797.0,1.31,4970.43,-0.082525,-0.0978,G0 V,0.5161401869158878,0.0149365197908887,0,0,0,1,0,0,0,0,0,0,0,0.0006434206
2.3,192.60498,298.43,0.975,797.0,1.31,5013.0,-0.082525,-0.002,G0 V,0.5205607476635514,0.0147994672191801,0,0,0,1,0,0,0,0,0,0,0,0.0003854315
2.3,192.60498,297.3,1.03,797.0,1.31,5060.0,0.934,-0.07,G8 IV,0.899041329179647,0.0145560407569141,0,0,0,1,0,0,0,0,0,0,0,0.00020569532
2.3,192.60498,29.03,0.1008,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.0029676232305546,0,0,0,1,0,0,0,0,0,0,0,1.0511042e-05
2.3,192.60498,29.01,0.1008,797.0,1.31,5392.0,-0.082525,-0.62,G6 V,0.5599169262720665,0.0029674471052553,0,0,0,1,0,0,0,0,0,0,0,2.853682e-05
2.3,192.60498,623.8,1.42,797.0,1.31,5904.0,-0.082525,-0.16,G0 V,0.5869158878504672,0.0038491147036181,0,0,0,1,0,0,0,0,0,0,0,5.5869685e-05
2.3,192.60498,6.49,0.1008,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.0027815637951656,0,0,0,1,0,0,0,0,0,0,0,1.4717001e-05
2.3,192.60498,6.4898,0.06296,797.0,1.31,4931.0,-0.48017,0.03,K2.5 V,0.5120456905503634,0.002781562247747,0,0,0,0,1,0,0,0,0,0,0,1.3259318e-05
2.3,192.60498,16.82,0.1008,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.0028638524543215,0,0,0,1,0,0,0,0,0,0,0,1.161639e-05
2.3,192.60498,16.8191,0.11878,797.0,1.31,4931.0,-0.48017,0.03,K2.5 V,0.5120456905503634,0.0028638450728547,0,0,0,0,1,0,0,0,0,0,0,1.1353318e-05
2.3,192.60498,44.505,0.246,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.0031104682809997,0,0,0,1,0,0,0,0,0,0,0,3.8464324e-05
2.3,192.60498,410.10001,1.14,797.0,1.31,4901.0,-0.082525,0.42,G0 V,0.5089304257528556,0.0216919692642149,0,0,0,1,0,0,0,0,0,0,0,0.0003844121
2.3,192.60498,410.1,1.227,797.0,1.31,4923.79,-0.082525,0.3943,G0 V,0.5112969885773624,0.0216919739696312,0,0,0,1,0,0,0,0,0,0,0,0.0003910409
2.3,192.60498,406.6,1.2218,797.0,1.31,4949.0,0.68502,0.545,G0 V,0.7879228494288681,0.0234741784037558,0,0,0,1,0,0,0,0,0,0,0,0.00012902176
2.3,192.60498,407.37,1.18,797.0,1.31,4744.94,-0.082525,0.3527,G0 V,0.49272481827622,0.023057412958266,0,0,0,1,0,0,0,0,0,0,0,0.0003928892
2.3,192.60498,110.9,0.5137,797.0,1.31,4949.0,0.68502,0.545,G0 V,0.7879228494288681,0.0039200313602508,0,0,0,1,0,0,0,0,0,0,0,3.354074e-05
2.3,192.60498,111.163,0.496,797.0,1.31,4744.94,-0.082525,0.3527,G0 V,0.49272481827622,0.0039240769589973,0,0,0,1,0,0,0,0,0,0,0,7.6410586e-05
2.3,192.60498,71.487,0.1008,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.0033954358551235,0,0,0,1,0,0,0,0,0,0,0,2.3377694e-05
2.3,192.60498,71.484,0.34,797.0,1.31,5588.0,-0.082525,0.24,G0 V,0.580269989615784,0.0033954012685219,0,0,0,1,0,0,0,0,0,0,0,6.0610702e-05
2.3,192.60498,71.479,0.3399,797.0,1.31,5576.1,-0.082525,0.2599,G0 V,0.5790342679127726,0.0033953436257516,0,0,0,1,0,0,0,0,0,0,0,6.197498e-05
2.3,192.60498,71.511,0.345,797.0,1.31,5668.0,-0.082525,0.285,G0 V,0.5885773624091382,0.0033957125733049,0,0,0,1,0,0,0,0,0,0,0,4.1469364e-05
2.3,192.60498,71.484,0.339,797.0,1.31,5668.0,-0.082525,0.34,G5,0.5885773624091382,0.0033954012685219,0,0,0,1,0,0,0,0,0,0,0,4.1469364e-05
2.3,192.60498,14.476,0.12,797.0,1.31,5730.0,-0.082525,0.25,G0 V,0.5950155763239875,0.0028447559768323,0,0,0,1,0,0,0,0,0,0,0,1.6529688e-05
2.3,192.60498,14.48,0.1008,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.0028447883477469,0,0,0,1,0,0,0,0,0,0,0,1.5837684e-05
2.3,192.60498,14.479,0.1214,797.0,1.31,5646.0,0.38,0.24,G5 IV,0.7382928348909658,0.0028447802549492,0,0,0,1,0,0,0,0,0,0,0,7.5747416e-06
2.3,192.60498,14.476,0.1216,797.0,1.31,5684.0,0.382,0.25,G5 IV,0.7430388369678089,0.0028447559768323,0,0,0,1,0,0,0,0,0,0,0,7.5657817e-06
