planet_radius,planet_mass,orbital_period,semi_major_axis,equilibrium_temp,planet_density,star_temp,star_luminosity,star_metallicity,star_type,stellar_compatibility,orbital_stability,star_class_B,star_class_D,star_class_F,star_class_G,star_class_K,star_class_L,star_class_M,star_class_T,star_class_W,star_class_m,habitable,habitability_score
2.572,192.60498,10.3392924,0.1008,797.0,1.31,4693.0,-0.082525,-0.002,G0 V,0.4873312564901349,0.0028116684768132,0,0,0,1,0,0,0,0,0,0,0,1.6513146e-05
2.36,192.60498,247.354265,0.1008,797.0,1.31,4949.0,-0.082525,-0.36,G0 V,0.5139148494288681,0.0084284529907459,0,0,0,1,0,0,0,0,0,0,0,3.378217e-05
2.3,192.60498,8.17242644,0.1008,797.0,1.31,5714.58,-0.07942,-0.104,G0 V,0.5934143302180684,0.002794642095496,0,0,0,1,0,0,0,0,0,0,0,1.4748725e-05
3.75,192.60498,8.17242018,0.0818,797.0,1.31,5993.0,-0.082525,0.07,G0 V,0.5776739356178608,0.0027946420466053,0,0,0,1,0,0,0,0,0,0,0,2.290421e-05
3.29,192.60498,8.17242644,0.0779,797.0,1.31,5705.0,-0.082525,-0.06,G0 V,0.5924195223260643,0.002794642095496,0,0,0,1,0,0,0,0,0,0,0,1.1920509e-05
3.0,192.60498,8.17248,0.08,797.0,1.31,5739.0,-0.082525,-0.002,G0 V,0.5959501557632398,0.002794642513801,0,0,0,1,0,0,0,0,0,0,0,1.2978555e-05
2.3,192.60498,8.17244521,0.1008,797.0,1.31,5714.58,-0.07942,-0.104,G0 V,0.5934143302180684,0.0027946422420902,0,0,0,1,0,0,0,0,0,0,0,1.4748725e-05
3.32321414,192.60498,8.172400475,0.1008,797.0,1.31,5705.0,-0.082525,-0.06,G0 V,0.5924195223260643,0.0027946418927088,0,0,0,1,0,0,0,0,0,0,0,1.1303838e-05
1.17,192.60498,2.75759025,0.0301,797.0,1.31,3712.0,-0.082525,-0.11,G0 V,0.3854620976116303,0.0027529825074342,0,0,0,1,0,0,0,0,0,0,1,0.8475826
1.21,192.60498,2.757567,0.031,797.0,1.31,4002.0,-0.082525,-0.002,G0 V,0.4155763239875389,0.0027529823312245,0,0,0,1,0,0,0,0,0,0,0,0.0006400781
1.273,192.60498,2.757590055,0.1008,797.0,1.31,3683.0,-0.082525,-0.22,G0 V,0.3824506749740395,0.0027529825059563,0,0,0,1,0,0,0,0,0,0,0,7.7115736e-05
2.3,192.60498,2.757584622,0.1008,797.0,1.31,3842.11,-1.24232,-0.0066,G0 V,0.3989730010384216,0.00275298246478,0,0,0,1,0,0,0,0,0,0,0,3.2800184e-05
1.01,192.60498,2.757584622,0.0296,797.0,1.31,3683.0,-0.082525,-0.22,G0 V,0.3824506749740395,0.00275298246478,0,0,0,1,0,0,0,0,0,0,1,0.9990213
2.1782413,192.60498,49.47819901,0.1008,797.0,1.31,5776.0,-0.082525,-0.18,G0 V,0.5997923156801661,0.0031593400418936,0,0,0,1,0,0,0,0,0,0,0,1.7947626e-05
1.95,192.60498,49.4781649,0.2583,797.0,1.31,5767.0,-0.082525,-0.18,G0 V,0.5988577362409138,0.0031593397014271,0,0,0,1,0,0,0,0,0,0,0,5.6946945e-05
1.88,192.60498,49.4781446,0.2587,797.0,1.31,5776.0,-0.082525,-0.18,G0 V,0.5997923156801661,0.0031593394988041,0,0,0,1,0,0,0,0,0,0,0,5.6946945e-05
2.3,192.60498,49.47798785,0.1008,797.0,1.31,5582.0,-0.18376,-0.002,G0 V,0.5796469366562824,0.0031593379342164,0,0,0,1,0,0,0,0,0,0,0,1.4404852e-05
2.0,192.60498,49.47779,0.261,797.0,1.31,5772.0,-0.082525,-0.002,G0 V,0.5993769470404985,0.0031593359593944,0,0,0,1,0,0,0,0,0,0,0,3.1311396e-05
2.3,192.60498,49.4781446,0.1008,797.0,1.31,5582.0,-0.18376,-0.002,G0 V,0.5796469366562824,0.0031593394988041,0,0,0,1,0,0,0,0,0,0,0,1.4404852e-05
1.78,192.60498,7.64972303,0.0814,797.0,1.31,5720.0,-0.082525,0.24,G0 V,0.5939771547248183,0.0027905657237254,0,0,0,1,0,0,0,0,0,0,0,1.602373e-05
2.3,192.60498,7.64972673,0.1008,797.0,1.31,5624.37,0.59938,0.1973,G0 V,0.8237987289719626,0.0027905657525382,0,0,0,1,0,0,0,0,0,0,0,6.454248e-06
1.59887007,192.60498,7.649710178,0.1008,797.0,1.31,5855.0,-0.082525,0.4,G0 V,0.5920041536863966,0.0027905656236436,0,0,0,1,0,0,0,0,0,0,0,1.2231201e-05
1.43,192.60498,7.64970832,0.0822,797.0,1.31,5855.0,-0.082525,0.4,G0 V,0.5920041536863966,0.0027905656091748,0,0,0,1,0,0,0,0,0,0,0,1.2670526e-05
1.639,192.60498,7.64972303,0.084,797.0,1.31,5847.0,-0.082525,0.32,G0 V,0.592834890965732,0.0027905657237254,0,0,0,1,0,0,0,0,0,0,0,1.3226947e-05
2.3,192.60498,7.64970832,0.1008,797.0,1.31,5624.37,0.59938,0.1973,G0 V,0.8237987289719626,0.0027905656091748,0,0,0,1,0,0,0,0,0,0,0,6.454248e-06
1.47,192.60498,7.64951,0.082,797.0,1.31,5721.0,-0.082525,-0.002,G0 V,0.5940809968847351,0.002790564064807,0,0,0,1,0,0,0,0,0,0,0,1.2642042e-05
3.42,192.60498,37.101107,0.2093,797.0,1.31,5986.0,-0.082525,-0.5,G0 V,0.5784008307372793,0.0030404480564791,0,0,0,1,0,0,0,0,0,0,0,0.00022567742
3.899,192.60498,37.101107,0.20945,797.0,1.31,5756.0,-0.082525,-0.18,G0 V,0.5977154724818275,0.0030404480564791,0,0,0,1,0,0,0,0,0,0,0,2.9869265e-05
3.5,192.60498,37.10064,0.222,797.0,1.31,5720.0,-0.082525,-0.002,G0 V,0.5939771547248183,0.0030404437393858,0,0,0,1,0,0,0,0,0,0,0,1.8427087e-05
3.19,192.60498,37.1011418,0.2093,797.0,1.31,5986.0,-0.082525,-0.5,G0 V,0.5784008307372793,0.0030404483781816,0,0,0,1,0,0,0,0,0,0,0,0.00022567742
2.3,192.60498,37.10103287,0.1008,797.0,1.31,5623.54,-0.09777,-0.1955,G0 V,0.5839605399792316,0.0030404473711975,0,0,0,1,0,0,0,0,0,0,0,8.8464485e-06
2.3,192.60498,37.1011418,0.1008,797.0,1.31,5623.54,-0.09777,-0.1955,G0 V,0.5839605399792316,0.0030404483781816,0,0,0,1,0,0,0,0,0,0,0,8.8464485e-06
3.76754004,192.60498,37.10110092,0.1008,797.0,1.31,5986.0,-0.082525,-0.5,G0 V,0.5784008307372793,0.0030404480002736,0,0,0,1,0,0,0,0,0,0,0,3.7391394e-05
1.67,192.60498,3.01618319,0.0417,797.0,1.31,6043.0,-0.082525,-0.04,G0 V,0.5724818276220145,0.0027549437569648,0,0,0,1,0,0,0,0,0,0,0,2.6843929e-05
1.5,192.60498,3.016148,0.041,797.0,1.31,6013.0,-0.082525,-0.002,G0 V,0.5755970924195223,0.0027549434898828,0,0,0,1,0,0,0,0,0,0,0,2.4849507e-05
2.3,192.60498,3.016182013,0.1008,797.0,1.31,5572.72,0.00651,0.0307,G0 V,0.5812872814122534,0.0027549437480318,0,0,0,1,0,0,0,0,0,0,0,8.550651e-06
2.25,192.60498,3.016182013,0.0408,797.0,1.31,5611.0,-0.082525,0.16,G0 V,0.5826583592938732,0.0027549437480318,0,0,0,1,0,0,0,0,0,0,0,2.0772784e-05
1.92872921,192.60498,3.016190052,0.1008,797.0,1.31,5611.0,-0.082525,0.16,G0 V,0.5826583592938732,0.0027549438090455,0,0,0,1,0,0,0,0,0,0,0,2.1899832e-05
3.941407550000001,192.60498,321.2139,0.958,797.0,1.31,6169.0,-0.082525,-0.002,G0 V,0.5593977154724818,0.0223283563427045,0,0,0,1,0,0,0,0,0,0,0,0.00016245006
3.941407550000001,192.60498,321.2125073,0.8767,797.0,1.31,5982.0,-0.082525,-0.5,G0 V,0.5788161993769471,0.0223276620260548,0,0,0,1,0,0,0,0,0,0,0,0.0025952822
2.3,192.60498,321.2124365,0.1008,797.0,1.31,6270.99,0.496,-0.2439,G0 V,0.7472068535825546,0.0223276267305766,0,0,0,1,0,0,0,0,0,0,0,7.608978e-05
3.941407550000001,192.60498,321.2125073,0.94082,797.0,1.31,6202.0,-0.082525,-0.19,G0 V,0.5559709241952232,0.0223276620260548,0,0,0,1,0,0,0,0,0,0,0,0.00034458024
3.941407550000001,192.60498,321.2120056,0.1008,797.0,1.31,6018.0,-0.082525,0.06,G0 V,0.5750778816199377,0.0223274119191191,0,0,0,1,0,0,0,0,0,0,0,6.794646e-05
3.941407550000001,192.60498,321.2124365,0.9453,797.0,1.31,6018.0,-0.082525,0.06,G0 V,0.5750778816199377,0.0223276267305766,0,0,0,1,0,0,0,0,0,0,0,0.00012960933
3.941407550000001,192.60498,6.230330323,0.066,797.0,1.31,5477.0,-0.082525,0.21,G0 V,0.5687435098650052,0.002779556155742,0,0,0,1,0,0,0,0,0,0,0,3.073093e-05
3.7,192.60498,6.230335,0.066,797.0,1.31,5477.0,-0.082525,0.21,G0 V,0.5687435098650052,0.0027795561918762,0,0,0,1,0,0,0,0,0,0,0,3.073093e-05
2.3,192.60498,6.230335,0.1008,797.0,1.31,5174.0,-0.20529,-0.002,G0 V,0.5372793354101765,0.0027795561918762,0,0,0,1,0,0,0,0,0,0,0,8.241902e-06
2.3,192.60498,6.23033082,0.1008,797.0,1.31,5174.0,-0.20529,-0.002,G0 V,0.5372793354101765,0.0027795561595818,0,0,0,1,0,0,0,0,0,0,0,8.241902e-06
3.2,192.60498,6.230227,0.063,797.0,1.31,5363.0,-0.082525,-0.002,G0 V,0.5569055036344756,0.0027795553574757,0,0,0,1,0,0,0,0,0,0,0,2.4138953e-05
3.941407550000001,192.60498,6.230319977,0.1008,797.0,1.31,5477.0,-0.082525,0.21,G0 V,0.5687435098650052,0.0027795560758095,0,0,0,1,0,0,0,0,0,0,0,2.5472234e-05
3.3,192.60498,5.823445,0.064,797.0,1.31,5542.0,-0.082525,-0.002,G0 V,0.5754932502596054,0.0027764161384685,0,0,0,1,0,0,0,0,0,0,0,2.2133392e-05
2.3,192.60498,5.82348911,0.1008,797.0,1.31,5376.0,-0.34954,-0.002,G0 V,0.5582554517133956,0.0027764164784899,0,0,0,1,0,0,0,0,0,0,0,1.2787181e-05
3.0,192.60498,5.82348911,0.0615,797.0,1.31,5774.0,-0.082525,-0.22,G0 V,0.5995846313603322,0.0027764164784899,0,0,0,1,0,0,0,0,0,0,0,1.6886448e-05
2.3,192.60498,5.82352757,0.1008,797.0,1.31,5376.0,-0.34954,-0.002,G0 V,0.5582554517133956,0.0027764167749584,0,0,0,1,0,0,0,0,0,0,0,1.2787181e-05
2.71,192.60498,5.82349237,0.0615,797.0,1.31,5774.0,-0.082525,-0.22,G0 V,0.5995846313603322,0.0027764165036195,0,0,0,1,0,0,0,0,0,0,0,1.6886448e-05
2.71275017,192.60498,5.823520184,0.1008,797.0,1.31,5774.0,-0.082525,-0.22,G0 V,0.5995846313603322,0.0027764167180235,0,0,0,1,0,0,0,0,0,0,0,1.4831351e-05
1.61301783,192.60498,14.53409958,0.1008,797.0,1.31,3957.0,-0.082525,-0.16,G0 V,0.4109034267912772,0.0028452262333415,0,0,0,1,0,0,0,0,0,0,0,1.074575e-05
1.52,192.60498,14.53,0.1008,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.0028451930463481,0,0,0,1,0,0,0,0,0,0,0,1.5837684e-05
2.3,192.60498,14.53410833,0.1008,797.0,1.31,4238.82,-0.94989,0.1432,G0 V,0.4401682242990654,0.0028452263041755,0,0,0,1,0,0,0,0,0,0,0,1.910376e-05
1.38,192.60498,14.53410194,0.0978,797.0,1.31,4023.0,-0.082525,-0.11,G0 V,0.4177570093457944,0.0028452262524465,0,0,0,1,0,0,0,0,0,0,0,3.9494415e-05
1.25,192.60498,14.53398,0.097,797.0,1.31,4166.0,-0.082525,-0.002,G0 V,0.4326064382139148,0.0028452252653044,0,0,0,1,0,0,0,0,0,0,0,0.00013649059
1.36,192.60498,14.53410833,0.0956,797.0,1.31,3957.0,-0.082525,-0.16,G0 V,0.4109034267912772,0.0028452263041755,0,0,0,1,0,0,0,0,0,0,0,2.8685714e-05
2.3,192.60498,14.53399886,0.1008,797.0,1.31,4238.82,-0.94989,0.1432,G0 V,0.4401682242990654,0.0028452254179819,0,0,0,1,0,0,0,0,0,0,0,1.910376e-05
2.3,192.60498,11.9035630214,0.1008,797.0,1.31,5721.0,0.19402,-0.002,G0 V,0.6716889968847352,0.0028240894162412,0,0,0,1,0,0,0,0,0,0,0,5.757187e-06
2.3,192.60498,11.90352088,0.1008,797.0,1.31,5721.0,0.19402,-0.002,G0 V,0.6716889968847352,0.0028240890801433,0,0,0,1,0,0,0,0,0,0,0,5.757187e-06
2.5,192.60498,11.90362,0.104,797.0,1.31,6029.0,-0.082525,-0.002,G0 V,0.5739356178608515,0.002824089870673,0,0,0,1,0,0,0,0,0,0,0,1.8941868e-05
3.187,192.60498,11.90350858,0.10099,797.0,1.31,5735.0,-0.082525,0.04,G0 V,0.5955347871235721,0.0028240889820449,0,0,0,1,0,0,0,0,0,0,0,1.4844483e-05
2.3,192.60498,11.90349774,0.1008,797.0,1.31,5721.0,0.19402,-0.002,G0 V,0.6716889968847352,0.0028240888955907,0,0,0,1,0,0,0,0,0,0,0,5.757187e-06
3.18,192.60498,11.90350858,0.1008,797.0,1.31,6018.0,-0.082525,0.1,G0 V,0.5750778816199377,0.0028240889820449,0,0,0,1,0,0,0,0,0,0,0,2.2713515e-05
2.72,192.60498,11.90350858,0.1047,797.0,1.31,6063.0,-0.082525,-0.02,G0 V,0.5704049844236759,0.0028240889820449,0,0,0,1,0,0,0,0,0,0,0,2.3065779e-05
3.093,192.60498,10.3392924,0.1008,797.0,1.31,5735.0,-0.082525,-0.002,G0 V,0.5955347871235721,0.0028116684768132,0,0,0,1,0,0,0,0,0,0,0,1.4290533e-05
2.56,192.60498,11.903515,0.105,797.0,1.31,6064.0,-0.082525,-0.002,G0 V,0.570301142263759,0.0028240890332475,0,0,0,1,0,0,0,0,0,0,0,1.9946418e-05
2.56,192.60498,11.90352088,0.1047,797.0,1.31,6063.0,-0.082525,-0.02,G0 V,0.5704049844236759,0.0028240890801433,0,0,0,1,0,0,0,0,0,0,0,2.3065779e-05
3.22,192.60498,34.0350559,0.2109,797.0,1.31,6063.0,-0.082525,-0.02,G0 V,0.5704049844236759,0.0030123662687068,0,0,0,1,0,0,0,0,0,0,0,4.1078554e-05
3.335,192.60498,10.3392924,0.1008,797.0,1.31,5735.0,-0.082525,-0.002,G0 V,0.5955347871235721,0.0028116684768132,0,0,0,1,0,0,0,0,0,0,0,1.4290533e-05
2.3,192.60498,34.0350605,0.1008,797.0,1.31,5721.0,0.19402,-0.002,G0 V,0.6716889968847352,0.0030123663104488,0,0,0,1,0,0,0,0,0,0,0,5.3398107e-06
3.1,192.60498,34.035257,0.213,797.0,1.31,6064.0,-0.082525,-0.002,G0 V,0.570301142263759,0.0030123680935598,0,0,0,1,0,0,0,0,0,0,0,2.9193647e-05
3.69,192.60498,34.0350559,0.1008,797.0,1.31,6018.0,-0.082525,0.1,G0 V,0.5750778816199377,0.0030123662687068,0,0,0,1,0,0,0,0,0,0,0,1.4843944e-05
2.3,192.60498,34.0351710305,0.1008,797.0,1.31,5721.0,0.19402,-0.002,G0 V,0.6716889968847352,0.0030123673134417,0,0,0,1,0,0,0,0,0,0,0,5.3398107e-06
2.3,192.60498,34.03524271,0.1008,797.0,1.31,5721.0,0.19402,-0.002,G0 V,0.6716889968847352,0.0030123679638872,0,0,0,1,0,0,0,0,0,0,0,5.3398107e-06
3.77,192.60498,34.0350559,0.20345,797.0,1.31,5735.0,-0.082525,0.04,G0 V,0.5955347871235721,0.0030123662687068,0,0,0,1,0,0,0,0,0,0,0,1.9200525e-05
2.76,192.60498,34.0350605,0.2109,797.0,1.31,6063.0,-0.082525,-0.02,G0 V,0.5704049844236759,0.0030123663104488,0,0,0,1,0,0,0,0,0,0,0,4.1078554e-05
2.6,192.60498,34.03544,0.209,797.0,1.31,6029.0,-0.082525,-0.002,G0 V,0.5739356178608515,0.0030123697541689,0,0,0,1,0,0,0,0,0,0,0,2.7150301e-05
3.941407550000001,192.60498,205.9172,0.678,797.0,1.31,5803.0,-0.082525,-0.002,G0 V,0.5974039460020768,0.0062467672979233,0,0,0,1,0,0,0,0,0,0,0,3.3815497e-05
2.3,192.60498,205.912735,0.1008,797.0,1.31,5474.0,0.06117,-0.002,G0 V,0.5928999833852543,0.0062465930690989,0,0,0,1,0,0,0,0,0,0,0,1.187271e-05
3.941407550000001,192.60498,205.9120026,0.1008,797.0,1.31,5644.0,-0.082525,0.14,G0 V,0.5860851505711319,0.0062465644910366,0,0,0,1,0,0,0,0,0,0,0,1.7880537e-05
3.941407550000001,192.60498,205.912082,0.6469,797.0,1.31,5717.0,-0.082525,-0.3,G0 V,0.5936656282450675,0.0062465675891918,0,0,0,1,0,0,0,0,0,0,0,7.532826e-05
2.3,192.60498,205.91087869,0.1008,797.0,1.31,5474.0,0.06117,-0.002,G0 V,0.5928999833852543,0.0062465206368618,0,0,0,1,0,0,0,0,0,0,0,1.187271e-05
3.941407550000001,192.60498,205.912735,0.6785,797.0,1.31,5644.0,-0.082525,0.14,G0 V,0.5860851505711319,0.0062465930690989,0,0,0,1,0,0,0,0,0,0,0,3.4343084e-05
1.61,192.60498,7.01733571,0.0712,797.0,1.31,6052.0,-0.082525,-0.26,G0 V,0.5715472481827621,0.002785649836261,0,0,0,1,0,0,0,0,0,0,0,1.36251065e-05
1.56,192.60498,7.01734994,0.0712,797.0,1.31,6052.0,-0.082525,-0.26,G0 V,0.5715472481827621,0.0027856499466836,0,0,0,1,0,0,0,0,0,0,0,1.36251065e-05
1.82417378,192.60498,7.017310143,0.1008,797.0,1.31,6052.0,-0.082525,-0.26,G0 V,0.5715472481827621,0.0027856496378651,0,0,0,1,0,0,0,0,0,0,0,1.0802488e-05
2.3,192.60498,7.01733571,0.1008,797.0,1.31,5732.0,0.03608,-0.002,G0 V,0.6096552606438214,0.002785649836261,0,0,0,1,0,0,0,0,0,0,0,5.1426027e-06
1.79,192.60498,7.01773,0.073,797.0,1.31,6066.0,-0.082525,-0.002,G0 V,0.5700934579439252,0.0027856528958937,0,0,0,1,0,0,0,0,0,0,0,2.3392837e-05
3.941407550000001,192.60498,56.3592236,0.2698,797.0,1.31,5446.0,-0.082525,-0.2,G0 V,0.5655244029075804,0.0032295488069316,0,0,0,1,0,0,0,0,0,0,0,8.920682e-05
3.941407550000001,192.60498,56.35850143,0.1008,797.0,1.31,5446.0,-0.082525,-0.2,G0 V,0.5655244029075804,0.0032295412747265,0,0,0,1,0,0,0,0,0,0,0,2.1063855e-05
3.941407550000001,192.60498,56.3587987,0.2698,797.0,1.31,5446.0,-0.082525,-0.2,G0 V,0.5655244029075804,0.0032295443752368,0,0,0,1,0,0,0,0,0,0,0,8.920682e-05
2.3,192.60498,56.35876458,0.1008,797.0,1.31,5214.0,-0.39819,-0.002,G0 V,0.5414330218068536,0.0032295440193667,0,0,0,1,0,0,0,0,0,0,0,1.5402211e-05
3.941407550000001,192.60498,56.36391,0.273,797.0,1.31,5450.0,-0.082525,-0.002,G0 V,0.5659397715472482,0.0032295976867554,0,0,0,1,0,0,0,0,0,0,0,7.29429e-05
2.3,192.60498,56.3587987,0.1008,797.0,1.31,5214.0,-0.39819,-0.002,G0 V,0.5414330218068536,0.0032295443752368,0,0,0,1,0,0,0,0,0,0,0,1.5402211e-05
2.24,192.60498,16.00460392,0.1179,797.0,1.31,5180.0,-0.082525,0.0,G0 V,0.5379023883696781,0.0028571804406576,0,0,0,1,0,0,0,0,0,0,0,1.5537984e-05
2.03,192.60498,16.00451,0.115,797.0,1.31,5126.0,-0.082525,-0.002,G0 V,0.532294911734164,0.0028571796739437,0,0,0,1,0,0,0,0,0,0,0,1.6716656e-05
2.27,192.60498,16.00454026,0.1179,797.0,1.31,5178.0,-0.082525,0.02,G0 V,0.5376947040498442,0.0028571799209705,0,0,0,1,0,0,0,0,0,0,0,1.7235583e-05
2.3,192.60498,16.00464016,0.1008,797.0,1.31,5007.0,-0.55992,-0.002,G0 V,0.5199376947040498,0.0028571807365021,0,0,0,1,0,0,0,0,0,0,0,1.2524847e-05
2.3,192.60498,16.00460392,0.1008,797.0,1.31,5007.0,-0.55992,-0.002,G0 V,0.5199376947040498,0.0028571804406576,0,0,0,1,0,0,0,0,0,0,0,1.2524847e-05
2.22678077,192.60498,16.00460052,0.1008,797.0,1.31,5180.0,-0.082525,0.0,G0 V,0.5379023883696781,0.0028571804129018,0,0,0,1,0,0,0,0,0,0,0,1.2595181e-05
2.2,192.60498,8.19593235,0.0718,797.0,1.31,4723.0,-0.082525,0.08,G0 V,0.4904465212876427,0.0027948256892881,0,0,0,1,0,0,0,0,0,0,0,2.047859e-05
2.04,192.60498,8.19596647,0.0718,797.0,1.31,4723.0,-0.082525,0.08,G0 V,0.4904465212876427,0.0027948259558011,0,0,0,1,0,0,0,0,0,0,0,2.047859e-05
2.3,192.60498,8.1959,0.073,797.0,1.31,4559.0,-0.082525,-0.002,G0 V,0.4734164070612668,0.0027948254366006,0,0,0,1,0,0,0,0,0,0,0,1.7750024e-05
2.43996509,192.60498,8.195949554,0.1008,797.0,1.31,4723.0,-0.082525,0.08,G0 V,0.4904465212876427,0.0027948258236694,0,0,0,1,0,0,0,0,0,0,0,2.0381252e-05
2.3,192.60498,8.19596647,0.1008,797.0,1.31,4553.0,-0.61192,-0.002,G0 V,0.4727933541017653,0.0027948259558011,0,0,0,1,0,0,0,0,0,0,0,1.2720541e-05
2.3,192.60498,8.19587445,0.1008,797.0,1.31,4553.0,-0.61192,-0.002,G0 V,0.4727933541017653,0.0027948252370283,0,0,0,1,0,0,0,0,0,0,0,1.2720541e-05
3.941407550000001,192.60498,24.81093193,0.1668,797.0,1.31,6086.0,-0.082525,-0.26,G0 V,0.5680166147455867,0.002930926262253,0,0,0,1,0,0,0,0,0,0,0,4.8116042e-05
2.3,192.60498,24.81097206,0.1008,797.0,1.31,6229.0,0.27353,-0.002,G0 V,0.6625791858774662,0.0029309266069829,0,0,0,1,0,0,0,0,0,0,0,5.9688077e-06
3.941407550000001,192.60498,24.811944,0.17,797.0,1.31,6106.0,-0.082525,-0.002,G0 V,0.5659397715472482,0.0029309349562928,0,0,0,1,0,0,0,0,0,0,0,4.6370053e-05
3.941407550000001,192.60498,24.81097206,0.1668,797.0,1.31,6086.0,-0.082525,-0.26,G0 V,0.5680166147455867,0.0029309266069829,0,0,0,1,0,0,0,0,0,0,0,4.8116042e-05
3.941407550000001,192.60498,24.81209946,0.1008,797.0,1.31,6086.0,-0.082525,-0.26,G0 V,0.5680166147455867,0.0029309362917538,0,0,0,1,0,0,0,0,0,0,0,1.1363543e-05
2.3,192.60498,24.81075097,0.1008,797.0,1.31,6229.0,0.27353,-0.002,G0 V,0.6625791858774662,0.0029309247077479,0,0,0,1,0,0,0,0,0,0,0,5.9688077e-06
1.34,192.60498,2.355746434,0.0313,797.0,1.31,4962.0,-0.082525,-0.08,G0 V,0.5152647975077882,0.0027499403337017,0,0,0,1,0,0,0,0,0,0,0,4.9764672e-05
1.34,192.60498,2.35574505,0.0319,797.0,1.31,4915.0,-0.082525,0.16,G0 V,0.5103842159916926,0.0027499403232356,0,0,0,1,0,0,0,0,0,0,0,2.1275611e-05
1.47199944,192.60498,2.355750084,0.1008,797.0,1.31,4915.0,-0.082525,0.16,G0 V,0.5103842159916926,0.0027499403613036,0,0,0,1,0,0,0,0,0,0,0,1.7534718e-05
1.18,192.60498,2.355788,0.031,797.0,1.31,4931.0,-0.082525,-0.002,G0 V,0.5120456905503634,0.0027499406480309,0,0,0,1,0,0,0,0,0,0,0,0.108608074
2.3,192.60498,2.35574505,0.1008,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.0027499403232356,0,0,0,1,0,0,0,0,0,0,0,1.9311754e-05
2.56,192.60498,19.65644811,0.1331,797.0,1.31,5284.0,-0.082525,-0.24,G0 V,0.5487019730010384,0.0028873065329006,0,0,0,1,0,0,0,0,0,0,0,2.1540402e-05
3.01,192.60498,19.65667,0.135,797.0,1.31,5289.0,-0.082525,-0.002,G0 V,0.549221183800623,0.0028873083826964,0,0,0,1,0,0,0,0,0,0,0,2.9078366e-05
2.3,192.60498,19.65639342,0.1008,797.0,1.31,5146.0,-0.36941,-0.002,G0 V,0.5343717549325026,0.0028873060769753,0,0,0,1,0,0,0,0,0,0,0,8.965172e-06
2.3,192.60498,19.65642513,0.1008,797.0,1.31,5146.0,-0.36941,-0.002,G0 V,0.5343717549325026,0.0028873063413269,0,0,0,1,0,0,0,0,0,0,0,8.965172e-06
2.83,192.60498,19.65639342,0.1335,797.0,1.31,5288.0,-0.082525,-0.24,G0 V,0.5491173416407061,0.0028873060769753,0,0,0,1,0,0,0,0,0,0,0,2.1540402e-05
2.94660251,192.60498,19.65640068,0.1008,797.0,1.31,5288.0,-0.082525,-0.24,G0 V,0.5491173416407061,0.0028873061374986,0,0,0,1,0,0,0,0,0,0,0,7.978034e-06
2.53,192.60498,9.97716876,0.0919,797.0,1.31,5557.0,-0.082525,0.16,G0 V,0.5770508826583592,0.0028088086275733,0,0,0,1,0,0,0,0,0,0,0,1.9652376e-05
1.37,192.60498,9.97726191,0.089,797.0,1.31,5806.0,-0.082525,-0.2,G0 V,0.5970924195223261,0.0028088093624716,0,0,0,1,0,0,0,0,0,0,0,4.8905098e-05
2.57059831,192.60498,9.977210045,0.1008,797.0,1.31,5557.0,-0.082525,0.16,G0 V,0.5770508826583592,0.0028088089532875,0,0,0,1,0,0,0,0,0,0,0,1.8710663e-05
2.3,192.60498,9.97716876,0.1008,797.0,1.31,5995.0,0.48544,-0.002,G0 V,0.771642251298027,0.0028088086275733,0,0,0,1,0,0,0,0,0,0,0,5.739042e-06
1.72,192.60498,9.97741,0.09,797.0,1.31,5818.0,-0.082525,-0.002,G0 V,0.595846313603323,0.0028088105308149,0,0,0,1,0,0,0,0,0,0,0,1.3940778e-05
0.94,192.60498,3.720226,0.042,797.0,1.31,4969.0,-0.082525,-0.002,G0 V,0.5159916926272067,0.0027602976256687,0,0,0,1,0,0,0,0,0,0,1,0.9934176
0.9037791,192.60498,3.720230103,0.1008,797.0,1.31,5017.0,-0.082525,-0.02,G0 V,0.520976116303219,0.0027602976569304,0,0,0,1,0,0,0,0,0,0,1,0.99969256
0.99,192.60498,3.72020708,0.0429,797.0,1.31,5017.0,-0.082525,-0.02,G0 V,0.520976116303219,0.0027602974815126,0,0,0,1,0,0,0,0,0,0,1,0.9993438
2.3,192.60498,3.72020708,0.1008,797.0,1.31,4878.0,-0.56331,-0.002,G0 V,0.5065420560747663,0.0027602974815126,0,0,0,1,0,0,0,0,0,0,0,1.0299154e-05
1.03,192.60498,3.72020177,0.0429,797.0,1.31,5017.0,-0.082525,-0.02,G0 V,0.520976116303219,0.0027602974410544,0,0,0,1,0,0,0,0,0,0,1,0.9993438
2.3,192.60498,5.4331329,0.1008,797.0,179.0,5612.5,-0.082525,-0.002,G0 V,0.5828141225337488,0.0027734106798078,0,0,0,1,0,0,0,0,0,0,0,1.755694e-05
1.61,192.60498,5.433132902,0.0559,797.0,1.31,4963.0,-0.082525,0.16,G0 V,0.5153686396677051,0.0027734106798232,0,0,0,1,0,0,0,0,0,0,0,2.0249472e-05
2.3,192.60498,5.4331303561,0.1008,797.0,1.31,5047.0,-0.40427,-0.002,G0 V,0.5240913811007268,0.0027734106602406,0,0,0,1,0,0,0,0,0,0,0,1.4654677e-05
