pl_rade,pl_orbper,pl_orbsmax,pl_eqt,pl_dens,st_teff,st_lum,st_met,habitability_score,stellar_compatibility,orbital_stability,star_F,star_G,star_K,target
2.37,2.79674,0.0377,288.0,1.3275000000000001,5250.0,-0.08333499999999999,0.23500000000000004,0.40490142262617884,0.46248293106450333,0.256179676878181,False,True,False,0
2.37,2.808,0.038,288.0,1.3275000000000001,5591.68,-0.08333499999999999,0.0168,0.40492090298070876,0.4642069806070106,0.25621868026704164,False,True,False,0
2.02311213,0.73654625026,1.0,1315.5,1.3275000000000001,5250.0,-0.08333499999999999,0.0168,0.0,0.46248293106450333,0.5013688749719335,False,True,False,0
1.91,0.736539,0.01544,288.0,1.3275000000000001,5250.0,-0.08333499999999999,0.23500000000000004,0.5184724117599833,0.46248293106450333,0.2533138904645751,False,True,False,0
1.947,0.7365474,1.0,288.0,1.3275000000000001,5591.68,-0.08333499999999999,0.0168,0.6332499040000767,0.4642069806070106,0.5013688749762423,False,True,False,1
1.875,0.7365474,0.01544,288.0,1.3275000000000001,5172.0,-0.08333499999999999,0.23500000000000004,0.5272224117599833,0.4623614747093774,0.25331389049605524,False,False,True,0
2.37,0.73654625,1.0,288.0,1.3275000000000001,5234.0,-0.08333499999999999,0.23500000000000004,0.5274999040000767,0.46245518267304286,0.5013688749719325,False,True,False,0
1.856,0.736543,1.0,288.0,1.3275000000000001,5272.0,-0.08333499999999999,0.23500000000000004,0.6559999040000768,0.46252394477426795,0.5013688749597527,False,True,False,1
2.37,61.03944540249999,0.775,288.0,1.3275000000000001,5250.0,-0.08333499999999999,0.23500000000000004,0.481581536653138,0.46248293106450333,0.4098028216109039,False,True,False,0
2.37,61.03944540249999,0.788,288.0,1.3275000000000001,5591.68,-0.08333499999999999,0.0168,0.48377053106278306,0.4642069806070106,0.41418081043019406,False,True,False,0
2.37,61.03944540249999,0.77,288.0,1.3275000000000001,5250.0,-0.08333499999999999,0.23500000000000004,0.480751936520402,0.46248293106450333,0.4081436213454319,False,True,False,0
2.37,61.03944540249999,0.781,288.0,1.3275000000000001,5250.0,-0.08333499999999999,0.23500000000000004,0.48258604017727125,0.46248293106450333,0.41181182865917043,False,True,False,0
2.37,61.03944540249999,0.7733,288.0,1.3275000000000001,5250.0,-0.08333499999999999,0.23500000000000004,0.4812987138150275,0.46248293106450333,0.40923717593468284,False,True,False,0
