planet_radius,planet_mass,orbital_period,semi_major_axis,equilibrium_temp,planet_density,star_temp,star_luminosity,star_metallicity,star_type,habitability_score,stellar_compatibility,orbital_stability,star_class_B,star_class_D,star_class_F,star_class_G,star_class_K,star_class_L,star_class_M,star_class_T,star_class_W,star_class_m,habitable
2.3,192.60498,143.58,0.477,797.0,1.31,4995.0,-0.38722,0.15,K3 V,0.19697964543663818,0.5186915887850467,0.004495998561280461,0,0,0,0,1,0,0,0,0,0,0
2.3,192.60498,2.45946,0.035,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.15267175572519084,0.5828141225337488,0.002750724857260761,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,14010.2941,11.154,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.026896180742334585,0.5828141225337488,7.327996836884822e-05,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,7.3426,0.0756,797.0,1.31,5977.0,0.20683,0.02,G2/G3 V,0.15589274579089588,0.6620674101765317,0.0027881761257400515,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,13.18,0.112,797.0,1.31,5977.0,0.20683,0.02,G2/G3 V,0.15889830508474576,0.6620674101765317,0.0028343064452128566,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,45.85,0.2565,797.0,1.31,5977.0,0.20683,0.02,G2/G3 V,0.1720676799541153,0.6620674101765317,0.003123535842573794,0,0,0,1,0,0,0,0,0,0,0
1.49,192.60498,1.037611,0.1008,797.0,1.31,5987.0,0.07555,0.1,G0 V,0.31096124684077503,0.6085169885773624,0.0027400083683691585,0,0,0,1,0,0,0,0,0,0,0
1.46954368,192.60498,1.0376109,0.02061,797.0,4.81,5908.0,0.06781,0.11,G0 V,0.3106987408107751,0.6136245192107996,0.0027400083676183936,0,0,0,1,0,0,0,0,0,0,0
1.53671,192.60498,1.0376109,0.1008,797.0,1.31,5922.0,-0.082525,-0.002,G0 V,0.29694824684077503,0.5850467289719626,0.0027400083676183936,0,0,0,1,0,0,0,0,0,0,0
1.35,192.60498,1.0391353,0.02085,797.0,1.31,5987.0,0.0983,0.1,G0 V,0.3465802238334638,0.6176169885773624,0.0027400198123215375,0,0,0,1,0,0,0,0,0,0,0
2.99324,192.60498,3.6451549,0.1008,797.0,1.31,5922.0,-0.082525,-0.002,G0 V,0.15796124684077503,0.5850467289719626,0.002759725759218226,0,0,0,1,0,0,0,0,0,0,0
3.11976057,192.60498,3.6451389,0.04726,797.0,3.31,5908.0,0.06781,0.11,G0 V,0.15363028360150355,0.6136245192107996,0.0027597256373608505,0,0,0,1,0,0,0,0,0,0,0
3.228,192.60498,3.6451398,0.04813,797.0,1.31,5987.0,0.0983,0.1,G0 V,0.15369876067565974,0.6176169885773624,0.0027597256442153275,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,30.052,0.189,797.0,1.31,5793.0,0.04139,0.09,G5 V,0.16565433462175594,0.614998367601246,0.0029766511483920134,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,192.9,0.654,797.0,1.31,5793.0,0.04139,0.09,G5 V,0.2228826151560178,0.614998367601246,0.005777007510109763,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,2164.0,3.48,797.0,1.31,5631.0,0.51587,0.22,G3/G5 V,0.08620689655172413,0.7910832024922119,0.0005555555555555556,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,1576.0,2.74,797.0,1.31,4798.0,-0.082525,-0.002,G0 V,0.1094890510948905,0.4982346832814122,0.0008250825082508251,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,824.61,2.07,797.0,1.31,4867.0,1.7635,-0.02,K0 III,0.14492753623188406,0.5999997923156801,0.0021710340635244566,0,0,0,0,1,0,0,0,0,0,0
2.3,192.60498,2492.19,4.33,797.0,1.31,4867.0,1.7635,-0.02,K0 III,0.06928406466512702,0.5999997923156801,0.00046988285820344985,0,0,0,0,1,0,0,0,0,0,0
2.3,192.60498,10.3392924,55.7,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.005385996409335727,0.5828141225337488,0.0028116684768132085,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,10.3392924,56.0,797.0,1.31,5612.5,-0.082525,-0.002,A8 III,0.005357142857142856,0.5828141225337488,0.0028116684768132085,0,0,0,0,0,0,0,0,0,0,0
2.3,192.60498,10.3392924,0.1008,797.0,1.31,7595.0,0.82124,-0.002,G0 V,0.15796124684077503,0.739814795430945,0.0028116684768132085,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,507.0,1.51,797.0,1.31,5002.0,1.13033,0.05,G0 V,0.19867549668874174,0.8672864839044652,0.006993006993006993,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,464.4,1.36,797.0,1.31,4918.0,-0.082525,-0.002,G0 V,0.2205882352941176,0.5106957424714433,0.009960159362549802,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,1860.0,0.1008,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.15796124684077503,0.5828141225337488,0.0006684491978609625,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,1785.0,3.33,797.0,1.31,4918.0,-0.082525,-0.002,G0 V,0.09009009009009009,0.5106957424714433,0.0007037297677691766,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,482.0,1.28,797.0,1.31,4218.0,-0.082525,-0.18,G0 V,0.234375,0.43800623052959503,0.00847457627118644,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,482.0,1.28,797.0,1.31,4218.0,2.28,-0.18,K0,0.234375,0.43800623052959503,0.00847457627118644,0,0,0,0,1,0,0,0,0,0,0
3.9414075500000005,192.60498,55.082694,0.1008,797.0,1.31,5097.0,-0.082525,0.08,G0 V,0.15796124684077503,0.5292834890965732,0.0032162892856147417,0,0,0,1,0,0,0,0,0,0,0
3.9414075500000005,192.60498,55.087,0.1008,797.0,1.31,5175.0,-0.082525,-0.002,G0 V,0.15796124684077503,0.5373831775700935,0.003216333829720854,0,0,0,1,0,0,0,0,0,0,0
3.89,192.60498,55.087,0.262,797.0,3.98,5212.0,-0.3098,0.04,K0.5 V,0.17261219792865362,0.5412253374870197,0.003216333829720854,0,0,0,0,1,0,0,0,0,0,0
2.3,192.60498,2041.54152,3.166,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.09475679090334807,0.5828141225337488,0.0005961104318896382,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,2172.0,3.386,797.0,1.31,5722.0,-0.082525,0.11,G3 V,0.08860011813349083,0.5941848390446521,0.0005530973451327434,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,2170.0,3.383,797.0,1.31,5722.0,-0.082525,0.11,G0,0.08867868755542417,0.5941848390446521,0.0005537098560354374,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,2946.0,2.94,797.0,1.31,3719.0,-0.082525,-0.3621,G0 V,0.1020408163265306,0.38618899273104884,0.0003872966692486445,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,3190.0,3.1,797.0,1.31,3719.95,-0.082525,-0.3612,G0 V,0.0967741935483871,0.38628764278296984,0.00035385704175513094,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,4375.0,5.2,797.0,1.31,5312.0,-0.082525,0.41,K0 V,0.05769230769230768,0.5516095534787123,0.0002493143854400399,0,0,0,0,1,0,0,0,0,0,0
2.3,192.60498,4375.0,5.15,797.0,1.31,5312.0,-0.082525,0.41,G0 V,0.058252427184466014,0.5516095534787123,0.0002493143854400399,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,362.5,1.11,797.0,1.31,5020.0,-0.082525,-0.002,G0 V,0.27027027027027023,0.5212876427829699,0.2857142857142857,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,361.1,0.99,797.0,1.31,5148.0,1.1038,-0.3,G0 V,0.297029702970297,0.8930594392523366,0.20408163265306217,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,647.29999,1.42,797.0,1.31,3943.0,-0.082525,-0.24,G0 V,0.21126760563380284,0.40944963655244027,0.0035298271630719085,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,647.3,1.4,797.0,1.31,4152.0,2.86,-0.24,K2 III,0.21428571428571427,0.43115264797507785,0.003529827038475115,0,0,0,0,1,0,0,0,0,0,0
2.3,192.60498,498.1,1.332,797.0,1.31,5733.0,0.57,0.34,G5,0.2252252252252252,0.8233271028037383,0.007457121551081281,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,498.89999,1.35,797.0,1.31,5807.0,-0.082525,0.34,G0 V,0.2222222222222222,0.5969885773624091,0.0074128989928020006,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,498.9,1.3,797.0,1.31,5770.0,-0.082525,0.34,G0 V,0.23076923076923073,0.5991692627206645,0.007412898443291328,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,498.04,1.332,797.0,1.31,5733.0,-0.082525,-0.002,G0 V,0.2252252252252252,0.5953271028037384,0.00746045956430916,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,8.1245,0.0777,797.0,1.31,5845.0,0.13988,-0.18,G0 V,0.15606304947198668,0.6489945752855659,0.0027942678389551675,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,19.88,0.141,797.0,1.31,5845.0,0.13988,-0.18,G0 V,0.16137708445400753,0.6489945752855659,0.0028891713856465965,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,103.5,0.424,797.0,1.31,5845.0,0.13988,-0.18,G0 V,0.19035532994923857,0.6489945752855659,0.0038095238095238095,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,514.0,1.24,797.0,1.31,4725.0,1.47,-0.45,G0 V,0.24193548387096775,0.7026542056074767,0.006666666666666667,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,6449.08337,6.925,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.04332129963898917,0.5828141225337488,0.00016433628583136404,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,10.3392924,130.0,797.0,1.31,10000.0,1.60206,-0.002,Be9.5/AO,0.002307692307692308,0.32075440083073725,0.0028116684768132085,1,0,0,0,0,0,0,0,0,0,0
2.341,192.60498,9.4909,0.0796,797.0,3.35,5119.0,-0.082525,-0.3,G0 V,0.15621745469693815,0.5315680166147455,0.002804977488653165,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,9.4893037,0.1008,797.0,1.31,5170.0,0.3,-0.23,G0 V,0.15796124684077503,0.6568639667705088,0.002804964929182687,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,9.4957,0.1008,797.0,1.31,5120.0,-0.43367,-0.24,G0 V,0.15796124684077503,0.5316718587746625,0.0028050152550754648,0,0,0,1,0,0,0,0,0,0,0
2.247,192.60498,9.4903,0.08,797.0,3.9,5170.0,-0.45,-0.23,K1,0.15625,0.5368639667705088,0.0028049727679218825,0,0,0,0,1,0,0,0,0,0,0
2.3,192.60498,9.489264,0.1008,797.0,1.31,5170.0,-0.082525,-0.23,G0 V,0.15796124684077503,0.5368639667705088,0.00280496461682994,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,9.48908,0.0805,797.0,1.31,5194.04,-0.082525,-0.2284,G0 V,0.15629070070330814,0.5393603322949118,0.002804963169150611,0,0,0,1,0,0,0,0,0,0,0
2.4304,192.60498,9.4893231,0.1008,797.0,1.31,5120.0,-0.082525,-0.002,G0 V,0.15796124684077503,0.5316718587746625,0.0028049650818185636,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,9.4893067,0.1008,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.15796124684077503,0.5828141225337488,0.002804964952786172,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,9.494,0.0831,797.0,1.31,5170.0,0.3,-0.23,G0 V,0.1565026866294538,0.6568639667705088,0.0028050018793512595,0,0,0,1,0,0,0,0,0,0,0
2.35389,192.60498,9.4909,0.1008,797.0,1.31,5175.0,-0.082525,-0.3,G0 V,0.15796124684077503,0.5373831775700935,0.002804977488653165,0,0,0,1,0,0,0,0,0,0,0
2.12,192.60498,9.4897116,0.1008,797.0,4.8,5212.0,-0.45469,-0.23,K1 V,0.15796124684077503,0.5412253374870197,0.002804968138473504,0,0,0,0,1,0,0,0,0,0,0
2.3,192.60498,433.8,1.26,797.0,1.31,4925.0,-0.082525,-0.002,G0 V,0.23809523809523808,0.5114226375908618,0.014326647564469911,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,436.9,1.23,797.0,1.31,4992.0,1.04922,-0.02,G0 V,0.24390243902439024,0.8986920623052959,0.013717421124828537,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,436.89999,1.32,797.0,1.31,4946.0,-0.082525,-0.02,G0 V,0.22727272727272727,0.5136033229491173,0.013717423006505212,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,6022.9725,6.57,797.0,1.31,5790.0,-0.082525,0.05,G3/G5 V,0.045662100456621,0.5987538940809969,0.000176710524746321,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,5384.0,5.97,797.0,1.31,5612.5,-0.01412,-0.06,G3/G5 V,0.05025125628140704,0.5828141225337488,0.00019920318725099602,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,5697.3043,6.297,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.04764173415912339,0.5828141225337488,0.00018750102070868148,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,4951.0,5.6,797.0,1.31,5759.0,-0.066,0.02,G4 V,0.05357142857142857,0.5980269989615784,0.00021800741225201656,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,968.8,1.864,797.0,1.31,5271.0,-0.22,0.36,G0 V,0.16094420600858367,0.5473520249221183,0.0016534391534391536,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,441.0,1.122,797.0,1.31,5323.91,-0.082525,0.3839,G0 V,0.267379679144385,0.5528463136033229,0.012987012987012988,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,439.3,1.105,797.0,1.31,5272.0,-0.082525,0.315,G0 V,0.27149321266968324,0.5474558670820353,0.013280212483399733,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,439.29999,1.11,797.0,1.31,5282.0,-0.082525,0.35,G0 V,0.27027027027027023,0.5484942886812045,0.013280214247040407,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,310.4,1.08,797.0,1.31,4886.0,1.80963,-0.16,K0 III,0.27777777777777773,0.5835207933541018,0.01798561151079136,0,0,0,0,1,0,0,0,0,0,0
2.3,192.60498,17.0431,0.1232,797.0,1.31,5069.61,-0.4749,0.338,G0 V,0.159846547314578,0.5264392523364485,0.002865683412478733,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,17.054,0.12186,797.0,1.31,4740.0,-0.37882,0.36,G0 V,0.15973250130448205,0.4922118380062305,0.002865772927616307,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,17.0503,0.1008,797.0,1.31,4929.0,-0.082525,0.3,K2 V,0.15796124684077503,0.5118380062305296,0.0028657425411169573,0,0,0,0,1,0,0,0,0,0,0
2.3,192.60498,17.038,0.119,797.0,1.31,4954.0,-0.082525,0.36,K2 V,0.1594896331738437,0.5144340602284527,0.002865641531169583,0,0,0,0,1,0,0,0,0,0,0
2.3,192.60498,17.0431,0.12,797.0,1.31,4815.0,-0.082525,0.24,G0 V,0.15957446808510636,0.5,0.002865683412478733,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,17.054,0.123,797.0,1.31,4929.0,-0.082525,0.3,G0 V,0.15982951518380392,0.5118380062305296,0.002865772927616307,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,17.0495,0.1231,797.0,1.31,4936.48,-0.082525,0.2781,G0 V,0.15983803079546058,0.5126147455867082,0.0028657359711477706,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,95.233,0.1008,797.0,1.31,4929.0,-0.082525,0.3,K2 V,0.15796124684077503,0.5118380062305296,0.00369321224521452,0,0,0,0,1,0,0,0,0,0,0
2.3,192.60498,841.0,1.98,797.0,1.31,4862.0,-0.082525,-0.002,G0 V,0.15151515151515152,0.5048805815160955,0.0020964360587002098,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,868.0,2.14,797.0,1.31,4932.0,1.18752,0.14,G0 V,0.14018691588785046,0.8371415327102804,0.001984126984126984,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,868.0,2.13,797.0,1.31,4891.0,-0.082525,0.02,G0 V,0.14084507042253522,0.5078920041536864,0.001984126984126984,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,1278.0,0.1008,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.15796124684077503,0.5828141225337488,0.0010940919037199124,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,184.2,0.81,797.0,1.31,4780.0,1.67,0.31,K2 III,0.25210084033613445,0.6283655244029076,0.0055005500550055,0,0,0,0,1,0,0,0,0,0,0
2.3,192.60498,55.199,0.243,797.0,1.31,5612.5,-0.082525,-0.002,M0 V,0.1707455890722823,0.5828141225337488,0.0032174928652095717,0,0,0,0,0,0,1,0,0,0,0
2.3,192.60498,144.3,0.72,797.0,1.31,4945.0,1.87,0.03,K1 III,0.234375,0.5654994807892003,0.004510599909788002,0,0,0,0,1,0,0,0,0,0,0
2.3,192.60498,499.48,1.134,797.0,1.31,5180.0,-0.082525,-0.26,G5,0.26455026455026454,0.5379023883696781,0.007381163271331561,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,232.08,0.706,797.0,1.31,5530.0,-0.082525,-0.12,G5,0.231839258114374,0.5742471443406023,0.007467144563918758,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,487.08,1.32,797.0,1.31,4891.0,1.02,-0.01,K1 III,0.22727272727272727,0.8998920041536864,0.008124796880077998,0,0,0,0,1,0,0,0,0,0,0
2.3,192.60498,893.63,1.97,797.0,1.31,4891.0,1.02,-0.01,K1 III,0.15228426395939085,0.8998920041536864,0.0018881105677548478,0,0,0,0,1,0,0,0,0,0,0
1.829,192.60498,7.610303,0.06899,797.0,1.31,4930.0,-0.082525,-0.1,G0 V,0.2066591125887489,0.5119418483904465,0.002790258783583279,0,0,0,1,0,0,0,0,0,0,0
3.68209,192.60498,14.2456603,0.1008,797.0,1.31,4760.0,-0.082525,-0.002,G0 V,0.15796124684077503,0.49428868120456904,0.0028428931419946886,0,0,0,1,0,0,0,0,0,0,0
2.4,192.60498,14.245648,0.10479,797.0,1.31,4930.0,-0.082525,-0.1,G0 V,0.15829380385287117,0.5119418483904465,0.0028428930425855826,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,1479.03,0.1008,797.0,1.31,4824.0,1.14,0.06,K0 III,0.15796124684077503,0.8449345794392524,0.000896836856407451,0,0,0,0,1,0,0,0,0,0,0
2.3,192.60498,1481.6,2.84,797.0,1.31,4823.0,1.13988,0.06,K0 III,0.10563380281690142,0.8448787372793354,0.000894774516821761,0,0,0,0,1,0,0,0,0,0,0
2.469,192.60498,9.1004157,0.0792,797.0,3.53,5048.0,-0.47314,0.0,G0 V,0.15618492294877134,0.5241952232606438,0.0028019085591296945,0,0,0,1,0,0,0,0,0,0,0
2.53,192.60498,9.1205,0.0906,797.0,4.17,5089.0,-0.082525,-0.16,K1,0.15711741908452917,0.5284527518172377,0.002802066243648066,0,0,0,0,1,0,0,0,0,0,0
2.46598,192.60498,9.1205,0.1008,797.0,1.31,5089.0,-0.082525,-0.16,G0 V,0.15796124684077503,0.5284527518172377,0.002802066243648066,0,0,0,1,0,0,0,0,0,0,0
2.53,192.60498,9.0949,0.07765,797.0,3.41,5089.0,-0.082525,-0.16,G0 V,0.15605899029833276,0.5284527518172377,0.002801865257739382,0,0,0,1,0,0,0,0,0,0,0
2.59387,192.60498,9.100412,0.1008,797.0,1.31,5013.7,-0.082525,-0.002,G0 V,0.15796124684077503,0.5206334371754933,0.0028019085300821363,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,57.435,0.25,797.0,1.31,3901.0,-0.082525,-0.14,G0 V,0.1714285714285714,0.40508826583592933,0.0032408082575794404,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,57.435,0.25,797.0,1.31,3986.0,-1.00302,-0.002,G0 V,0.1714285714285714,0.4139148494288681,0.0032408082575794404,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,6.67386,0.07,797.0,1.31,5520.0,-0.082525,0.29,G0 V,0.15544041450777205,0.573208722741433,0.0027829870657336536,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,6.673855,0.0692,797.0,1.31,5485.0,-0.082525,0.26,G5 V,0.1553760099440646,0.5695742471443406,0.002782987027008569,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,6.6742,0.0692,797.0,1.31,5544.0,-0.04739,0.23,G0 V,0.1553760099440646,0.5757009345794393,0.0027829896990419277,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,6.673892,0.0696,797.0,1.31,5544.0,-0.01,0.24,G5,0.15540820555325321,0.5757009345794393,0.00278298731357422,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,6.674,0.0692,797.0,1.31,5485.0,-0.082525,0.231,G0 V,0.1553760099440646,0.5695742471443406,0.002782988150036457,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,147.73,0.545,797.0,1.31,5485.0,-0.082525,0.26,G5 V,0.20618556701030927,0.5695742471443406,0.004581481651165987,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,147.747,0.549,797.0,1.31,5544.0,-0.01,0.24,G5,0.20675396278428668,0.5757009345794393,0.004581838508519929,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,95.2847,0.407,797.0,1.31,5544.0,-0.04739,0.23,G0 V,0.18832391713747645,0.5757009345794393,0.0036939175584091476,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,981.8,1.94,797.0,1.31,5544.0,-0.01,0.24,G5,0.15463917525773196,0.5757009345794393,0.0016186468112657818,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,952.0,1.89,797.0,1.31,5485.0,-0.082525,0.26,G5 V,0.15873015873015875,0.5695742471443406,0.0017006802721088435,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,674.94,1.61,797.0,1.31,4860.0,1.06,-0.01,K0/1 III,0.18633540372670807,0.8806728971962616,0.0032160545442850704,0,0,0,0,1,0,0,0,0,0,0
2.3,192.60498,50.65905,0.234,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.16987542468856173,0.5828141225337488,0.0031711707597760455,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,22000.0,17.0,797.0,1.31,6655.0,-0.082525,0.13,F5 V,0.01764705882352941,0.5089304257528556,4.621926418931411e-05,0,0,1,0,0,0,0,0,0,0,0
2.3,192.60498,23000.0,17.5,797.0,1.31,5612.5,-0.082525,-0.002,F5 V,0.01714285714285714,0.5828141225337488,4.417741650468281e-05,0,0,1,0,0,0,0,0,0,0,0
1.58,192.60498,3.53796,0.0436,797.0,6.3,5289.0,-0.1549,0.24,G0 V,0.2793428746677571,0.549221183800623,0.002758909595057182,0,0,0,1,0,0,0,0,0,0,0
1.551,192.60498,3.5379559,0.04518,797.0,1.31,5289.0,-0.082525,0.24,G0 V,0.2881668153589589,0.549221183800623,0.002758909563849695,0,0,0,1,0,0,0,0,0,0,0
1.37,192.60498,6.42975,0.0649,797.0,11.0,5289.0,-0.1549,0.24,G0 V,0.34403074776497333,0.549221183800623,0.002781097713172878,0,0,0,1,0,0,0,0,0,0,0
1.538,192.60498,6.429575,0.0673,797.0,1.31,5289.0,-0.082525,0.24,G0 V,0.2938232627929839,0.549221183800623,0.0027810963596352507,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,159.986,0.492,797.0,1.31,5612.5,-0.082525,-0.002,K7 V,0.1989389920424403,0.5828141225337488,0.004854039045890085,0,0,0,0,1,0,0,0,0,0,0
2.3,192.60498,41.516,0.217,797.0,1.31,4881.0,-0.082525,-0.002,K2 V,0.16825574873808188,0.5068535825545171,0.0030818160525634547,0,0,0,0,1,0,0,0,0,0,0
2.3,192.60498,26125.56497,15.898,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.01887029815071078,0.5828141225337488,3.881751753686259e-05,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,60.722,0.256,797.0,1.31,5612.5,-0.082525,-0.002,M0,0.1720183486238532,0.5828141225337488,0.0032757028020361767,0,0,0,0,0,0,1,0,0,0,0
2.3,192.60498,3477.768,3.805,797.0,1.31,5612.5,-0.082525,-0.002,M0,0.07884362680683311,0.5828141225337488,0.000321154305651545,0,0,0,0,0,0,1,0,0,0,0
2.3,192.60498,31000.0,22.1,797.0,1.31,5612.5,-0.082525,-0.26,A9/F0,0.013574660633484162,0.5828141225337488,3.264133698916308e-05,0,0,0,0,0,0,0,0,0,0,0
2.3,192.60498,15.572098,0.1008,797.0,1.31,6226.0,-0.082525,-0.002,G0 V,0.15796124684077503,0.553478712357217,0.002853654044933899,0,0,0,1,0,0,0,0,0,0,0
2.9,192.60498,15.5712,0.1008,797.0,1.31,6199.0,-0.082525,-0.11,G0 V,0.15796124684077503,0.5562824506749741,0.0028536467322320537,0,0,0,1,0,0,0,0,0,0,0
2.595,192.60498,15.57208,0.1008,797.0,2.17,6320.0,-0.082525,-0.1,G0 V,0.15796124684077503,0.5437175493250259,0.0028536538983537614,0,0,0,1,0,0,0,0,0,0,0
2.44317,192.60498,15.5718552,0.1008,797.0,1.31,6352.33,-0.082525,-0.002,G0 V,0.15796124684077503,0.5403603322949118,0.0028536520677319753,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,31.70648,0.1008,797.0,1.31,6226.0,-0.082525,-0.002,G0 V,0.15796124684077503,0.553478712357217,0.0029913831413782713,0,0,0,1,0,0,0,0,0,0,0
2.29980485,192.60498,31.71802083162,0.1008,797.0,1.31,6352.33,-0.082525,-0.002,G0 V,0.15796124684077503,0.5403603322949118,0.00299148641661085,0,0,0,1,0,0,0,0,0,0,0
2.56,192.60498,31.6978,0.1008,797.0,1.31,6199.0,-0.082525,-0.11,G0 V,0.15796124684077503,0.5562824506749741,0.0029913054715164904,0,0,0,1,0,0,0,0,0,0,0
2.727,192.60498,31.70603,0.1008,797.0,1.19,6320.0,-0.082525,-0.1,G0 V,0.15796124684077503,0.5437175493250259,0.0029913791146157975,0,0,0,1,0,0,0,0,0,0,0
3.54,192.60498,278.3618,0.1008,797.0,0.56,6320.0,-0.082525,-0.1,G0 V,0.15796124684077503,0.5437175493250259,0.011410549281021292,0,0,0,1,0,0,0,0,0,0,0
3.9414075500000005,192.60498,156.0,0.1008,797.0,1.31,6199.0,-0.082525,-0.11,G0 V,0.15796124684077503,0.5562824506749741,0.004761904761904762,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,1114.0,0.1008,797.0,1.31,6226.0,-0.082525,-0.002,G0 V,0.15796124684077503,0.553478712357217,0.0013333333333333333,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,48.1,0.1008,797.0,1.31,6199.0,-0.082525,-0.11,G0 V,0.15796124684077503,0.5562824506749741,0.0031456432840515887,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,278.3618,0.1008,797.0,1.31,5612.5,-0.082525,-0.002,G0 V,0.15796124684077503,0.5828141225337488,0.011410549281021292,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,10.3392924,0.1008,797.0,1.31,6226.0,-0.082525,-0.002,G0 V,0.15796124684077503,0.553478712357217,0.0028116684768132085,0,0,0,1,0,0,0,0,0,0,0
