planet_radius,planet_mass,orbital_period,semi_major_axis,equilibrium_temp,planet_density,star_temp,star_luminosity,star_metallicity,star_type,habitability_score,stellar_compatibility,orbital_stability,star_class_B,star_class_D,star_class_F,star_class_G,star_class_K,star_class_L,star_class_M,star_class_T,star_class_W,star_class_m,habitable
2.03,192.60498,14.17258,0.12,797.0,1.31,6337.0,-0.082525,-0.002,G0 V,0.15957446808510636,0.5419522326064382,0.0028423026266684954,0,0,0,1,0,0,0,0,0,0,0
2.02,192.60498,14.17220432,0.1008,797.0,1.31,5911.0,-0.082525,0.02,G0 V,0.15796124684077503,0.5861889927310487,0.002842299591671648,0,0,0,1,0,0,0,0,0,0,0
2.39,192.60498,14.17222858,0.1146,797.0,1.31,5845.0,-0.082525,-0.02,G0 V,0.15911742866235282,0.5930425752855659,0.0028422997876601224,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,14.1723216921,0.1008,797.0,1.31,5939.36,0.35663,-0.1038,G0 V,0.15796124684077503,0.7258960290758049,0.0028423005398820716,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,14.17222858,0.1008,797.0,1.31,5939.36,0.35663,-0.1038,G0 V,0.15796124684077503,0.7258960290758049,0.0028422997876601224,0,0,0,1,0,0,0,0,0,0,0
1.491,192.60498,12.5094525,0.10704,797.0,1.31,5924.0,-0.082525,0.05,G0 V,0.31118195418814976,0.5848390446521288,0.0028289299588696924,0,0,0,1,0,0,0,0,0,0,0
1.5,192.60498,12.5094525,0.1008,797.0,1.31,5978.0,-0.082525,0.01,G0 V,0.307961246840775,0.5792315680166148,0.0028289299588696924,0,0,0,1,0,0,0,0,0,0,0
1.558,192.60498,10.3392924,0.1008,797.0,1.31,5924.0,-0.082525,-0.002,G0 V,0.290561246840775,0.5848390446521288,0.0028116684768132085,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,12.5093496594,0.1008,797.0,1.31,5974.0,0.21756,-0.002,G0 V,0.15796124684077503,0.6666709366562824,0.00282892913585258,0,0,0,1,0,0,0,0,0,0,0
1.39,192.60498,12.509529,0.109,797.0,1.31,5949.0,-0.082525,-0.002,G0 V,0.34164621893178215,0.5822429906542056,0.002828930571087445,0,0,0,1,0,0,0,0,0,0,0
1.16,192.60498,12.50948,0.109,797.0,1.31,6207.0,-0.082525,-0.002,G0 V,0.4106462189317821,0.5554517133956386,0.002828930178947939,0,0,0,1,0,0,0,0,0,0,1
1.54,192.60498,12.50945798,0.1065,797.0,1.31,5949.0,-0.082525,0.0,G0 V,0.29643675732770003,0.5822429906542056,0.0028289300027252817,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,12.50945798,0.1008,797.0,1.31,5974.0,0.21756,-0.002,G0 V,0.15796124684077503,0.6666709366562824,0.0028289300027252817,0,0,0,1,0,0,0,0,0,0,0
1.16,192.60498,12.5094525,0.1031,797.0,1.31,6167.0,-0.082525,-0.5,G0 V,0.41015277558121144,0.5596053997923156,0.0028289299588696924,0,0,0,1,0,0,0,0,0,0,1
1.58,192.60498,27.0141783,0.1723,797.0,1.31,6167.0,-0.082525,-0.5,G0 V,0.29014072331345403,0.5596053997923156,0.0029499758868528517,0,0,0,1,0,0,0,0,0,0,0
2.06,192.60498,27.014976,0.182,797.0,1.31,5949.0,-0.082525,-0.002,G0 V,0.16501650165016502,0.5822429906542056,0.0029499828287399502,0,0,0,1,0,0,0,0,0,0,0
2.025,192.60498,27.0141783,0.17877,797.0,1.31,5924.0,-0.082525,0.05,G0 V,0.16472384048143288,0.5848390446521288,0.0029499758868528517,0,0,0,1,0,0,0,0,0,0,0
1.7,192.60498,27.01559,0.182,797.0,1.31,6207.0,-0.082525,-0.002,G0 V,0.25501650165016504,0.5554517133956386,0.0029499881720224243,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,27.01448406,0.1008,797.0,1.31,5974.0,0.21756,-0.002,G0 V,0.15796124684077503,0.6666709366562824,0.0029499785476881516,0,0,0,1,0,0,0,0,0,0,0
2.0,192.60498,27.0142622,0.1779,797.0,1.31,5949.0,-0.082525,0.0,G0 V,0.16464518961637672,0.5822429906542056,0.0029499766169808457,0,0,0,1,0,0,0,0,0,0,0
2.0,192.60498,27.0141783,0.1008,797.0,1.31,5978.0,-0.082525,0.01,G0 V,0.15796124684077503,0.5792315680166148,0.0029499758868528517,0,0,0,1,0,0,0,0,0,0,0
2.016,192.60498,10.3392924,0.1008,797.0,1.31,5924.0,-0.082525,-0.002,G0 V,0.15796124684077503,0.5848390446521288,0.0028116684768132085,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,27.0142622,0.1008,797.0,1.31,5974.0,0.21756,-0.002,G0 V,0.15796124684077503,0.6666709366562824,0.0029499766169808457,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,27.0146112512,0.1008,797.0,1.31,5974.0,0.21756,-0.002,G0 V,0.15796124684077503,0.6666709366562824,0.0029499796545538865,0,0,0,1,0,0,0,0,0,0,0
0.95,192.60498,16.09231474,0.1008,797.0,1.31,4749.0,-0.082525,0.05,G0 V,0.442961246840775,0.4931464174454828,0.002857896645673692,0,0,0,1,0,0,0,0,0,0,1
2.3,192.60498,16.09227521,0.1008,797.0,1.31,4707.13,-0.65539,0.1369,G0 V,0.15796124684077503,0.48879854620976115,0.0028578963228095586,0,0,0,1,0,0,0,0,0,0,0
2.38,192.60498,16.09231474,0.1236,797.0,1.31,4799.0,-0.082525,0.56,G0 V,0.1598806224685568,0.49833852544132917,0.002857896645673692,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,16.09227518,0.1008,797.0,1.31,4707.13,-0.65539,0.1369,G0 V,0.15796124684077503,0.48879854620976115,0.0028578963225645315,0,0,0,1,0,0,0,0,0,0,0
1.049,192.60498,10.3392924,0.1008,797.0,1.31,4696.0,-0.082525,-0.002,G0 V,0.44326124684077506,0.4876427829698858,0.0028116684768132085,0,0,0,1,0,0,0,0,0,0,1
0.98,192.60498,16.09227518,0.1117,797.0,1.31,4657.0,-0.082525,0.02,G0 V,0.45287306042472064,0.4835929387331256,0.0028578963225645315,0,0,0,1,0,0,0,0,0,0,1
2.3,192.60498,16.0922705128,0.1008,797.0,1.31,4707.13,-0.65539,0.1369,G0 V,0.15796124684077503,0.48879854620976115,0.0028578962844448426,0,0,0,1,0,0,0,0,0,0,0
0.75,192.60498,16.092361,0.112,797.0,1.31,4661.0,-0.082525,-0.002,G0 V,0.38389830508474576,0.4840083073727934,0.00285789702350568,0,0,0,1,0,0,0,0,0,0,0
0.7,192.60498,16.09234,0.109,797.0,1.31,4680.0,-0.082525,-0.002,G0 V,0.3686462189317821,0.4859813084112149,0.0028578968519866067,0,0,0,1,0,0,0,0,0,0,0
0.84,192.60498,10.3392924,0.1008,797.0,1.31,4696.0,-0.082525,-0.002,G0 V,0.40996124684077506,0.4876427829698858,0.0028116684768132085,0,0,0,1,0,0,0,0,0,0,1
0.71,192.60498,28.9059687,0.1008,797.0,1.31,4749.0,-0.082525,0.05,G0 V,0.370961246840775,0.4931464174454828,0.002966531315145241,0,0,0,1,0,0,0,0,0,0,0
1.8,192.60498,28.9059687,0.1826,797.0,1.31,4799.0,-0.082525,0.56,G0 V,0.22507098052162428,0.49833852544132917,0.002966531315145241,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,28.9062562864,0.1008,797.0,1.31,4707.13,-0.65539,0.1369,G0 V,0.15796124684077503,0.48879854620976115,0.002966533845996309,0,0,0,1,0,0,0,0,0,0,0
0.7,192.60498,28.906009,0.166,797.0,1.31,4661.0,-0.082525,-0.002,G0 V,0.373576881134133,0.4840083073727934,0.0029665316697976975,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,28.9060526,0.1008,797.0,1.31,4707.13,-0.65539,0.1369,G0 V,0.15796124684077503,0.48879854620976115,0.0029665320534912696,0,0,0,1,0,0,0,0,0,0,0
0.79,192.60498,28.9060526,0.165,797.0,1.31,4657.0,-0.082525,0.02,G0 V,0.4004877384196185,0.4835929387331256,0.0029665320534912696,0,0,0,1,0,0,0,0,0,0,1
2.3,192.60498,20.0983676,0.1008,797.0,1.31,6039.0,0.27953,-0.002,G0 V,0.15796124684077503,0.6847091962616823,0.002890995318702636,0,0,0,1,0,0,0,0,0,0,0
1.44,192.60498,20.0984215,0.1492,797.0,1.31,6273.0,-0.082525,-0.06,G0 V,0.33009206829479143,0.5485981308411215,0.002890995769191033,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,20.0987535473,0.1008,797.0,1.31,6039.0,0.27953,-0.002,G0 V,0.15796124684077503,0.6847091962616823,0.0028909985443973944,0,0,0,1,0,0,0,0,0,0,0
1.618,192.60498,10.3392924,0.1008,797.0,1.31,6060.0,-0.082525,-0.002,G0 V,0.272561246840775,0.5707165109034268,0.0028116684768132085,0,0,0,1,0,0,0,0,0,0,0
1.611,192.60498,20.0984215,0.15055,797.0,1.31,6060.0,-0.082525,0.09,G0 V,0.27891038687177266,0.5707165109034268,0.002890995769191033,0,0,0,1,0,0,0,0,0,0,0
1.58,192.60498,20.0983676,0.1495,797.0,1.31,6053.0,-0.082525,0.06,G0 V,0.2881183463928667,0.5714434060228453,0.002890995318702636,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,20.09863407,0.1008,797.0,1.31,6039.0,0.27953,-0.002,G0 V,0.15796124684077503,0.6847091962616823,0.0028909975458216892,0,0,0,1,0,0,0,0,0,0,0
1.63,192.60498,20.0984215,0.1008,797.0,1.31,6116.0,-0.082525,0.06,G0 V,0.26896124684077505,0.564901349948079,0.002890995769191033,0,0,0,1,0,0,0,0,0,0,0
1.66,192.60498,20.09838,0.152,797.0,1.31,6054.0,-0.082525,-0.002,G0 V,0.26433766233766237,0.5713395638629284,0.0028909954223400283,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,62.7849301015,0.1008,797.0,1.31,6039.0,0.27953,-0.002,G0 V,0.15796124684077503,0.6847091962616823,0.003297989114903642,0,0,0,1,0,0,0,0,0,0,0
2.29,192.60498,62.784697,0.326,797.0,1.31,6054.0,-0.082525,-0.002,G0 V,0.17921146953405018,0.5713395638629284,0.0032979865795229996,0,0,0,1,0,0,0,0,0,0,0
2.338,192.60498,10.3392924,0.1008,797.0,1.31,6060.0,-0.082525,-0.002,G0 V,0.15796124684077503,0.5707165109034268,0.0028116684768132085,0,0,0,1,0,0,0,0,0,0,0
2.12,192.60498,62.7845002,0.3187,797.0,1.31,6273.0,-0.082525,-0.06,G0 V,0.17843335514185452,0.5485981308411215,0.003297984438986783,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,62.7843981,0.1008,797.0,1.31,6039.0,0.27953,-0.002,G0 V,0.15796124684077503,0.6847091962616823,0.003297983328475948,0,0,0,1,0,0,0,0,0,0,0
2.363,192.60498,62.7845002,0.3217,797.0,1.31,6060.0,-0.082525,0.09,G0 V,0.1787523088839897,0.5707165109034268,0.003297984438986783,0,0,0,1,0,0,0,0,0,0,0
2.32,192.60498,62.7845002,0.1008,797.0,1.31,6116.0,-0.082525,0.06,G0 V,0.15796124684077503,0.564901349948079,0.003297984438986783,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,62.78416835,0.1008,797.0,1.31,6039.0,0.27953,-0.002,G0 V,0.15796124684077503,0.6847091962616823,0.003297980829557387,0,0,0,1,0,0,0,0,0,0,0
2.28,192.60498,62.7843981,0.3194,797.0,1.31,6053.0,-0.082525,0.06,G0 V,0.1785076758300607,0.5714434060228453,0.003297983328475948,0,0,0,1,0,0,0,0,0,0,0
2.22,192.60498,62.7847,0.32,797.0,1.31,6255.0,-0.082525,-0.002,G0 V,0.17857142857142858,0.5504672897196262,0.0032979866121531465,0,0,0,1,0,0,0,0,0,0,0
3.9414075500000005,192.60498,105.599,0.4632,797.0,1.31,5623.0,-0.082525,-0.11,G4 V,0.19521082769390943,0.5839044652128764,0.0038402310282986624,0,0,0,1,0,0,0,0,0,0,0
1.07,192.60498,3.930871,0.0486,797.0,1.31,6043.0,-0.082525,-0.16,G0 V,0.43273577944040176,0.5724818276220145,0.0027619035148395655,0,0,0,1,0,0,0,0,0,0,1
1.2,192.60498,3.93083997,0.0487,797.0,1.31,6038.0,-0.082525,-0.16,G0 V,0.39374365807410444,0.5730010384215991,0.0027619032781393007,0,0,0,1,0,0,0,0,0,0,0
1.36,192.60498,3.930873,0.051,797.0,1.31,6190.0,-0.082525,-0.002,G0 V,0.3459250897896357,0.5572170301142263,0.0027619035300957876,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,3.93083997,0.1008,797.0,1.31,6128.0,0.2776,-0.002,G0 V,0.15796124684077503,0.6746952440290758,0.0027619032781393007,0,0,0,1,0,0,0,0,0,0,0
1.19,192.60498,3.930821,0.05,797.0,1.31,6045.0,-0.082525,-0.002,G0 V,0.39684615384615385,0.5722741433021806,0.0027619031334340668,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,3.9307982224,0.1008,797.0,1.31,6128.0,0.2776,-0.002,G0 V,0.15796124684077503,0.6746952440290758,0.0027619029596840637,0,0,0,1,0,0,0,0,0,0,0
1.285,192.60498,10.3392924,0.1008,797.0,1.31,6031.0,-0.082525,-0.002,G0 V,0.3724612468407751,0.5737279335410176,0.0028116684768132085,0,0,0,1,0,0,0,0,0,0,0
1.12,192.60498,3.930871,0.1008,797.0,1.31,6062.0,-0.082525,-0.06,G0 V,0.42196124684077496,0.5705088265835929,0.0027619035148395655,0,0,0,1,0,0,0,0,0,0,1
1.22,192.60498,3.930871,0.04861,797.0,1.31,6031.0,-0.082525,-0.16,G0 V,0.387736567267435,0.5737279335410176,0.0027619035148395655,0,0,0,1,0,0,0,0,0,0,0
1.416,192.60498,7.63006848,0.07562,797.0,1.31,6031.0,-0.082525,-0.16,G0 V,0.33109436597761355,0.5737279335410176,0.0027904126770864194,0,0,0,1,0,0,0,0,0,0,0
1.27,192.60498,7.630004,0.078,797.0,1.31,6045.0,-0.082525,-0.002,G0 V,0.37508740894901144,0.5722741433021806,0.00279041217501925,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,7.63008196,0.1008,797.0,1.31,6128.0,0.2776,-0.002,G0 V,0.15796124684077503,0.6746952440290758,0.0027904127820471344,0,0,0,1,0,0,0,0,0,0,0
1.25,192.60498,7.63006848,0.0756,797.0,1.31,6043.0,-0.082525,-0.16,G0 V,0.3808927457908958,0.5724818276220145,0.0027904126770864194,0,0,0,1,0,0,0,0,0,0,0
1.62,192.60498,7.63018,0.079,797.0,1.31,6190.0,-0.082525,-0.002,G0 V,0.27016866215512747,0.5572170301142263,0.002790413545426342,0,0,0,1,0,0,0,0,0,0,0
1.39,192.60498,7.63008196,0.0758,797.0,1.31,6038.0,-0.082525,-0.16,G0 V,0.33890894917368264,0.5730010384215991,0.0027904127820471344,0,0,0,1,0,0,0,0,0,0,0
1.26,192.60498,7.63006848,0.1008,797.0,1.31,6062.0,-0.082525,-0.06,G0 V,0.37996124684077504,0.5705088265835929,0.0027904126770864194,0,0,0,1,0,0,0,0,0,0,0
1.483,192.60498,10.3392924,0.1008,797.0,1.31,6031.0,-0.082525,-0.002,G0 V,0.31306124684077496,0.5737279335410176,0.0028116684768132085,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,7.6300293882,0.1008,797.0,1.31,6128.0,0.2776,-0.002,G0 V,0.15796124684077503,0.6746952440290758,0.0027904123727019474,0,0,0,1,0,0,0,0,0,0,0
1.31,192.60498,5.62902579,0.0672,797.0,1.31,6550.0,-0.082525,-0.28,G0 V,0.36221523178807946,0.5198338525441328,0.0027749182691313734,0,0,0,1,0,0,0,0,0,0,0
0.82,192.60498,5.629026,0.069,797.0,1.31,6638.0,-0.082525,-0.002,G0 V,0.4013599171413775,0.5106957424714433,0.0027749182707484093,0,0,0,1,0,0,0,0,0,0,1
0.919,192.60498,5.62902579,0.06479,797.0,1.31,6346.0,-0.082525,-0.16,G0 V,0.43072193560388794,0.5410176531671859,0.0027749182691313734,0,0,0,1,0,0,0,0,0,0,1
2.3,192.60498,5.6291146,0.1008,797.0,1.31,6407.65,0.5139,-0.2016,G0 V,0.15796124684077503,0.7401757840083074,0.002774918952983764,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,5.6291083521,0.1008,797.0,1.31,6407.65,0.5139,-0.2016,G0 V,0.15796124684077503,0.7401757840083074,0.0027749189048738403,0,0,0,1,0,0,0,0,0,0,0
1.39,192.60498,5.62904396,0.0658,797.0,1.31,6197.0,-0.082525,-0.32,G0 V,0.33810288491365936,0.5564901349948079,0.0027749184090434947,0,0,0,1,0,0,0,0,0,0,0
0.99,192.60498,5.629021,0.066,797.0,1.31,6152.0,-0.082525,-0.002,G0 V,0.4521189245087901,0.5611630321910696,0.002774918232247553,0,0,0,1,0,0,0,0,0,0,1
1.31,192.60498,5.62902579,0.1008,797.0,1.31,6337.0,-0.082525,0.04,G0 V,0.364961246840775,0.5419522326064382,0.0027749182691313734,0,0,0,1,0,0,0,0,0,0,0
0.925,192.60498,10.3392924,0.1008,797.0,1.31,6346.0,-0.082525,-0.002,G0 V,0.43546124684077503,0.5410176531671859,0.0028116684768132085,0,0,0,1,0,0,0,0,0,0,1
2.3,192.60498,5.62904396,0.1008,797.0,1.31,6407.65,0.5139,-0.2016,G0 V,0.15796124684077503,0.7401757840083074,0.0027749184090434947,0,0,0,1,0,0,0,0,0,0,0
1.32,192.60498,13.39152873,0.1008,797.0,1.31,6337.0,-0.082525,0.04,G0 V,0.361961246840775,0.5419522326064382,0.0028360067368724054,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,13.3914381866,0.1008,797.0,1.31,6407.65,0.5139,-0.2016,G0 V,0.15796124684077503,0.7401757840083074,0.002836006008637983,0,0,0,1,0,0,0,0,0,0,0
1.15,192.60498,13.3914,0.123,797.0,1.31,6638.0,-0.082525,-0.002,G0 V,0.41482951518380395,0.5106957424714433,0.002836005701505862,0,0,0,1,0,0,0,0,0,0,1
1.41,192.60498,13.39152873,0.1197,797.0,1.31,6550.0,-0.082525,-0.28,G0 V,0.3365490081369994,0.5198338525441328,0.0028360067368724054,0,0,0,1,0,0,0,0,0,0,0
1.056,192.60498,10.3392924,0.1008,797.0,1.31,6346.0,-0.082525,-0.002,G0 V,0.44116124684077496,0.5410176531671859,0.0028116684768132085,0,0,0,1,0,0,0,0,0,0,1
2.3,192.60498,13.39155154,0.1008,797.0,1.31,6407.65,0.5139,-0.2016,G0 V,0.15796124684077503,0.7401757840083074,0.002836006920331747,0,0,0,1,0,0,0,0,0,0,0
1.12,192.60498,13.391635,0.117,797.0,1.31,6152.0,-0.082525,-0.002,G0 V,0.42332023366967597,0.5611630321910696,0.0028360075915952816,0,0,0,1,0,0,0,0,0,0,1
1.58,192.60498,13.39155154,0.1173,797.0,1.31,6197.0,-0.082525,-0.32,G0 V,0.2853456206511924,0.5564901349948079,0.002836006920331747,0,0,0,1,0,0,0,0,0,0,0
0.992,192.60498,13.39152873,0.11549,797.0,1.31,6346.0,-0.082525,-0.16,G0 V,0.45679257525828987,0.5410176531671859,0.0028360067368724054,0,0,0,1,0,0,0,0,0,0,1
2.3,192.60498,13.39144182,0.1008,797.0,1.31,6407.65,0.5139,-0.2016,G0 V,0.15796124684077503,0.7401757840083074,0.0028360060378611654,0,0,0,1,0,0,0,0,0,0,0
1.49,192.60498,8.2562857,0.085,797.0,1.31,6197.0,-0.082525,-0.32,G0 V,0.30965796344647517,0.5564901349948079,0.002795297191892548,0,0,0,1,0,0,0,0,0,0,0
1.0667865,192.60498,8.256299973,0.1008,797.0,1.31,6197.0,-0.082525,-0.32,G0 V,0.43792529684077497,0.5564901349948079,0.0027952973034172986,0,0,0,1,0,0,0,0,0,0,1
1.31,192.60498,8.2563025,0.0867,797.0,1.31,6550.0,-0.082525,-0.28,G0 V,0.363797156744891,0.5198338525441328,0.0027952973231624855,0,0,0,1,0,0,0,0,0,0,0
1.09,192.60498,8.256215,0.089,797.0,1.31,6638.0,-0.082525,-0.002,G0 V,0.4299858712715855,0.5106957424714433,0.0027952966394650296,0,0,0,1,0,0,0,0,0,0,1
0.923,192.60498,8.2563025,0.08364,797.0,1.31,6346.0,-0.082525,-0.16,G0 V,0.4334467866162933,0.5410176531671859,0.0027952973231624855,0,0,0,1,0,0,0,0,0,0,1
2.3,192.60498,8.2562857,0.1008,797.0,1.31,6407.65,0.5139,-0.2016,G0 V,0.15796124684077503,0.7401757840083074,0.002795297191892548,0,0,0,1,0,0,0,0,0,0,0
1.74,192.60498,10.3392924,0.1008,797.0,1.31,5720.0,-0.082525,-0.002,G0 V,0.23596124684077502,0.5939771547248183,0.0028116684768132085,0,0,0,1,0,0,0,0,0,0,0
1.32,192.60498,5.262155,0.055,797.0,1.31,5600.0,-0.082525,-0.002,G0 V,0.358241645244216,0.5815160955347871,0.002772096174162154,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,5.2620965253,0.1008,797.0,1.31,5637.57,0.14553,0.082,G0 V,0.15796124684077503,0.6436294454828659,0.002772095724812389,0,0,0,1,0,0,0,0,0,0,0
1.46,192.60498,5.26212693,0.0548,797.0,1.31,5594.0,-0.082525,-0.32,G0 V,0.31622578655151146,0.5808930425752855,0.002772095958457773,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,5.26211833,0.1008,797.0,1.31,5637.57,0.14553,0.082,G0 V,0.15796124684077503,0.6436294454828659,0.0027720958923709367,0,0,0,1,0,0,0,0,0,0,0
1.3,192.60498,5.26212693,0.1008,797.0,1.31,5443.0,-0.082525,-0.1,G0 V,0.367961246840775,0.5652128764278297,0.002772095958457773,0,0,0,1,0,0,0,0,0,0,0
1.95,192.60498,5.26211833,0.0585,797.0,1.31,5587.0,-0.082525,0.14,G0 V,0.1695197012619109,0.580166147455867,0.0027720958923709367,0,0,0,1,0,0,0,0,0,0,0
1.35,192.60498,5.26226,0.057,797.0,1.31,5624.0,-0.082525,-0.002,G0 V,0.34940041173443126,0.5840083073727933,0.0027720969810366945,0,0,0,1,0,0,0,0,0,0,0
1.793,192.60498,5.26212693,0.05927,797.0,1.31,5720.0,-0.082525,0.13,G0 V,0.21668100817733535,0.5939771547248183,0.002772095958457773,0,0,0,1,0,0,0,0,0,0,0
2.25,192.60498,12.16262,0.099,797.0,1.31,5624.0,-0.082525,-0.002,G0 V,0.15781167806417676,0.5840083073727933,0.0028261570329285164,0,0,0,1,0,0,0,0,0,0,0
1.59,192.60498,12.162701,0.097,797.0,1.31,5600.0,-0.082525,-0.002,G0 V,0.2806458223857068,0.5815160955347871,0.0028261576798889144,0,0,0,1,0,0,0,0,0,0,0
1.68,192.60498,12.16281552,0.0958,797.0,1.31,5594.0,-0.082525,-0.32,G0 V,0.2535464762104821,0.5808930425752855,0.0028261585945796013,0,0,0,1,0,0,0,0,0,0,0
2.798,192.60498,10.3392924,0.1008,797.0,1.31,5720.0,-0.082525,-0.002,G0 V,0.15796124684077503,0.5939771547248183,0.0028116684768132085,0,0,0,1,0,0,0,0,0,0,0
1.48,192.60498,12.16281552,0.1008,797.0,1.31,5443.0,-0.082525,-0.1,G0 V,0.31396124684077503,0.5652128764278297,0.0028261585945796013,0,0,0,1,0,0,0,0,0,0,0
2.053,192.60498,12.16281552,0.10361,797.0,1.31,5720.0,-0.082525,0.13,G0 V,0.15819530792716688,0.5939771547248183,0.0028261585945796013,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,12.1627714432,0.1008,797.0,1.31,5637.57,0.14553,0.082,G0 V,0.15796124684077503,0.6436294454828659,0.0028261582425306445,0,0,0,1,0,0,0,0,0,0,0
3.14,192.60498,12.1628195,0.1023,797.0,1.31,5587.0,-0.082525,0.14,G0 V,0.15808610423143807,0.580166147455867,0.0028261586263685482,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,12.1628195,0.1008,797.0,1.31,5637.57,0.14553,0.082,G0 V,0.15796124684077503,0.6436294454828659,0.0028261586263685482,0,0,0,1,0,0,0,0,0,0,0
1.49,192.60498,12.90467523,0.0962,797.0,1.31,4513.0,-0.082525,0.16,G0 V,0.31057957768673183,0.4686396677050882,0.0028320964052735115,0,0,0,1,0,0,0,0,0,0,0
1.39,192.60498,12.90475463,0.0948,797.0,1.31,4710.0,-0.082525,-0.16,G0 V,0.3404637833298342,0.48909657320872274,0.0028320970421227966,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,12.90467523,0.1008,797.0,1.31,4608.75,-0.082525,-0.1785,G0 V,0.15796124684077503,0.47858255451713394,0.0028320964052735115,0,0,0,1,0,0,0,0,0,0,0
1.32,192.60498,12.90483,0.094,797.0,1.31,4701.0,-0.082525,-0.002,G0 V,0.3613976915005246,0.48816199376947034,0.0028320976466486357,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,12.90475989,0.1008,797.0,1.31,4608.75,-0.082525,-0.1785,G0 V,0.15796124684077503,0.47858255451713394,0.0028320970843120664,0,0,0,1,0,0,0,0,0,0,0
1.32,192.60498,12.904532,0.095,797.0,1.31,4710.0,-0.082525,-0.002,G0 V,0.36148031496062993,0.48909657320872274,0.0028320952564590833,0,0,0,1,0,0,0,0,0,0,0
1.39,192.60498,12.90475463,0.1008,797.0,1.31,4726.0,-0.082525,-0.05,G0 V,0.34096124684077506,0.4907580477673935,0.0028320970421227966,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,12.9046228655,0.1008,797.0,1.31,4608.75,-0.082525,-0.1785,G0 V,0.15796124684077503,0.47858255451713394,0.0028320959852699604,0,0,0,1,0,0,0,0,0,0,0
1.39,192.60498,31.2009333,0.1008,797.0,1.31,4726.0,-0.082525,-0.05,G0 V,0.34096124684077506,0.4907580477673935,0.0029868661518583617,0,0,0,1,0,0,0,0,0,0,0
1.39,192.60498,31.2009333,0.1709,797.0,1.31,4710.0,-0.082525,-0.16,G0 V,0.34701508938822373,0.48909657320872274,0.0029868661518583617,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,31.2012477468,0.1008,797.0,1.31,4608.75,-0.082525,-0.1785,G0 V,0.15796124684077503,0.47858255451713394,0.0029868689571570586,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,31.2012202,0.1008,797.0,1.31,4608.75,-0.082525,-0.1785,G0 V,0.15796124684077503,0.47858255451713394,0.002986868711401439,0,0,0,1,0,0,0,0,0,0,0
1.24,192.60498,31.200751,0.172,797.0,1.31,4710.0,-0.082525,-0.002,G0 V,0.3921137855579868,0.48909657320872274,0.0029868645254936045,0,0,0,1,0,0,0,0,0,0,0
1.26,192.60498,31.20013,0.17,797.0,1.31,4701.0,-0.082525,-0.002,G0 V,0.3859344262295082,0.48816199376947034,0.0029868589853395103,0,0,0,1,0,0,0,0,0,0,0
1.47,192.60498,31.2012202,0.1734,797.0,1.31,4513.0,-0.082525,0.16,G0 V,0.323239570787255,0.4686396677050882,0.002986868711401439,0,0,0,1,0,0,0,0,0,0,0
1.946,192.60498,10.3392924,0.1008,797.0,1.31,5541.0,-0.082525,-0.002,G0 V,0.17416124684077505,0.5753894080996884,0.0028116684768132085,0,0,0,1,0,0,0,0,0,0,0
1.986,192.60498,22.5965999,0.15009,797.0,1.31,5541.0,-0.082525,-0.29,G0 V,0.16637005151601972,0.5753894080996884,0.002912027078674228,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,22.5969446637,0.1008,797.0,1.31,5500.82,0.39588,-0.459,G0 V,0.15796124684077503,0.7295690301142264,0.002912030002239451,0,0,0,1,0,0,0,0,0,0,0
2.3,192.60498,22.5968256,0.1008,797.0,1.31,5500.82,0.39588,-0.459,G0 V,0.15796124684077503,0.7295690301142264,0.0029120289925893008,0,0,0,1,0,0,0,0,0,0,0
