pl_rade,pl_orbper,pl_orbsmax,pl_eqt,pl_dens,st_teff,st_lum,st_met,habitability_score,stellar_compatibility,orbital_stability,star_F,star_G,star_K,target,habitability_rank
0.9699999999999998,0.570233,1.0,288.0,1.3275,5396.0,-0.0833349999999999,0.05,0.6579984224314971,0.462843234509103,0.5013682519738465,False,True,False,1,59
1.565,0.87724,0.0177,1315.5,1.3275,5679.0,-0.0833349999999999,0.01,0.6573035412044375,0.4665377514803823,0.2536016579050912,False,True,False,0,60
1.08,11.9216214,1.0,288.0,1.3275,6087.0,-0.0833349999999999,0.03,0.6566363331085412,0.4631506547061887,0.5014121167239213,True,False,False,1,61
0.9699999999999998,8.70337044,1.0,288.0,1.3275,6087.0,-0.0833349999999999,0.03,0.6525671118603007,0.4631506547061887,0.5013993974715512,True,False,False,1,62
1.32,2.685057492,1.0,288.0,1.3275,5212.0,-0.0833349999999999,-0.03,0.6524831857910007,0.4624195856955498,0.5013762164488706,False,True,False,1,63
0.9699999999999998,4.77468005,1.0,288.0,1.3275,5770.0,-0.0833349999999999,0.03,0.6492887742136368,0.5170933070359379,0.5013841776098896,False,True,False,1,64
1.1,0.469285,1.0,288.0,1.3275,5482.0,-0.0833349999999999,0.09,0.6491166132066221,0.463221253163884,0.5013678741060105,False,True,False,1,65
1.03,0.813166719,0.0163,1315.5,1.3275,5285.0,-0.0833349999999999,-0.06,0.648682177999505,0.4625498972293702,0.2534234042508066,False,True,False,0,66
0.9699999999999998,6.80252171,1.0,288.0,1.3275,6087.0,-0.0833349999999999,0.03,0.6476248981656865,0.4631506547061887,0.5013919919548999,True,False,False,1,67
1.43,0.663085258,1.0,288.0,1.3275,5053.0,-0.0833349999999999,-0.07,0.6465972376363157,0.4622264567145421,0.5013685997221308,False,False,True,1,68
1.192,0.974868926,0.01834,288.0,1.3275,5354.0,-0.0833349999999999,-0.04,0.6465972353751872,0.4627142220686176,0.2536834854849304,False,True,False,0,69
2.59929571,0.469269,1.0,288.0,1.3275,5482.0,-0.0833349999999999,0.09,0.6463575010241019,0.463221253163884,0.5013678740461359,False,True,False,0,70
1.51,0.567857136,1.0,288.0,1.3275,5039.0,-0.0833349999999999,-0.02,0.6453588544240825,0.462213427156058,0.5013682430781303,False,False,True,1,71
1.773,0.79,1.0,288.0,1.3275,5552.0,-0.0833349999999999,0.235,0.6448874393570392,0.4637403946521885,0.5013690753265244,False,True,False,1,72
0.9699999999999998,0.7698536,1.0,288.0,1.3275,5252.0,-0.0833349999999999,0.0,0.6435924347460109,0.4624865180837979,0.5013689998071856,False,True,False,1,73
1.06,2.71603809,1.0,288.0,1.3275,5946.0,-0.0833349999999999,0.03,0.6430117194840246,0.4644963313620391,0.501376333811631,False,True,False,1,74
1.14,11.8691507,1.0,288.0,1.3275,6085.0,-0.0833349999999999,0.02,0.6421787583231363,0.463161128103759,0.5014119074940473,True,False,False,1,75
1.11,0.921032135,1.0,288.0,1.3275,5869.0,-0.0833349999999999,-0.04,0.6417374306539508,0.466972534089078,0.50136956670751,False,True,False,1,76
1.41,1.078390352,1.0,288.0,1.3275,5226.0,-0.0833349999999999,-0.04,0.6412495160415138,0.4624419106123896,0.5013701572797574,False,True,False,1,77
0.9699999999999998,10.39990194,1.0,288.0,1.3275,3872.5,-0.0833349999999999,0.0168,0.6399313527145711,0.4618000121675053,0.501406073852982,False,False,True,1,78
2.37,10.39990194,2.36725,288.0,1.3275,3872.5,-0.0833349999999999,0.0168,0.6399313527145711,0.4618000121675053,0.2126216193171281,False,False,True,0,79
0.9699999999999998,10.39990194,1.0,288.0,1.3275,3872.5,-0.0833349999999999,0.0168,0.6399313527145711,0.4618000121675053,0.501406073852982,False,False,True,1,80
2.37,10.39990194,2.36725,288.0,1.3275,3872.5,-0.0833349999999999,0.0168,0.6399313527145711,0.4618000121675053,0.2126216193171281,False,False,True,0,81
