pl_rade,pl_orbper,pl_orbsmax,pl_eqt,pl_dens,st_teff,st_lum,st_met,habitability_score,stellar_compatibility,orbital_stability,star_F,star_G,star_K,target,habitability_rank
1.262,21.8038763,0.14077,288.0,1.3275,4868.0,-0.0833349999999999,0.03,0.17221906714694488,0.4620865989007994,0.2703811951023843,False,False,True,0,8118
2.37,8.63182,0.0607,288.0,1.3275,5591.68,-0.0833349999999999,0.0168,0.1721965141583179,0.4642069806070106,0.25922410568918,False,True,False,0,8119
3.770000000000001,8.52349648,0.0778,732.0,1.3275,5591.68,-0.0833349999999999,0.0168,0.1721965141583179,0.4642069806070106,0.2615173074149326,False,True,False,0,8120
2.301,9.96318,1.0,288.0,1.3275,4316.0,-0.0833349999999999,-0.205,0.17216106241119955,0.4618795149800406,0.5014043491344519,False,False,True,0,8121
1.76,2.1395563,0.0317,1315.5,1.3275,5534.0,-0.0833349999999999,0.14,0.17215474812656842,0.463578567806913,0.2554004703455171,False,True,False,0,8122
2.37,6.02,0.0531,288.0,1.3275,3872.5,-0.0833349999999999,0.05,0.1721246881362288,0.4618000121675053,0.2582074980789406,False,False,True,0,8123
2.37,0.689967868,1.0,288.0,1.3275,4789.74,-0.0833349999999999,0.235,0.1721223228744387,0.4620431797803237,0.501368700435304,False,False,True,0,8124
3.770000000000001,26.6565574,0.1943,903.0,1.3275,5159.0,-0.0833349999999999,-0.04,0.17210283683274136,0.4623442030932855,0.2783743583598976,False,False,True,0,8125
2.23,21.3473612,0.1506,623.0,1.3275,5772.0,-0.0833349999999999,0.0,0.17207146040184879,0.5329663229089537,0.2718086899582722,False,True,False,0,8126
3.770000000000001,15.37563332,0.1083,576.0,1.3275,4985.0,-0.0833349999999999,-0.2,0.17206771692876607,0.4621674744022967,0.2657385506585593,False,False,True,0,8127
0.99,6.20401,0.0573,747.0,1.3275,4675.0,-0.0833349999999999,-0.205,0.17205838908706284,0.4619906500311069,0.2587634345824073,False,False,True,0,8128
2.06,5.83909761,0.0624,1097.0,1.3275,5553.0,-0.0833349999999999,0.16,0.17202333900141129,0.4637501408609133,0.2594394657583789,False,True,False,0,8129
1.03,1.88897906,0.0302,1315.5,1.3275,6049.0,-0.0833349999999999,-0.1,0.17190740357806253,0.4633759867745,0.2552060839759357,True,False,False,0,8130
2.59,6.383163462,0.0565,523.0,1.3275,3872.5,-0.0833349999999999,0.235,0.1718524392453531,0.4618000121675053,0.2586581845142757,False,False,True,0,8131
1.1,11.8681707,1.0,288.0,1.3275,6074.0,-0.0833349999999999,0.0168,0.1718372543747386,0.463221253163884,0.5014119035868319,True,False,False,1,8132
3.770000000000001,31.99550624,1.0,288.0,1.3275,5745.0,-0.0833349999999999,0.04,0.1718216081497881,0.4762436338333235,0.5014969858470206,False,True,False,0,8133
2.37,41.397,0.163506,288.0,1.3275,3872.5,-0.0833349999999999,0.0168,0.1718132085408253,0.4618000121675053,0.2737982432343223,False,False,True,0,8134
2.37,41.38,0.166,288.0,1.3275,3872.5,-0.0833349999999999,0.0168,0.1718132085408253,0.4618000121675053,0.2741683976842783,False,False,True,0,8135
2.37,61.03944540249999,1.35,288.0,1.3275,5591.68,-0.0833349999999999,-0.01,0.17180624271450207,0.4642069806070106,0.3720099266751518,False,True,False,0,8136
1.39,1.287076693,0.0188,871.0,1.3275,3872.5,-0.0833349999999999,0.12,0.1717762478459028,0.4618000121675053,0.2537432408911543,False,False,True,0,8137
2.34,8.438756,0.075,660.0,1.3275,4812.0,-0.0833349999999999,0.0,0.17176472440195276,0.4620548145620783,0.2611386215828536,False,False,True,0,8138
3.43,61.03944540249999,0.512,393.0,1.3275,5818.0,-0.0833349999999999,0.02,0.171755649334521,0.4737328734316018,0.3376610616811256,False,True,False,0,8139
1.467,5.66815436,0.06628,288.0,1.3275,5947.0,-0.0833349999999999,0.14,0.1717537157343848,0.4644789279509705,0.2599565856592729,False,True,False,0,8140
1.64,1.592851,0.0273,1315.5,1.3275,5777.0,-0.0833349999999999,0.12,0.17173868492189745,0.7115377514803823,0.2548318168822509,False,True,False,0,8141
2.37,61.03944540249999,1.158,288.0,1.3275,4683.0,-0.0833349999999999,-0.205,0.17173104320855492,0.4619939558599444,0.4334184854930372,False,False,True,0,8142
2.37,61.03944540249999,1.16,288.0,1.3275,4683.0,-0.0833349999999999,-0.205,0.17173104320855492,0.4619939558599444,0.4326740390634022,False,False,True,0,8143
2.37,16.7364755,1.0,288.0,1.3275,4299.97,-0.0833349999999999,-0.062,0.1717300584001454,0.4618758108841808,0.501431583789678,False,False,True,0,8144
2.37,61.03944540249999,0.8098,288.0,1.3275,5898.0,-0.0833349999999999,-0.17,0.1717238904108192,0.465669982885341,0.4217370189161074,False,True,False,0,8145
2.18,56.05628,0.231,253.0,1.3275,3893.0,-0.0833349999999999,0.0168,0.17170961744487243,0.461802862827148,0.2842587585636255,False,False,True,0,8146
3.770000000000001,4.147021189,0.0502,1258.0,1.3275,5818.0,-0.0833349999999999,-0.02,0.1717002698826868,0.4737328734316018,0.2578183342543449,False,True,False,0,8147
3.770000000000001,4.147020258,0.0502,1257.0,1.3275,5818.0,-0.0833349999999999,-0.02,0.1717002698826868,0.4737328734316018,0.2578183342507898,False,True,False,0,8148
2.37,10.39990194,1.0,1315.5,1.3275,6154.0,-0.0833349999999999,0.21,0.1716818192888171,0.4628640114273319,0.501406073852982,True,False,False,0,8149
2.37,24.3111399,0.1715,831.0,1.3275,5923.0,-0.0833349999999999,-0.07,0.1716424185291195,0.4649624090146289,0.274911501151781,False,True,False,0,8150
3.770000000000001,26.6565737,0.1943,903.0,1.3275,5159.0,-0.0833349999999999,-0.04,0.17154728127718577,0.4623442030932855,0.2783743584306724,False,False,True,0,8151
1.34,9.93967857,0.0867,701.0,1.3275,5275.0,-0.0833349999999999,0.0,0.17152446615426487,0.4625298149724458,0.2627328510165131,False,True,False,0,8152
2.69,4.7369683,0.0526,969.0,1.3275,5170.0,-0.0833349999999999,0.12,0.1714769787567374,0.4623587695427797,0.2581366263186878,False,False,True,0,8153
3.16,23.58917143,0.1429,487.0,1.3275,4919.0,-0.0833349999999999,-0.205,0.1714537485041857,0.4621191468292195,0.2706972165851017,False,False,True,0,8154
3.07,23.58914398,0.1429,487.0,1.3275,4919.0,-0.0833349999999999,-0.205,0.1714537485041857,0.4621191468292195,0.2706972164680394,False,False,True,0,8155
1.04,5.92367766,1.0,288.0,1.3275,4714.0,-0.0833349999999999,0.235,0.17143214447701646,0.4620072350484575,0.5013885944978295,False,False,True,1,8156
2.37,14.42735088,1.0,288.0,1.3275,5904.05,-0.0833349999999999,-0.077,0.17122726499397672,0.4654732099612954,0.5014221811658316,False,True,False,0,8157
2.37,14.4272856,1.0,288.0,1.3275,5904.05,-0.0833349999999999,-0.077,0.17122726499397672,0.4654732099612954,0.5014221809017612,False,True,False,0,8158
1.04,8.45746707,0.07925,288.0,1.3275,5887.0,-0.0833349999999999,-0.16,0.17120704441395146,0.4660832060258368,0.2617134161494326,False,True,False,0,8159
2.32,61.03944540249999,0.4878,345.0,1.3275,5731.0,-0.0833349999999999,-0.205,0.17119497297040448,0.471954418147049,0.3322836510012502,False,True,False,0,8160
2.5685207,61.03944540249999,1.0,288.0,1.3275,5731.0,-0.0833349999999999,-0.205,0.17119497297040448,0.471954418147049,0.5016395563047815,False,True,False,0,8161
2.15,13.32196237,1.0,288.0,1.3275,6805.0,-0.0833349999999999,0.04,0.1711773558072376,0.4620241328033395,0.5014177236647908,True,False,False,0,8162
2.37,16.73650543,1.0,288.0,1.3275,4299.97,-0.0833349999999999,-0.062,0.17117450284458988,0.4618758108841808,0.501431583912357,False,False,True,0,8163
1.57,18.47764449,0.0916,270.0,1.3275,3872.5,-0.0833349999999999,-0.09,0.17117178278981135,0.4618000121675053,0.2634383371628801,False,False,True,0,8164
2.37,7.07136119,1.0,288.0,1.3275,4816.0,-0.0833349999999999,0.06,0.17112547363061628,0.4620569622799669,0.5013930345643571,False,False,True,0,8165
1.54,4.14451776,0.0474,884.0,1.3275,4988.0,-0.0833349999999999,0.1,0.17112534009691596,0.4621698627319626,0.2574505984009865,False,False,True,0,8166
1.5,8.94343618,0.0807,946.0,1.3275,6074.0,-0.0833349999999999,-0.205,0.17112094846972553,0.463221253163884,0.2619119832221042,True,False,False,0,8167
2.37,44.0003975,1.0,288.0,1.3275,4724.0,-0.0833349999999999,-0.205,0.17111829417050042,0.4620116851296714,0.5015527969479403,False,False,True,0,8168
2.18,10.44635944,0.0926,812.0,1.3275,5968.0,-0.0833349999999999,-0.205,0.17106559202184235,0.4641555525275027,0.2635431979116302,False,True,False,0,8169
1.88,10.44636649,0.0926,812.0,1.3275,5968.0,-0.0833349999999999,-0.205,0.17106559202184235,0.4641555525275027,0.2635431979395138,False,True,False,0,8170
1.08,15.0447198,0.1155,791.0,1.3275,5934.0,-0.0833349999999999,-0.205,0.17104620986849065,0.4647224648561785,0.2667470496143599,False,True,False,0,8171
3.770000000000001,15.358768403,0.117,686.0,1.3275,5700.0,-0.0833349999999999,-0.18,0.17104127789735896,0.4678668654044329,0.2669596817258496,False,True,False,0,8172
2.25,24.99324193,1.0,288.0,1.3275,5809.0,-0.0833349999999999,0.06,0.1710274867398553,0.4771627514803823,0.5014662466011813,False,True,False,0,8173
1.94,3.005155704,0.0383,985.0,1.3275,4987.0,-0.0833349999999999,0.12,0.17102491832152325,0.4621690646116955,0.2562584006187512,False,False,True,0,8174
2.21,32.5637069,1.0,288.0,1.3275,5390.0,-0.0833349999999999,-0.03,0.1710168359762081,0.4628230985240841,0.5014995368241154,False,True,False,0,8175
3.770000000000001,3.007812,0.0434,1315.5,1.3275,6000.0,-0.0833349999999999,0.084,0.17101403610399651,0.46377990394675,0.2569227738539473,True,False,False,0,8176
3.770000000000001,2.002849,0.0272,939.0,1.3275,3996.0,-0.0833349999999999,0.14,0.1709918778455611,0.4618181777282791,0.2548205146594473,False,False,True,0,8177
2.37,61.03944540249999,1.397,288.0,1.3275,5798.0,-0.0833349999999999,0.01,0.17097378771610305,0.4853472752899062,0.3595493630334859,False,True,False,0,8178
1.92,9.93143556,0.0908,824.0,1.3275,5880.0,-0.0833349999999999,-0.06,0.17094598798366675,0.4663921204124212,0.2632940207065862,False,True,False,0,8179
2.98,5.83376197,0.0687,1143.0,1.3275,6213.0,-0.0833349999999999,0.235,0.1709385024935067,0.462684540471208,0.2602812214791809,True,False,False,0,8180
2.37,9.289718,1.0,288.0,1.3275,6265.0,-0.0833349999999999,0.15,0.1709384590270788,0.4625623416443167,0.5014016977508935,True,False,False,0,8181
1.88,4.51436633,0.0568,1266.0,1.3275,6235.0,-0.0833349999999999,0.12,0.17092586147398967,0.4626294545371509,0.2586907147978788,True,False,False,0,8182
3.770000000000001,4.353326,0.041,563.0,1.3275,3872.5,-0.0833349999999999,0.18,0.17086750644693122,0.4618000121675053,0.2566148262642669,False,False,True,0,8183
2.37,3.1792668637,1.0,288.0,1.3275,5423.64,-0.0833349999999999,0.1172,0.1708267111427042,0.4629447753435071,0.5013780910359722,False,True,False,0,8184
2.37,4.02488968,1.0,288.0,1.3275,4444.0,-0.0833349999999999,0.14,0.17080313802096142,0.4619122833155883,0.5013813104430246,False,False,True,0,8185
1.30749704,2.297940016,1.0,288.0,1.3275,6371.0,-0.0833349999999999,-0.18,0.17077682613243356,0.4623795023221332,0.5013747516305571,True,False,False,1,8186
2.37,2.470613377,1.0,288.0,1.3275,5854.0,-0.0833349999999999,-0.03,0.17069619769181,0.4680312579738888,0.5013754046258674,False,True,False,0,8187
2.37,2.47061338,1.0,288.0,1.3275,5854.0,-0.0833349999999999,-0.03,0.17069619769181,0.4680312579738888,0.5013754046258787,False,True,False,0,8188
2.37,2.470613402,1.0,288.0,1.3275,5854.0,-0.0833349999999999,-0.03,0.17069619769181,0.4680312579738888,0.501375404625962,False,True,False,0,8189
2.49,34.25951372,0.1931,473.0,1.3275,5413.0,-0.0833349999999999,-0.205,0.17069091195261532,0.4629038716989616,0.2782242313938572,False,True,False,0,8190
1.07,7.95830216,0.0813,1075.0,1.3275,5851.0,-0.0833349999999999,0.235,0.1706467644572172,0.4682945082371391,0.2619895953080499,False,True,False,0,8191
1.399,3.383538066,0.04244,288.0,1.3275,5350.0,-0.0833349999999999,0.06,0.17064606595227041,0.4627032526458835,0.2567988800190165,False,True,False,0,8192
3.770000000000001,61.03944540249999,0.66479,288.0,1.3275,4927.0,-0.0833349999999999,-0.08,0.1706318830166383,0.4621246059404762,0.3761124856567187,False,False,True,0,8193
1.59,9.32414,0.0731,500.0,1.3275,4043.0,-0.0833349999999999,-0.11,0.17062974011653761,0.461825769913562,0.2608859785443584,False,False,True,0,8194
3.770000000000001,1.36003,1.0,288.0,1.3275,5365.0,-0.0833349999999999,-0.205,0.17059118949450733,0.4627454809489814,0.5013712155581846,False,True,False,0,8195
1.68,54.4092333,1.0,288.0,1.3275,5840.0,-0.0833349999999999,0.04,0.1705404649625387,0.4694742594168902,0.501604668858758,False,True,False,1,8196
3.770000000000001,12.02298773,0.1016,776.0,1.3275,5982.0,-0.0833349999999999,-0.205,0.1705046548844274,0.4639767758706262,0.2647922092619909,False,True,False,0,8197
0.9699999999999998,6.099615,0.02817,251.3,1.3275,3872.5,-0.0833349999999999,0.04,0.17048037137614017,0.4618000121675053,0.2549608286695979,False,False,True,0,8198
2.37,24.99320612,1.0,288.0,1.3275,5718.05,-0.0833349999999999,0.0479,0.17044963121653095,0.4697411969274701,0.501466246447207,False,True,False,0,8199
2.37,24.9930458964,1.0,288.0,1.3275,5718.05,-0.0833349999999999,0.0479,0.17044963121653095,0.4697411969274701,0.5014662457582847,False,True,False,0,8200
2.37,22.9504956694,1.0,288.0,1.3275,6080.6,-0.0833349999999999,-0.0014,0.17044084655889705,0.4631846553011992,0.5014575155879489,True,False,False,0,8201
1.65,9.5084871,0.0958,1131.0,1.3275,6144.0,-0.0833349999999999,0.14,0.17044050779757786,0.4629001493005458,0.263980018285304,True,False,False,0,8202
2.37,16.1051008013,1.0,288.0,1.3275,5799.61,-0.0833349999999999,0.0264,0.17040108260804443,0.4836518602817979,0.5014290005402909,False,True,False,0,8203
3.1,15.66057659,0.12793,288.0,1.3275,6052.0,-0.0833349999999999,-0.02,0.17039901624859558,0.4633559332985641,0.2685112173466442,True,False,False,0,8204
2.37,9.59993246,1.0,288.0,1.3275,5956.94,-0.0833349999999999,0.235,0.17039778474428854,0.4643164554928309,0.5014029178037231,False,True,False,0,8205
2.37,9.5999705779,1.0,288.0,1.3275,5956.94,-0.0833349999999999,0.235,0.17039778474428854,0.4643164554928309,0.5014029179537688,False,True,False,0,8206
2.37,10.39990194,1.0,1201.0,1.3275,5023.0,-0.0833349999999999,0.02,0.17035930146011316,0.462199127141758,0.501406073852982,False,False,True,0,8207
2.37,10.39990194,1.0,288.0,1.3275,5023.0,-0.0833349999999999,0.02,0.17035930146011316,0.462199127141758,0.501406073852982,False,False,True,0,8208
2.37,3.179267286,1.0,288.0,1.3275,5423.64,-0.0833349999999999,0.1172,0.1703505206665137,0.4629447753435071,0.5013780910375762,False,True,False,0,8209
3.1,10.91274807,1.0,288.0,1.3275,4079.0,-0.0833349999999999,0.03,0.17034700707933806,0.4618318691274412,0.5014081046201528,False,False,True,0,8210
2.75,10.28192877,1.0,288.0,1.3275,5216.0,-0.0833349999999999,0.03,0.1703445324945433,0.4624258509475226,0.5014056075314676,False,True,False,0,8211
3.770000000000001,20.4854403,1.0,288.0,1.3275,5111.0,-0.0833349999999999,-0.07,0.1703187056653063,0.4622862544743943,0.5014471170200009,False,False,True,0,8212
2.37,44.0002893442,1.0,288.0,1.3275,4724.0,-0.0833349999999999,-0.205,0.17029559008886777,0.4620116851296714,0.5015527964263746,False,False,True,0,8213
2.37,44.00035,1.0,288.0,1.3275,4724.0,-0.0833349999999999,-0.205,0.17029559008886777,0.4620116851296714,0.5015527967188784,False,False,True,0,8214
0.9699999999999998,7.90754,0.068,723.0,1.3275,4684.0,-0.0833349999999999,-0.2,0.1702918669405463,0.4619943724849485,0.2601954592707629,False,False,True,0,8215
2.30905002,9.0073,0.0752,635.8,1.3275,4413.0,-0.0833349999999999,0.08,0.170256493972093,0.4619037836912169,0.2611678374088852,False,False,True,0,8216
3.770000000000001,61.03944540249999,0.3661,321.0,1.3275,5189.0,-0.0833349999999999,-0.205,0.1701336801629168,0.4623852091075009,0.307655836370881,False,False,True,0,8217
3.770000000000001,12.9972,0.108,867.0,1.3275,5840.0,-0.0833349999999999,-0.09,0.17010424615699182,0.4694742594168902,0.2656870324676688,False,True,False,0,8218
2.06,18.6848057,0.1114,384.0,1.3275,4045.0,-0.0833349999999999,-0.205,0.17007925539979857,0.4618261021147537,0.2661859875041027,False,False,True,0,8219
2.37,6.6736,0.0662,854.0,1.3275,5591.68,-0.0833349999999999,0.0168,0.17004766865404308,0.4642069806070106,0.2599497715621101,False,True,False,0,8220
2.41,6.767,1.0,288.0,1.3275,5591.68,-0.0833349999999999,0.0168,0.17004766865404308,0.4642069806070106,0.5013918543118254,False,True,False,0,8221
1.3,3.072146607,0.0346,722.0,1.3275,4041.0,-0.0833349999999999,-0.14,0.17002535751073056,0.4618254384769301,0.2557788240015319,False,False,True,0,8222
3.333,28.51120525,0.16704,288.0,1.3275,4790.0,-0.0833349999999999,0.07,0.1700227768105012,0.4620433126532842,0.2742643518984474,False,False,True,0,8223
1.48,6.3312784,0.0633,821.0,1.3275,5376.0,-0.0833349999999999,-0.205,0.1700226371961674,0.4627784462694642,0.2595612839618938,False,True,False,0,8224
2.37,10.61345333,1.0,288.0,1.3275,5854.91,-0.0833349999999999,-0.044,0.17000651512172213,0.4679554128845666,0.5014069187612334,False,True,False,0,8225
2.37,10.61340671,1.0,288.0,1.3275,5854.91,-0.0833349999999999,-0.044,0.17000651512172213,0.4679554128845666,0.5014069185766723,False,True,False,0,8226
2.17,21.3851584,0.1409,574.0,1.3275,5376.0,-0.0833349999999999,-0.16,0.1699964044493564,0.4627784462694642,0.2703982352541453,False,True,False,0,8227
2.068,6.2037,0.0651,932.0,1.3275,5730.0,-0.0833349999999999,-0.205,0.16997773951912387,0.4717418331130354,0.259800962618481,False,True,False,0,8228
2.37,6.203688,1.0,288.0,1.3275,5730.0,-0.0833349999999999,-0.205,0.16997773951912387,0.4717418331130354,0.5013896751670984,False,True,False,0,8229
2.41,34.25951418,0.1937,468.0,1.3275,5409.0,-0.0833349999999999,-0.205,0.16992342858584153,0.4628891028317337,0.278316148695122,False,True,False,0,8230
2.37,61.03944540249999,1.2,288.0,1.3275,4553.0,-0.0833349999999999,-0.09,0.16990772560558043,0.4619455818229598,0.4183062229714482,False,False,True,0,8231
3.770000000000001,1.44044527,0.02065,872.0,1.3275,3872.5,-0.0833349999999999,0.235,0.16986903635221984,0.4618000121675053,0.2539796974764842,False,False,True,0,8232
2.37,16.10438325,1.0,288.0,1.3275,5799.61,-0.0833349999999999,0.0264,0.16986004917339398,0.4836518602817979,0.5014289976097565,False,True,False,0,8233
3.770000000000001,1.5227591,0.01808,694.0,1.3275,3872.5,-0.0833349999999999,0.235,0.16978543245611596,0.4618000121675053,0.2536524445440068,False,False,True,0,8234
2.73,6.383159135,0.0562,530.0,1.3275,3872.5,-0.0833349999999999,0.235,0.1697790476397149,0.4618000121675053,0.2586184785891511,False,False,True,0,8235
3.31999993,6.383150101,1.0,288.0,1.3275,3872.5,-0.0833349999999999,0.235,0.1697790476397149,0.4618000121675053,0.5013903686663749,False,False,True,0,8236
2.99,16.00747237,0.1241,838.0,1.3275,5857.0,-0.0833349999999999,-0.04,0.1697642113188474,0.4677877514803823,0.2679673300058816,False,True,False,0,8237
2.37,2.4706101,1.0,288.0,1.3275,5854.0,-0.0833349999999999,-0.03,0.16976071382084224,0.4680312579738888,0.501375404613469,False,True,False,0,8238
0.9699999999999998,10.31368,0.076,288.0,1.3275,5591.68,-0.0833349999999999,0.0168,0.16975873497969346,0.4642069806070106,0.2612809928818034,False,True,False,0,8239
3.32,20.5533844,0.1568,753.0,1.3275,6343.0,-0.0833349999999999,0.07,0.16975416474876728,0.4624211437065307,0.27271476275704,True,False,False,0,8240
0.9699999999999998,3.823159933,1.0,288.0,1.3275,6202.0,-0.0833349999999999,0.21,0.1697384955852373,0.4627142220686176,0.5013805410636072,True,False,False,1,8241
1.45,61.03944540249999,0.3171,405.0,1.3275,5677.0,-0.0833349999999999,-0.18,0.16970631959940347,0.466439712264696,0.2987457420555688,False,True,False,0,8242
1.75,18.01167665,0.1474,893.0,1.3275,6463.0,-0.0833349999999999,0.09,0.169698391965338,0.4622666144541433,0.2713277938705205,True,False,False,0,8243
1.29,2.72960336,0.0386,1315.5,1.3275,6190.0,-0.0833349999999999,-0.16,0.16969164405071538,0.462748405233409,0.2562963403408778,True,False,False,0,8244
2.071,6.203449,0.062,288.0,1.3275,5660.0,-0.0833349999999999,-0.205,0.16968464112579115,0.4657394321526512,0.2593876102604987,False,True,False,0,8245
2.18,5.458498316,0.0632,1125.0,1.3275,5716.0,-0.0833349999999999,0.235,0.16966034697145205,0.4694742594168902,0.2595445889385337,False,True,False,0,8246
2.28,10.045569313,0.0913,782.0,1.3275,5691.0,-0.0833349999999999,0.07,0.16963286415006343,0.4672195696622005,0.2633630751914192,False,True,False,0,8247
2.337,11.954752661,0.096,288.0,1.3275,5058.0,-0.0833349999999999,0.05,0.16959789883937876,0.4622312327563879,0.2640172908854414,False,False,True,0,8248
2.02,18.6051942,1.0,288.0,1.3275,6194.0,-0.0833349999999999,0.0,0.16955392261444696,0.4627367922477684,0.5014392846169607,True,False,False,0,8249
1.792,3.9306737,0.03646,568.1,1.3275,3872.5,-0.0833349999999999,0.169,0.1695412428286283,0.4618000121675053,0.2560230769610882,False,False,True,0,8250
2.37,7.0713915145,1.0,288.0,1.3275,4816.0,-0.0833349999999999,0.06,0.16954010777695774,0.4620569622799669,0.5013930346820493,False,False,True,0,8251
1.83,18.01164974,0.1469,900.0,1.3275,6477.0,-0.0833349999999999,0.1,0.16950351620436233,0.462252037194668,0.2712549722807931,True,False,False,0,8252
2.37,3.1792627,1.0,288.0,1.3275,5423.64,-0.0833349999999999,0.1172,0.16947802693217787,0.4629447753435071,0.5013780910201574,False,True,False,0,8253
2.37,0.68996817,1.0,288.0,1.3275,4789.74,-0.0833349999999999,0.235,0.16947135669086383,0.4620431797803237,0.5013687004364356,False,False,True,0,8254
2.37,10.020607,1.0,288.0,1.3275,5984.9,-0.0833349999999999,-0.205,0.16938871792297916,0.4639427538853847,0.5014045756856493,False,True,False,0,8255
3.770000000000001,2.5199464,0.0392,1315.5,1.3275,6213.0,-0.0833349999999999,0.17,0.16938309468375312,0.462684540471208,0.2563735513178173,True,False,False,0,8256
3.770000000000001,4.024867,0.0451,852.0,1.3275,4444.0,-0.0833349999999999,0.14,0.1693558924560688,0.4619122833155883,0.257148868799364,False,False,True,0,8257
2.03,9.3789167,0.0788,803.0,1.3275,5684.0,-0.0833349999999999,-0.205,0.16935210984332194,0.4668009093751192,0.2616560562577513,False,True,False,0,8258
3.232,35.12537,0.1539,530.4,1.3275,5200.0,-0.0833349999999999,-0.09,0.16933800455376022,0.4624013093387588,0.2723523792512313,False,True,False,0,8259
2.37,22.95059544,1.0,288.0,1.3275,6080.6,-0.0833349999999999,-0.0014,0.16932671612411446,0.4631846553011992,0.5014575160118447,True,False,False,0,8260
2.37,22.95062278,1.0,288.0,1.3275,6080.6,-0.0833349999999999,-0.0014,0.16932671612411446,0.4631846553011992,0.5014575161280044,True,False,False,0,8261
3.770000000000001,10.290993755,0.0935,884.0,1.3275,6190.0,-0.0833349999999999,-0.205,0.16928487069916062,0.462748405233409,0.2636663304753522,True,False,False,0,8262
2.37,6.842939,1.0,288.0,1.3275,4823.55,-0.0833349999999999,0.0578,0.1692848675260509,0.4620610651022359,0.501392148600971,False,False,True,0,8263
0.986,4.06844201,0.05126,288.0,1.3275,5759.0,-0.0833349999999999,0.235,0.16922668715912223,0.4865377514803823,0.2579575206682529,False,True,False,0,8264
3.770000000000001,5.084298,0.06219,288.0,1.3275,5910.0,-0.0833349999999999,0.22,0.16919264243001783,0.4652971499766229,0.2594085974631014,False,True,False,0,8265
2.37,5.0843144,1.0,288.0,1.3275,5911.0,-0.0833349999999999,0.22,0.16919264243001783,0.4652690947639644,0.5013853651142061,False,True,False,0,8266
3.770000000000001,5.084298,0.06206,1315.5,1.3275,5911.0,-0.0833349999999999,0.22,0.16919264243001783,0.4652690947639644,0.2593912888672659,False,True,False,0,8267
3.770000000000001,5.0843,1.0,288.0,1.3275,5910.0,-0.0833349999999999,0.22,0.16919264243001783,0.4652971499766229,0.501385365058932,False,True,False,0,8268
2.37,16.10474503,1.0,288.0,1.3275,5799.61,-0.0833349999999999,0.0264,0.16914576345910823,0.4836518602817979,0.5014289990872922,False,True,False,0,8269
1.38,20.99589959,0.1175,329.0,1.3275,3872.5,-0.0833349999999999,-0.12,0.16910416250485427,0.4618000121675053,0.2670535078055235,False,False,True,0,8270
3.72,16.3488637,0.145,735.0,1.3275,5794.0,-0.0833349999999999,-0.02,0.16908216873164814,0.4909495161862647,0.2709717757585087,False,True,False,0,8271
3.770000000000001,1.52275959,0.01845,624.0,1.3275,3872.5,-0.0833349999999999,0.235,0.16906671018459868,0.4618000121675053,0.2536995510171523,False,False,True,0,8272
1.561,2.061907358,0.03194,288.0,1.3275,5706.0,-0.0833349999999999,0.15,0.16904164132902524,0.4683870665488755,0.2554311550342591,False,True,False,0,8273
2.38,8.922,1.0,288.0,1.3275,5591.68,-0.0833349999999999,0.0168,0.16903596433176798,0.4642069806070106,0.5014002542861784,False,True,False,0,8274
3.367,42.4267342,0.22622,288.0,1.3275,5325.0,-0.0833349999999999,0.01,0.16902800183509317,0.4626390730662854,0.2834291314787992,False,True,False,0,8275
2.37,14.237,0.0808,336.0,1.3275,3872.5,-0.0833349999999999,0.07,0.16901528563257695,0.4618000121675053,0.2619466304165911,False,False,True,0,8276
3.770000000000001,53.44945593,1.0,288.0,1.3275,5887.0,-0.0833349999999999,0.09,0.16899282936192145,0.4660832060258368,0.5015997412562111,False,True,False,0,8277
2.75,14.3868109,0.1189,810.0,1.3275,5914.0,-0.0833349999999999,0.16,0.16899120741265952,0.4651873865168787,0.2672239415984044,False,True,False,0,8278
2.56,22.95102,1.0,288.0,1.3275,6080.6,-0.0833349999999999,-0.0014,0.1689776965162713,0.4631846553011992,0.5014575178156775,True,False,False,0,8279
1.74,31.8277111,0.1722,414.0,1.3275,4702.0,-0.0833349999999999,-0.205,0.1689473422092775,0.4620020040337714,0.2750491393098744,False,False,True,0,8280
1.58,13.39155154,0.1173,1180.0,1.3275,6197.0,-0.0833349999999999,-0.205,0.16894242071845364,0.4627282276708585,0.2669940378788199,True,False,False,0,8281
3.770000000000001,6.104852856,0.0617,849.0,1.3275,5112.0,-0.0833349999999999,-0.205,0.1689358937150024,0.4622873766677886,0.2593472979685294,False,False,True,0,8282
1.7,16.79713874,0.1026,423.0,1.3275,4299.0,-0.0833349999999999,-0.205,0.1689030100549403,0.4618755893182202,0.2649503314818914,False,False,True,0,8283
2.37,16.357,0.12859,288.0,1.3275,5911.0,-0.0833349999999999,0.08,0.16890085215468012,0.4652690947639644,0.2686082539652706,False,True,False,0,8284
2.37,16.3579,0.1286,288.0,1.3275,5911.0,-0.0833349999999999,0.08,0.16890085215468012,0.4652690947639644,0.2686096853379504,False,True,False,0,8285
2.46,14.20443009,1.0,288.0,1.3275,5346.0,-0.0833349999999999,-0.02,0.16888570083463716,0.4626924858914678,0.5014212799783918,False,True,False,0,8286
2.37,6.26791,0.069,288.0,1.3275,5591.68,-0.0833349999999999,0.0168,0.16884195734963717,0.4642069806070106,0.2603231184976879,False,True,False,0,8287
