pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,pl_dens,st_teff,st_rad,st_mass,st_lum
"HD 80606 b",,1242.71530000,111.42900000000,,,5573.00,,0.958000,
"HD 80606 b",11.56766808,1323.46926959,111.43676500000,,,5565.00,1.050000,1.050000,
"HD 80606 b",10.98000000,1252.20000000,111.43570000000,,,,0.978000,0.970000,
"HD 81040 b",,2151.06265858,1005.98854000000,,,,,1.030000,
"HD 81040 b",,2180.31380000,1001.70000000000,,,5700.00,0.860000,0.960000,
"HD 81040 b",,2510.84441530,851.00000000000,,,,,,
"HD 81040 b",,2301.07766668,1002.70000000000,,,,,0.990000,-0.07676
"HD 81040 b",,2393.24790471,1004.70000000000,,,,,0.962000,
"HD 81040 b",,2310.62410000,1001.70001000000,,,5755.00,0.910000,1.050000,
"HD 81688 b",,525.68818518,183.93000000000,,,4797.00,11.130000,1.070000,1.78032
"HD 81688 b",,858.10000000,184.02000000000,,,4753.00,13.000000,2.100000,1.85733
"HD 81688 b",,562.50000000,,,,,,1.100000,
"HD 82886 b",,740.54390000,705.00000000000,,,4953.00,5.260000,2.530000,
"HD 82886 b",,413.20000000,705.00000000000,,,5112.00,4.800000,1.060000,1.14301
"HD 82943 b",,556.00000000,441.20000000000,,,5935.00,1.182600,1.080000,0.19405
"HD 82943 b",,489.13791837,441.93000000000,,,5918.31,1.198905,1.147658,
"HD 82943 b",,584.80720000,435.10000000000,,,6005.00,,1.150000,0.18000
"HD 82943 b",,476.72500000,442.40000000000,,,6011.00,1.030000,1.040000,0.16100
"HD 82943 b",,534.25000000,441.47000000000,,,5935.00,1.182600,1.080000,0.19405
"HD 82943 c",,587.98550000,219.40000000000,,,6005.00,,1.150000,0.18000
"HD 82943 c",,622.60300000,220.07800000000,,,5935.00,1.182600,1.080000,0.19405
"HD 82943 c",,476.72500000,219.30000000000,,,6011.00,1.030000,1.040000,0.16100
"HD 82943 c",,525.05252836,219.92900000000,,,5918.31,1.198905,1.147658,
"HD 82943 c",,639.00000000,219.30000000000,,,5935.00,1.182600,1.080000,0.19405
"HD 83443 b",,108.06220000,2.98553000000,,,,,0.790000,
"HD 83443 b",,129.99181846,2.98566000000,,,5429.16,1.015179,1.007005,
"HD 83443 b",,126.49100000,2.98569800000,,,5429.00,1.004680,0.950000,-0.10237
"HD 83443 b",,108.06220000,2.98570000000,,,5442.00,0.940000,0.790000,
"HD 83443 b",,120.77540000,2.98565000000,,,5454.00,,0.900000,-0.06000
"HD 83443 b",,127.76701961,2.98562800000,,,5442.00,0.940000,1.000000,-0.10403
"HD 83443 b",,127.12700000,2.98562500000,,,5429.00,1.004680,0.950000,-0.10237
"HD 8535 b",,216.12440000,1313.00000000000,,,6136.00,1.190000,1.130000,
"HD 85390 b",,42.00000000,788.00000000000,,,5186.00,,0.760000,-0.36653
"HD 85390 b",,31.46517000,799.52000000000,,,5186.00,,0.758000,
"HD 85390 b",,34.96130000,788.00000000000,,,5164.00,0.800000,0.540000,
"HD 8574 b",,670.62130000,227.55000000000,,,6031.00,1.412920,1.120000,0.37649
"HD 8574 b",,645.19490000,227.00000000000,,,6064.00,1.380000,1.340000,
"HD 8574 b",,572.07000000,227.00000000000,,,6050.00,,1.122000,
"HD 8574 b",,561.28496676,227.04000000000,,,6004.14,1.423047,1.090782,
"HD 86081 b",,476.74500000,2.13750000000,,,,1.220000,1.210000,
"HD 86081 b",,521.24120000,2.13750000000,,,6018.00,1.580000,1.390000,
"HD 86081 b",,470.38840000,2.13784310000,,,5939.00,1.460000,1.210000,0.38000
"HD 86226 b",,143.02350000,1628.00000000000,176.00,,5863.00,1.053000,1.019000,0.07188
"HD 86226 b",,292.39000000,1695.00000000000,,,5903.00,1.020000,1.060000,0.02500
"HD 86226 b",,476.72500000,1534.00000000000,,,,,1.020000,
"HD 86226 b",,146.20106722,1609.50000000000,,,6007.00,1.030000,1.080000,0.09342
"HD 86264 b",,2224.81000000,1475.00000000000,,,6210.00,1.880000,1.420000,0.66000
"HD 86264 b",,3909.28940610,1480.00000000000,,,6210.00,,1.420000,
"HD 86264 b",,3117.26101586,1488.79123000000,,,,,1.260000,
"HD 8673 b",,4513.00000000,1634.00000000000,,,6389.05,1.502250,1.280000,0.52992
"HD 8673 b",,4210.59073594,1644.69097000000,,,,,1.280000,
"HD 87883 b",,1719.13385346,3309.22118000000,,,,,0.810000,
"HD 87883 b",,565.73740000,2754.00000000000,,,4980.00,0.760000,0.820000,-0.49800
"HD 87883 b",,728.46270884,3303.00000000000,,,4989.41,0.798557,0.825766,
"HD 87883 b",,6674.39654700,,,,,,,
"HD 87883 b",,489.45820000,2754.00000000000,,,4915.00,0.790000,0.660000,
"HD 87883 b",,2005.49724817,3006.00000000000,,,,,0.800000,-0.47108
"HD 88133 b",,90.42263500,3.41488400000,,,5392.00,2.200000,1.260000,
"HD 88133 b",,95.03117000,3.41587000000,,,5392.00,2.030230,0.940000,0.49678
"HD 88133 b",,324.18660000,3.41486740000,,,5438.00,1.943000,1.180000,
"HD 88133 b",,89.62806000,3.41488700000,,,5392.00,2.200000,1.260000,0.57000
"HD 88133 b",,92.17070000,3.41500000000,,,5494.00,1.930000,1.200000,
"HD 88133 b",,95.34900000,3.41587000000,,,5404.00,2.010000,1.230000,
"Kepler-782 b",3.73000000,,158.68533080000,390.00,,6126.00,1.186000,0.976000,
"Kepler-782 b",3.73000000,,158.68533080000,390.00,,6126.00,1.186000,0.976000,
"Kepler-782 b",,,158.68456328300,,,5681.60,1.171350,1.010000,0.10995
"Kepler-782 b",,,158.68528766000,,,5681.60,1.171350,1.010000,0.10995
"Kepler-782 b",3.73000000,,158.68533080000,390.00,,6126.00,1.186000,0.976000,
"Kepler-782 b",3.49500000,,158.68533080000,,,5684.00,1.112000,0.856000,
"Kepler-782 b",3.08000000,,158.68500220000,350.00,,5751.00,1.034000,0.852000,
"Kepler-782 b",,,158.68500220000,,,5681.60,1.171350,1.010000,0.10995
"Kepler-782 b",4.40000000,,158.69240000000,395.00,,6138.00,1.250000,1.070000,
"Kepler-782 b",3.21000000,,158.68533080000,,,5867.00,1.010000,0.980000,
"Kepler-782 b",3.34400000,,,,,5684.00,1.123000,,
"HD 89307 b",,635.60000000,2199.00000000000,,,,,1.030000,
"HD 89307 b",,659.15200000,2199.00000000000,,,5906.00,1.010000,1.050000,0.11300
"HD 89307 b",,565.73740000,2157.00000000000,,,5950.00,1.050000,1.028000,0.09000
"HD 89307 b",,642.01338214,2188.00000000000,,,5950.00,,1.028000,
"HD 89307 b",,670.62130000,2166.00000000000,,,5955.00,1.100000,1.270000,
"HD 89307 b",,829.50000000,2900.00000000000,,,5956.14,1.092400,1.090000,0.13131
"HD 89744 b",,2517.11000000,256.78000000000,,,6249.16,2.132570,1.210000,0.79579
"HD 89744 b",,2682.37000000,256.78000000000,,,6291.00,,1.558000,
"HD 89744 b",,2653.88050000,256.78000000000,,,6291.00,,1.860000,
"HD 90156 b",,17.98000000,49.77000000000,,,5599.00,,0.840000,-0.14267
"HD 90156 b",,11.79143390,49.60900000000,,,5629.62,0.920286,0.855954,
"HD 92788 b",,1061.55220000,326.70000000000,,,5754.00,1.050000,1.060000,
"HD 92788 b",,1118.75599264,325.70500000000,,,5702.25,1.161955,1.075750,
"HD 92788 b",,1137.83140000,325.00000000000,,,5821.00,,1.100000,0.02000
"HD 92788 b",,1195.04080000,325.80300000000,,,5744.00,1.140000,1.150000,
"HD 92788 b",,1201.39740000,325.72000000000,,,5744.00,,1.032000,
"HD 92788 b",,1179.14930000,325.81000000000,,,5738.00,1.110000,1.150000,
"HD 93083 b",,117.59000000,143.58000000000,,,4995.00,,0.700000,-0.38722
"HD 9446 b",,222.47200000,30.05200000000,,,5793.00,1.000000,1.000000,0.04139
"HD 9446 c",,578.42600000,192.90000000000,,,5793.00,1.000000,1.000000,0.04139
"HD 95089 b",,381.38000000,507.00000000000,,,5002.00,4.900000,1.580000,1.13033
"HD 95089 b",,400.46580000,464.40000000000,,,4918.00,5.080000,1.540000,
"HD 96063 b",,403.64410000,362.50000000000,,,5020.00,4.750000,1.370000,
"HD 96063 b",,286.00000000,361.10000000000,,,5148.00,4.500000,1.020000,1.10380
"HD 96127 b",,6661.71680000,647.29999000000,,,3943.00,51.100000,10.940000,
"HD 96127 b",,1271.32000000,647.30000000000,,,4152.00,35.000000,0.910000,2.86000
"HD 96167 b",,254.26400000,498.89999000000,,,5807.00,1.850000,1.670000,
"HD 96167 b",,225.65930000,498.10000000000,,,5733.00,1.940000,1.270000,0.57000
"HD 96167 b",,216.12440000,498.90000000000,,,5770.00,1.860000,1.310000,
"HD 96167 b",,227.88411000,498.04000000000,,,5733.00,1.940000,1.270000,
"HD 97658 b",2.35389000,8.88262703,9.49090000000,,,5175.00,0.740000,0.890000,
"HD 97658 b",,8.26323000,9.49400000000,,,5170.00,0.680000,0.780000,0.30000
"HD 97658 b",,7.85036165,9.48908000000,,,5194.04,0.754247,0.771773,
"HD 97658 b",2.12000000,8.30000000,9.48971160000,751.00,4.800000,5212.00,0.728000,0.850000,-0.45469
"HD 97658 b",2.43040000,,9.48932310000,708.00,,5120.00,0.770000,,
"HD 97658 b",2.34100000,7.86000000,9.49090000000,,3.350000,5119.00,0.703000,0.747000,
"HD 97658 b",2.24700000,7.55000000,9.49030000000,757.00,3.900000,5170.00,0.741000,0.770000,-0.45000
"HD 97658 b",,,9.48926400000,,,5170.00,,,
"HD 97658 b",,8.20000000,9.49570000000,,,5120.00,0.771397,0.860000,-0.43367
"HD 97658 b",,,9.48930370000,,,5170.00,0.680000,0.780000,0.30000
"HD 97658 b",2.29300000,7.62000000,9.48929500000,,3.480000,5137.00,,0.741000,
"HD 97658 b",,,9.48930670000,,,,,,
"HD 98219 b",,572.10000000,436.90000000000,,,4992.00,4.500000,1.300000,1.04922
"HD 98219 b",,699.22600000,436.89999000000,,,4946.00,3.850000,1.710000,
"HD 98219 b",,624.21812000,433.80000000000,,,4925.00,4.600000,1.410000,
"HD 99109 b",,159.50000000,439.30000000000,,,5272.00,,0.930000,
"HD 99109 b",,150.65066492,441.00000000000,,,5323.91,0.986304,0.969168,
"HD 99109 b",,139.84520000,439.29999000000,,,5282.00,0.980000,0.760000,
"HD 99492 b",,27.65000000,17.05400000000,,,4740.00,0.960000,0.830000,-0.37882
"HD 99492 b",,22.24810000,17.04310000000,,,4815.00,0.830000,0.480000,
"HD 99492 b",,26.72936903,17.04950000000,,,4936.48,0.822539,0.855745,
"HD 99492 b",,35.59696000,17.03800000000,,,4954.00,,0.775000,
"HD 99492 b",,34.60000000,17.04310000000,,,5069.61,0.750336,0.850000,-0.47490
"HD 99492 b",,25.50000000,17.05030000000,,,4929.00,,0.850000,
"HD 99492 b",,25.10857000,17.05400000000,,,4929.00,0.780000,0.850000,
"HD 99706 b",,444.90000000,868.00000000000,,,4932.00,5.400000,1.720000,1.18752
"HD 99706 b",,441.78370000,868.00000000000,,,4891.00,6.290000,1.700000,
"HD 99706 b",,390.93090000,841.00000000000,,,4862.00,5.520000,1.460000,
"HIP 12961 b",,114.41880000,57.43500000000,,,3901.00,0.650000,0.690000,
"HIP 12961 b",,111.24050000,57.43500000000,,,3986.00,0.660799,0.620000,-1.00302
"HIP 14810 b",,1233.18040000,6.67385500000,,,5485.00,1.000000,0.990000,
"HIP 14810 b",,1242.66000000,6.67420000000,,,5544.00,1.026390,0.980000,-0.04739
"HIP 14810 b",,1239.53700000,6.67389200000,,,5544.00,1.070000,1.010000,-0.01000
"HIP 14810 b",,1074.26540000,6.67386000000,,,5520.00,1.040000,0.810000,
"HIP 14810 b",,1220.46720000,6.67400000000,,,5485.00,,0.990000,
"HIP 14810 c",,416.35730000,147.74700000000,,,5544.00,1.070000,1.010000,-0.01000
"HIP 14810 c",,241.54000000,95.28470000000,,,5544.00,1.026390,0.980000,-0.04739
"HIP 14810 c",,406.82240000,147.73000000000,,,5485.00,1.000000,0.990000,
"HIP 14810 d",,187.51970000,981.80000000000,,,5544.00,1.070000,1.010000,-0.01000
"HIP 14810 d",,181.16310000,952.00000000000,,,5485.00,1.000000,0.990000,
"Kepler-746 b",1.36000000,,3.48153800000,1146.00,,5481.00,1.012000,0.976000,
"Kepler-746 b",,,3.48159170000,,,5094.34,,,
"Kepler-746 b",1.26000000,,3.48159251000,1190.00,,5473.00,1.061000,0.918000,
"Kepler-746 b",1.26000000,,3.48159251000,1190.00,,5473.00,1.061000,0.918000,
"Kepler-746 b",,,3.48147058860,,,5094.34,,,
"Kepler-746 b",1.17000000,,3.48159170000,1156.00,,5405.00,1.022000,0.902000,
"Kepler-746 b",1.11000000,,3.48159251000,,,5418.00,0.930000,0.910000,
"Kepler-746 b",1.26000000,,3.48159251000,1190.00,,5473.00,1.061000,0.918000,
"HIP 5158 b",,451.00000000,345.72000000000,,,4962.00,,0.780000,-0.95861
"HIP 5158 b",,305.11680000,345.72000000000,,,4813.00,0.750000,0.430000,
"HIP 5158 b",,457.67520000,345.63000000000,,,4813.00,0.754089,0.780000,-0.56080
"GJ 1148 b",,107.74382997,41.37500000000,,,3357.57,0.366640,0.373585,
"GJ 1148 b",,94.70940000,41.39700000000,,,3287.00,0.358519,0.344045,-1.86908
"GJ 1148 b",,96.70000000,41.38000000000,,,3287.00,0.358519,0.344045,-1.86908
"HIP 57274 b",,6.35660000,8.13520000000,,,4510.00,0.780000,0.290000,
"HIP 57274 b",,3359.44626199,8.13500000000,,,,,,
"HIP 57274 b",,11.60000000,8.13890000000,,,4510.00,0.798400,0.710000,-0.62416
"HIP 57274 b",,11.60000000,8.13520000000,,,4640.00,0.680000,0.730000,0.19000
"HIP 57274 c",,130.00000000,32.03000000000,,,4640.00,0.680000,0.730000,0.19000
"HIP 57274 d",,167.40000000,431.70000000000,,,4640.00,0.680000,0.730000,0.19000
"HIP 70849 b",,1430.22783150,3649.00000000000,,,,,0.650000,
"HIP 70849 b",,2860.00000000,17337.50000000000,,,4105.00,,0.630000,
"HIP 70849 b",,1446.11925185,3669.30000000000,,,,,0.647000,
"iot Dra b",,2803.10000000,511.09800000000,,,4548.00,,1.050000,
"iot Dra b",,2828.60000000,536.00000000000,,,4530.00,,1.050000,
"iot Dra b",,2765.10714090,510.72000000000,,,,12.880000,1.050000,
"iot Dra b",,3756.73177074,510.85440000000,,,4504.00,11.790000,1.540000,1.72247
"HIP 78530 b",,7300.00000000,,2700.00,,10500.00,,2.500000,
"HIP 78530 b",,7322.49000000,,,,8738.00,2.108760,2.192000,1.36840
"HIP 78530 b",,7700.00000000,,2700.00,,10500.00,,2.500000,
"HIP 79431 b",,667.41500000,111.70000000000,,,3191.00,,0.490000,
"HR 810 b",,676.97790000,312.00000000000,,,,,1.030000,
"HR 810 b",,718.29580000,320.10000000000,,,,,1.030000,
"HR 810 b",,721.47410000,302.79999000000,,,6167.00,1.130000,1.340000,
"HR 810 b",,670.00000000,308.04000000000,,,6157.00,,,
"HR 810 b",,1970.53612340,332.00000000000,,,,,,
"HR 8799 b",6.72540000,,,1200.00,,7204.58,1.493380,1.610000,0.73347
"HR 8799 b",13.00000000,2000.00000000,170000.00000000000,,,,,1.500000,0.69197
"HR 8799 b",,,166510.17000000001,,,,,1.510000,
"HR 8799 b",,,171667.50000000000,,,7204.58,1.493380,1.610000,0.73347
"HR 8799 c",11.20900000,,,1200.00,,7204.58,1.493380,1.610000,0.73347
"HR 8799 c",,,83255.09000000000,,,,,1.510000,
"HR 8799 c",,,67571.25000000000,,,7204.58,1.493380,1.610000,0.73347
"HR 8799 c",13.00000000,3000.00000000,69000.00000000000,,,,,1.500000,0.69197
"HR 8799 d",13.00000000,3000.00000000,37000.00000000000,,,,,1.500000,0.69197
"HR 8799 d",10.08810000,,,1300.00,,7204.58,1.493380,1.610000,0.73347
"HR 8799 d",,,41627.54000000000,,,,,1.510000,
"HR 8799 d",,,,,,7204.58,1.493380,1.610000,0.73347
"HR 8799 e",10.08810000,,,1300.00,,7204.58,1.493380,1.610000,0.73347
"HR 8799 e",,,20815.60000000000,,,,,1.510000,
"HR 8799 e",13.11453000,3178.30000000,,1150.00,,7400.00,,,
"HR 8799 e",,,18000.00000000000,,,7204.58,1.493380,1.610000,0.73347
"kap CrB b",,575.59013000,1285.00000000000,,,4871.00,4.850000,1.500000,
"kap CrB b",,635.66000000,1261.94000000000,,,4788.00,5.060000,1.470000,1.08400
"kap CrB b",,483.73483545,1253.68000000000,,,4840.00,4.680000,1.330000,1.03583
"kap CrB b",,591.16380000,1208.00000000000,,,4871.00,4.837520,,
"kap CrB b",,565.73456446,1247.90000000000,,,4970.00,4.710000,1.800000,
"kap CrB b",,572.09400000,1208.00000000000,,,4970.00,4.710000,1.800000,
"kap CrB b",,591.16380000,1251.00000000000,,,4871.00,4.837520,,
"kap CrB b",,689.69110000,1300.00000000000,,,4871.00,4.837520,,
"kap CrB b",,638.83830000,1261.94000000000,,,,,1.840000,
"kap CrB b",,667.44300000,1300.00000000000,,,4871.00,4.837520,,
"kap CrB b",,508.52800000,1251.00000000000,,,4877.00,5.000000,1.510000,1.11100
"xi Aql b",,890.00000000,136.75000000000,,,4780.00,12.000000,2.200000,1.83885
"xi Aql b",,642.00000000,,,,,,1.400000,
"xi Aql b",,616.90493799,136.97000000000,,,4841.00,10.860000,1.740000,1.76745
"Lupus-TR-3 b",9.97600000,257.43100000,3.91405000000,,1.400000,5000.00,0.820000,0.870000,
"MOA-2007-BLG-192L b",,3.30000000,,,,,,0.060000,
"MOA-2007-BLG-400L b",,540.30829190,,,,,,0.690000,
"MOA-2007-BLG-400L b",,540.30829190,,,,,,0.690000,
"MOA-2007-BLG-400L b",,260.00000000,,103.00,,,,0.300000,
"MOA-2007-BLG-400L b",,260.00000000,,34.00,,,,0.300000,
"MOA-2008-BLG-310L b",,74.00000000,,,,,,0.670000,
"MOA-2008-BLG-310L b",,74.00000000,,,,,,0.670000,
"MOA-2008-BLG-310L b",,23.40000000,,,,,,0.210000,
"MOA-2008-BLG-310L b",,23.40000000,,,,,,0.210000,
"MOA-2009-BLG-266L b",,10.40000000,2800.00000000000,,,,,0.560000,
"MOA-2009-BLG-266L b",,10.40000000,2800.00000000000,,,,,0.560000,
"MOA-2009-BLG-319L b",,50.00000000,,,,,,0.380000,
"MOA-2009-BLG-319L b",,67.30000000,,,,,,0.524000,
"MOA-2009-BLG-387L b",,830.00000000,1980.00000000000,,,,,0.190000,
"MOA-2009-BLG-387L b",,830.00000000,1980.00000000000,,,,,0.190000,
"BD-13 2130 b",,3108.37740000,714.29999000000,,,4545.00,19.170000,2.120000,
"BD-13 2130 b",,3368.99800000,714.30000000000,,,,,2.400000,
"OGLE-2005-BLG-071L b",,635.65681400,,,,,,0.290000,
"OGLE-2005-BLG-071L b",,1100.00000000,,71.00,,,,0.460000,
"OGLE-2005-BLG-071L b",,1200.00000000,,55.00,,,,0.460000,
"OGLE-2005-BLG-071L b",,635.65681400,,,,,,0.290000,
"OGLE-2005-BLG-071L b",,1200.00000000,,55.00,,,,0.460000,
"OGLE-2005-BLG-071L b",,1100.00000000,,71.00,,,,0.460000,
"OGLE-2005-BLG-169L b",,13.00000000,,,,,,0.490000,
"OGLE-2005-BLG-169L b",,13.20000000,,,,,,0.650000,
"OGLE-2005-BLG-169L b",,14.10000000,,,,,,0.690000,
"OGLE-2005-BLG-390L b",,5.50000000,3285.00000000000,50.00,,,,0.220000,
"OGLE-2006-BLG-109L b",,231.00000000,1788.50000000000,,,,,0.510000,
"OGLE-2006-BLG-109L b",,230.00000000,,82.00,,,,0.500000,
"OGLE-2006-BLG-109L c",,86.00000000,4927.50000000000,,,,,0.510000,
"OGLE-2006-BLG-109L c",,86.00000000,,59.00,,,,0.500000,
"OGLE-2007-BLG-368L b",,20.00000000,,,,,,0.640000,
"OGLE-2003-BLG-235L b",,480.00000000,,,,,,0.360000,
"OGLE-2003-BLG-235L b",,830.00000000,,,,,,0.630000,
"OGLE2-TR-L9 b",18.09132600,1379.38220000,2.48553300000,2039.00,1.370000,6933.00,1.503000,1.420000,
"OGLE2-TR-L9 b",36.50912537,,2.48558063537,2045.26,,6933.00,1.599440,,
"OGLE2-TR-L9 b",18.04600000,1430.17500000,2.48553350000,,,6933.00,1.530000,1.520000,
"OGLE2-TR-L9 b",18.30429700,1398.45200000,2.48553417000,2034.00,1.250000,6933.00,1.499000,1.427000,
"OGLE-TR-10 b",13.89916000,181.16310000,3.10138600000,,0.380000,5750.00,1.000000,1.000000,
"OGLE-TR-10 b",17.02265994,209.76780000,3.10140000000,,,6220.00,1.210000,1.220000,
"OGLE-TR-10 b",12.77826000,200.23290000,,,,6075.00,1.140000,1.170000,
"OGLE-TR-10 b",14.01100000,197.04600000,3.10127800000,,0.400000,5950.00,1.170000,1.140000,0.18800
"OGLE-TR-10 b",19.27948000,216.12440000,3.10127800000,1702.00,0.178000,6075.00,1.520000,1.277000,
"OGLE-TR-10 b",13.67498000,193.87630000,3.10129000000,,,5960.00,1.140000,1.100000,
"OGLE-TR-10 b",11.83670400,,3.10127800000,,,5800.00,1.095000,1.025000,
"OGLE-TR-10 b",14.01125000,359.14790000,3.10127800000,,0.815000,5950.00,1.170000,1.140000,
"OGLE-TR-111 b",11.26504500,168.44990000,4.01448400000,,0.600000,,0.830000,0.820000,
"OGLE-TR-111 b",11.20900000,168.44990000,4.01610000000,,0.610000,5070.00,0.850000,0.820000,
"OGLE-TR-111 b",12.07209300,171.62820000,4.01444790000,1034.00,0.570000,5044.00,0.842000,0.833000,
"OGLE-TR-111 b",,,4.01444770000,,,4800.00,0.979171,0.780000,-0.33862
"OGLE-TR-111 b",11.96000300,165.27160000,4.01444790000,,,,0.831000,0.810000,
"OGLE-TR-111 b",11.33229900,174.80650000,4.01444770000,1019.00,0.650000,5044.00,0.822000,0.846000,
"OGLE-TR-111 b",11.78100000,174.79900000,4.01610000000,,0.590000,5040.00,0.831000,0.852000,-0.39700
"OGLE-TR-111 b",10.33469800,,4.01445400000,,,,0.811000,,
"OGLE-TR-111 b",11.42197100,,4.01444630000,,,,0.830000,,
"OGLE-TR-111 b",,,,,,4800.00,0.979171,0.780000,-0.33862
"OGLE-TR-111 b",11.78065900,247.90740000,4.01444770000,,0.840000,5040.00,0.831000,0.852000,
"OGLE-TR-111 b",10.87273000,165.27160000,,,,5044.00,0.830000,0.810000,
"OGLE-TR-113 b",,,1.43247534000,,,,,,
"OGLE-TR-113 b",12.25100000,400.44900000,1.43247520000,,1.200000,4790.00,0.774000,0.779000,-0.52900
"OGLE-TR-113 b",18.22384181,,1.43282548620,1222.82,,4588.00,0.817544,,
"OGLE-TR-113 b",12.21781000,419.53560000,1.43247570000,,1.300000,4750.00,0.770000,0.780000,
"OGLE-TR-113 b",12.10572000,429.07050000,1.43250000000,,1.300000,4752.00,0.765000,0.770000,
"OGLE-TR-113 b",12.21781000,343.25640000,1.43247580000,,1.000000,4800.00,0.780000,0.790000,
"OGLE-TR-113 b",12.25143700,432.24880000,1.43247425000,,1.320000,4790.00,0.774000,0.779000,
"OGLE-TR-113 b",12.19539200,390.93090000,1.43247425000,1342.00,1.180000,4790.00,0.766000,0.755000,
"OGLE-TR-113 b",,,1.43247506000,,,4588.00,0.817544,0.730000,-0.57379
"OGLE-TR-113 b",,,1.43247720000,,,4588.00,0.817544,0.730000,-0.57379
"OGLE-TR-113 b",,,1.43247580000,,,4750.00,,,
"OGLE-TR-113 b",12.45319900,394.10920000,1.43247570000,1355.00,1.210000,4804.00,0.780000,0.768000,
"OGLE-TR-132 b",12.89000000,320.99000000,1.68965000000,,0.800000,6411.00,1.410000,1.340000,
"OGLE-TR-132 b",13.22662000,362.32620000,1.68986800000,,0.860000,6210.00,1.340000,1.260000,
"OGLE-TR-132 b",16.03000000,378.20000000,1.68985700000,,1.020000,6411.00,1.430000,1.350000,
"OGLE-TR-132 b",13.45000000,375.02000000,1.68986800000,2013.00,0.850000,6210.00,1.320000,1.305000,0.37100
"OGLE-TR-132 b",13.45080000,858.14100000,1.68986531000,,2.010000,6210.00,1.320000,1.305000,
"OGLE-TR-132 b",13.77586100,371.86110000,1.68986531000,1991.00,0.780000,6210.00,1.338000,1.290000,
"OGLE-TR-132 b",14.01125000,371.86110000,1.68986800000,2017.00,0.780000,6210.00,1.370000,1.297000,
"OGLE-TR-182 b",16.47723000,340.07810000,3.97910000000,,0.410000,5924.00,1.530000,1.187000,
"OGLE-TR-182 b",16.47723000,336.89980000,3.97910000000,1550.00,0.442000,5924.00,1.530000,1.187000,
"OGLE-TR-182 b",12.66600000,320.99500000,3.97910000000,,,5924.00,1.140000,1.140000,
"OGLE-TR-211 b",14.14575800,216.12440000,3.67724000000,,0.420000,6325.00,1.560000,1.312000,
"OGLE-TR-211 b",14.14575800,238.37250000,3.67724000000,1686.00,0.494760,6325.00,1.560000,1.312000,
"OGLE-TR-211 b",15.24400000,327.35100000,3.67724000000,,,6325.00,1.640000,1.330000,
"OGLE-TR-56 b",14.57170000,410.00070000,1.21190900000,,,6119.00,1.320000,1.170000,
"OGLE-TR-56 b",14.57170000,286.04700000,1.21190000000,,0.500000,5900.00,1.100000,1.040000,
"OGLE-TR-56 b",15.44600000,441.76500000,1.21191096000,,,,1.363000,1.228000,
"OGLE-TR-56 b",19.43640600,448.14030000,1.21191096000,2482.00,0.336000,6119.00,1.737000,1.339000,
"OGLE-TR-56 b",15.27800000,441.77000000,1.21191890000,2212.00,0.680000,6050.00,1.363000,1.228000,0.35000
"OGLE-TR-56 b",14.01125000,394.10920000,,,,6119.00,1.150000,1.170000,
"OGLE-TR-56 b",13.96731072,375.03940000,1.21191890000,,,5970.00,1.120000,1.100000,
"OGLE-TR-56 b",15.27786700,1048.83900000,1.21191096000,,1.590000,6050.00,1.363000,1.228000,
"OGLE-TR-56 b",,,1.21191126000,,,,,,
"OGLE-TR-56 b",13.45080000,413.17900000,1.21190900000,2140.00,1.000000,6119.00,1.260000,1.233000,
"Kepler-743 b",1.22000000,,3.17926292100,1097.00,,5530.00,0.845000,0.961000,
"Kepler-743 b",,,3.17926270000,,,5423.64,0.924495,0.945000,-0.17633
"Kepler-743 b",,,3.17926728600,,,5423.64,0.924495,0.945000,-0.17633
"Kepler-743 b",1.22000000,,3.17926292100,1097.00,,5530.00,0.845000,0.961000,
"Kepler-743 b",,,3.17926686370,,,5423.64,0.924495,0.945000,-0.17633
"Kepler-743 b",1.21000000,,3.17926292100,,,5486.00,0.850000,0.940000,
"Kepler-743 b",1.29200000,,,,,5509.00,0.916000,,
"Kepler-743 b",1.21000000,,3.17926728600,1101.00,,5511.00,0.857000,0.960000,
"Kepler-743 b",1.32400000,,3.17926292100,,,5509.00,0.918000,0.953000,
"Kepler-743 b",1.22000000,,3.17926292100,1097.00,,5530.00,0.845000,0.961000,
"Kepler-743 b",1.28000000,,3.17926200000,1143.00,,5542.00,0.917000,0.975000,
"PSR B1257+12 b",,0.01500000,25.34000000000,,,,,,
"PSR B1257+12 b",,0.02000000,25.26200000000,,,,,1.400000,
"PSR B1257+12 c",,3.40000000,66.56300000000,,,,,,
"PSR B1257+12 c",,4.30000000,66.54190000000,,,,,1.400000,
"PSR B1257+12 c",,3.40000000,66.53600000000,,,,,,
"PSR B1257+12 d",,2.80000000,98.23400000000,,,,,,
"PSR B1257+12 d",,2.80000000,98.22300000000,,,,,,
"PSR B1257+12 d",,3.90000000,98.21140000000,,,,,1.400000,
"PSR B1620-26 b",,794.57500000,,,,,,1.350000,
"Qatar-1 b",12.52420000,,1.42002480000,1231.00,,4910.00,0.770000,,
"Qatar-1 b",,,1.42002460000,,,4910.00,0.768108,0.804000,-0.51013
"Qatar-1 b",,,1.42002444300,,,4861.00,0.823000,0.850000,
