pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,pl_dens,st_teff,st_rad,st_mass,st_lum
MOA-2013-BLG-220L b,2.3,189.74451,10.338536805,797.0,1.31,5613.0,0.951815,0.77,-0.08288
MOA-2013-BLG-220L b,2.3,871.0,10.338536805,797.0,1.31,5613.0,0.951815,0.88,-0.08288
TOI-481 b,2.3,189.74451,10.3311565,797.0,1.31,5735.0,1.66,1.14,0.43457
TOI-481 b,11.9428,189.74451,10.3311664,1111.0,1.31,5760.0,1.73,0.959,-0.08288
TOI-481 b,11.09691,486.2799,10.33111,1370.0,1.31,5735.0,1.66,1.14,0.43457
TOI-481 b,2.3,189.74451,10.3311562,797.0,1.31,5735.0,1.66,1.14,0.43457
TOI-892 b,12.0335,189.74451,10.6265837,1361.0,1.31,7723.0,1.35,0.959,-0.08288
TOI-892 b,2.3,189.74451,10.626562,797.0,1.31,6261.0,1.39,1.28,0.43136
TOI-892 b,11.99360935,301.93698665,10.62656,797.0,1.31,6261.0,1.39,1.28,-0.08288
TOI-892 b,2.3,189.74451,10.626628,797.0,1.31,6261.0,1.39,1.28,0.43136
TOI-892 b,11.99363,301.9385,10.62656,1397.0,1.31,6261.0,1.39,1.28,0.43136
TIC 237913194 b,12.520453,617.22586,15.168865,974.0,1.847,5788.0,1.088,1.026,0.07773
TIC 237913194 b,11.79529659,189.74451,15.16897229768,770.71,1.31,5713.0,1.12898,0.959,-0.08288
HD 190007 b,2.3,15.5,11.724128,797.0,1.31,4610.0,0.951815,0.77,-0.08288
HD 190007 b,2.3,16.46,11.72,797.0,1.31,4610.0,0.79,0.77,-0.68
HD 216520 b,2.3,10.36120607,35.466,797.0,1.31,5160.01,0.782767,0.791263,-0.08288
HD 216520 b,2.3,10.26,35.45,797.0,1.31,5103.0,0.76,0.82,-0.452
HD 216520 c,2.3,9.44,154.43,797.0,1.31,5103.0,0.76,0.82,-0.452
TOI-122 b,2.3,189.74451,5.0780295,797.0,1.31,3403.0,0.334,0.312,-1.85387
TOI-122 b,2.72,189.74451,5.07803,471.0,1.31,3403.0,0.334,0.312,-1.85387
TOI-122 b,2.63477634,189.74451,5.07803253492,431.25,1.31,3318.0,0.334125,0.959,-0.08288
TOI-237 b,1.71754093,189.74451,5.43616672905,352.07,1.31,3139.0,0.211299,0.959,-0.08288
TOI-237 b,1.44,189.74451,5.436098,388.0,1.31,3212.0,0.211,0.179,-2.38722
TOI-237 b,2.3,189.74451,5.436147,797.0,1.31,3212.0,0.211,0.179,-2.38722
WASP-186 b,12.44196858,1341.23587754,5.026799,797.0,1.31,6300.0,1.46,1.21,-0.08288
WASP-186 b,12.44199,1341.2426,5.026799,797.0,3.821,6361.0,1.47,1.22,-0.08288
WASP-186 b,2.3,189.74451,5.0267992,797.0,1.31,5613.0,0.951815,0.959,-0.08288
WASP-186 b,2.3,189.74451,5.0267952,797.0,1.31,6361.0,1.47,1.22,-0.08288
WASP-186 b,12.98147408,189.74451,5.02679955086,1378.4,1.31,6434.0,1.47828,0.959,-0.08288
WASP-187 b,2.3,189.74451,5.1478828,797.0,1.31,5613.0,0.951815,0.959,-0.08288
WASP-187 b,18.0411,189.74451,5.147905,1760.0,1.31,6064.0,2.9,0.959,-0.08288
WASP-187 b,18.38276,254.264,5.147878,797.0,0.224,6150.0,2.83,1.54,-0.08288
K2-111 c,2.3,11.08,15.6805,797.0,1.31,5775.0,1.25,0.84,-0.08288
K2-111 c,2.3,11.3,15.6785,797.0,1.31,5775.0,1.25,0.84,-0.08288
LP 714-47 b,2.3,189.74451,4.052034,797.0,1.31,3950.0,0.584,0.59,-1.12494
LP 714-47 b,2.3,189.74451,4.0520345,797.0,1.31,3950.0,0.584,0.59,-1.12494
LP 714-47 b,4.7,30.8,4.052037,700.0,1.7,3950.0,0.584,0.59,-1.12494
LP 714-47 b,4.95231335,189.74451,4.0520368,635.49,1.31,3779.0,0.607751,0.959,-0.08288
TOI-942 b,3.89,189.74451,4.32421,797.0,1.31,5613.0,0.894,0.822,-0.08288
TOI-942 b,3.52025,189.74451,4.32765,1120.0,1.31,4945.0,0.91,0.959,-0.08288
TOI-942 b,4.242,16.0,4.3263,797.0,1.31,4969.0,0.893,0.88,-0.35853
TOI-942 b,4.81,826.358,4.32419,797.0,1.31,4928.0,1.022,0.788,-0.36856
TOI-942 c,4.793,37.0,10.1605,797.0,1.31,4969.0,0.893,0.88,-0.35853
TOI-942 c,4.67,189.74451,10.156272,797.0,1.31,5613.0,0.894,0.822,-0.08288
TOI-942 c,5.79,794.575,10.15643,797.0,1.31,4928.0,1.022,0.788,-0.36856
WASP-107 c,2.3,189.74451,1088.0,797.0,1.31,4425.0,0.67,0.959,-0.08288
WASP-107 c,2.3,115.0,1088.0,797.0,1.31,4425.0,0.67,0.959,-0.08288
WASP-107 c,2.3,115.0,1088.0,797.0,1.31,4425.0,0.67,0.683,-0.87943
TOI-251 b,2.82698973,189.74451,4.93772273227,1041.19,1.31,5862.0,0.955756,0.959,-0.08288
TOI-251 b,2.3,189.74451,4.9377254,797.0,1.31,5875.0,0.881,1.036,-0.0804
TOI-251 b,2.74,317.83,4.93777,797.0,1.31,5875.0,0.881,1.036,-0.0804
HAT-P-68 b,2.3,189.74451,2.29840555,797.0,1.31,4508.0,0.6701,0.6785,-0.77911
HAT-P-68 b,12.016048,230.10892,2.29840551,1027.8,0.727,4508.0,0.6701,0.6785,-0.77911
HAT-P-68 b,13.70588688,189.74451,2.29840578875,963.63,1.31,4221.54,0.794584,0.959,-0.08288
TOI-776 b,1.85,4.0,8.24661,514.0,3.4,3709.0,0.538,0.544,-1.3098
TOI-776 b,1.76873146,189.74451,8.2466132695,474.67,1.31,3806.0,0.533024,0.959,-0.08288
TOI-776 b,2.3,189.74451,8.24663,797.0,1.31,3709.0,0.538,0.544,-1.3098
TOI-776 b,1.798,5.0,8.24662,520.0,4.8,3725.0,0.547,0.542,-0.08288
TOI-776 c,2.02,5.3,15.6653,415.0,3.5,3709.0,0.538,0.544,-1.3098
TOI-776 c,2.047,6.9,15.665323,420.0,4.4,3725.0,0.547,0.542,-0.08288
TOI-776 c,2.09999423,189.74451,15.66533218852,383.27,1.31,3806.0,0.533024,0.959,-0.08288
TOI-776 c,2.3,189.74451,15.66534,797.0,1.31,3709.0,0.538,0.544,-1.3098
TOI-561 b,1.48867,189.74451,0.4465713,2262.0,1.31,5391.0,0.84,0.959,-0.08288
TOI-561 b,1.37,2.24,0.4465688,797.0,4.8,5326.0,0.832,0.805,-0.28233
TOI-561 b,1.45,3.2,0.446573,2480.0,5.5,5326.0,0.832,0.805,-0.28233
TOI-561 b,1.397,2.02,0.4465697,2319.0,4.1,5613.0,0.843,0.806,-0.08288
TOI-561 b,1.45661206,3.0,0.44656895,2134.77,5.3,5342.0,0.8566,0.7601,-0.26761
TOI-561 b,1.423,1.59,0.446578,797.0,3.0,5455.0,0.849,0.785,-0.08288
TOI-561 b,1.425,2.0,0.4465688,2310.0,3.8,5372.0,0.843,0.806,-0.27327
TOI-561 c,2.865,5.93,10.778838,802.0,1.3,5613.0,0.843,0.806,-0.08288
TOI-561 c,2.91,5.39,10.778831,800.0,1.2,5372.0,0.843,0.806,-0.27327
TOI-561 c,2.878,5.4,10.779,797.0,1.3,5455.0,0.849,0.785,-0.08288
TOI-561 c,2.9,7.0,10.77892,860.0,1.6,5326.0,0.832,0.805,-0.28233
TOI-561 c,2.6584,189.74451,10.778833,791.0,1.31,5391.0,0.840576,0.959,-0.08288
TOI-561 c,2.3,189.74451,10.778829,797.0,1.31,5455.0,0.849,0.785,-0.08288
TOI-561 c,2.92706747,6.9,10.778849,738.68,1.5,5342.0,0.8566,0.7601,-0.26761
TOI-561 c,2.91,6.6,10.778831,797.0,1.46,5326.0,0.832,0.805,-0.28233
TOI-561 d,2.53,11.95,25.62,797.0,4.1,5455.0,0.849,0.785,-0.08288
TOI-561 d,2.615,13.33,25.71268,600.0,4.1,5613.0,0.843,0.806,-0.08288
TOI-561 d,2.72148317,11.0,25.71255,552.84,2.97,5342.0,0.8566,0.7601,-0.26761
TOI-561 d,2.82,12.15,25.7124,797.0,2.81,5326.0,0.832,0.805,-0.28233
TOI-561 d,2.87813921,189.74451,25.7122157303,331.79,1.31,5391.0,0.840576,0.959,-0.08288
TOI-561 d,2.82,13.2,25.7124,598.0,3.2,5372.0,0.843,0.806,-0.27327
TOI-561 e,2.55,13.6,77.03,797.0,4.91,5326.0,0.832,0.805,-0.28233
TOI-561 e,2.67,16.0,77.23,797.0,4.6,5455.0,0.849,0.785,-0.08288
TOI-561 e,3.18580584,189.74451,10.338536805,156.67,1.31,5391.0,0.840576,0.959,-0.08288
TOI-561 e,2.3,8.2,77.9,797.0,1.31,5342.0,0.8566,0.7601,-0.26761
TOI-561 e,2.517,12.4,77.144,416.0,4.3,5613.0,0.843,0.806,-0.08288
TOI-561 e,2.55,12.6,77.03,415.0,4.2,5372.0,0.843,0.806,-0.27327
HD 108236 b,1.55313499,189.74451,3.79588997084,1072.07,1.31,5723.87,0.864173,0.959,-0.08288
HD 108236 b,1.586,189.74451,3.79523,1099.0,1.31,5730.0,0.888,0.97,-0.08288
HD 108236 b,1.615,189.74451,3.795963,797.0,1.31,5660.0,0.877,0.869,-0.14997
HD 108236 b,2.3,189.74451,3.79666,797.0,1.31,5730.0,0.888,0.97,-0.08288
HD 108236 c,2.05674802,189.74451,6.20362188553,910.15,1.31,5723.87,0.864173,0.959,-0.08288
HD 108236 c,2.068,189.74451,6.2037,932.0,1.31,5730.0,0.888,0.97,-0.08288
HD 108236 c,2.071,189.74451,6.203449,797.0,1.31,5660.0,0.877,0.869,-0.14997
HD 108236 c,2.3,189.74451,6.203688,797.0,1.31,5730.0,0.888,0.97,-0.08288
TOI-1233.01,2.539,189.74451,14.175685,797.0,1.31,5660.0,0.877,0.869,-0.14997
TOI-1233.01,2.72,189.74451,14.17555,708.0,1.31,5730.0,0.888,0.97,-0.08288
TOI-1233.01,3.19,189.74451,14.18,797.0,1.31,5723.87,0.864173,1.02,-0.14134
TOI-1233.01,2.3,189.74451,14.175876,797.0,1.31,5730.0,0.888,0.97,-0.08288
TOI-1233.01,2.62316413,189.74451,14.17589472545,691.0,1.31,5723.87,0.864173,0.959,-0.08288
HD 108236 e,3.083,189.74451,19.590025,797.0,1.31,5660.0,0.877,0.869,-0.14997
HD 108236 e,3.00264281,189.74451,19.59015780924,620.36,1.31,5723.87,0.864173,0.959,-0.08288
HD 108236 e,2.3,189.74451,19.590186,797.0,1.31,5730.0,0.888,0.97,-0.08288
HD 108236 e,3.12,189.74451,19.5917,636.0,1.31,5730.0,0.888,0.97,-0.08288
TOI-564 b,11.43318,464.98529,1.651144,1714.0,1.7,5640.0,1.088,0.998,0.03262
TOI-564 b,7.7514065,189.74451,1.65114558035,1574.49,1.31,5752.0,1.12196,0.959,-0.08288
TOI-564 b,2.3,189.74451,1.6511442,797.0,1.31,5640.0,1.088,0.998,0.03262
TOI-905 b,13.125739,211.99261,3.739494,1192.0,0.515,5570.0,0.918,0.968,-0.13668
TOI-905 b,13.93173527,189.74451,3.73957156087,1105.76,1.31,5565.0,1.00018,0.959,-0.08288
TOI-905 b,2.3,189.74451,3.739493,797.0,1.31,5570.0,0.918,0.968,-0.13668
TOI-905 b,2.3,189.74451,3.7395671,797.0,1.31,5570.0,0.918,0.968,-0.13668
TOI-451 b,1.91,189.74451,1.858703,1491.0,1.31,5550.0,0.879,0.95,-0.1891
TOI-451 b,1.93236572,189.74451,1.85866242291,1309.62,1.31,5481.0,0.856226,0.959,-0.08288
TOI-451 c,3.1,189.74451,9.192522,875.0,1.31,5550.0,0.879,0.95,-0.1891
TOI-451 c,2.72510061,189.74451,9.19107915063,768.7,1.31,5481.0,0.856226,0.959,-0.08288
TOI-451 c,2.3,189.74451,9.192402,797.0,1.31,5550.0,0.879,0.95,-0.1891
TOI-451 d,4.07,189.74451,16.364988,722.0,1.31,5550.0,0.879,0.95,-0.1891
TOI-451 d,3.92483216,189.74451,16.36487303732,634.22,1.31,5481.0,0.856226,0.959,-0.08288
TOI-451 d,2.3,189.74451,16.364909,797.0,1.31,5550.0,0.879,0.95,-0.1891
HD 108236 f,2.017,189.74451,29.54115,797.0,1.31,5660.0,0.877,0.869,-0.14997
NGTS-13 b,12.800678,1538.2972,4.119027,1605.0,4.02,5819.0,1.788,1.3,0.5172
NGTS-13 b,9.06392,189.74451,4.1197036,1584.0,1.31,5848.8,1.79,0.959,-0.08288
HD 110113 b,2.05,4.55,2.541,1371.0,2.9,5732.0,0.968,0.997,-0.08288
HD 110113 b,2.3,189.74451,2.54047309,797.0,1.31,5732.0,0.968,0.997,-0.08288
HD 110113 b,2.15331,189.74451,2.5404679,1391.0,1.31,6003.0,0.986649,0.959,-0.08288
Kepler-295 b,2.3,189.74451,12.64506533,797.0,1.31,5327.0,2.38169,0.959,-0.08288
Kepler-295 b,2.3,189.74451,12.64504291,797.0,1.31,5327.0,2.38169,0.959,-0.08288
Kepler-295 b,1.4,189.74451,12.6450451,797.0,1.31,5411.0,0.86,0.89,-0.08288
Kepler-295 b,1.45,189.74451,12.6450451,741.0,1.31,5607.0,0.886,0.8,-0.08288
Kepler-295 b,1.22,189.74451,12.645164,797.0,1.31,5603.0,0.898,0.959,-0.08288
Kepler-295 b,1.53,189.74451,12.64481,752.0,1.31,5631.0,0.94,0.885,-0.08288
Kepler-295 b,4.14,189.74451,10.338536805,797.0,1.31,5253.0,2.361,0.959,-0.08288
Kepler-295 b,1.45,189.74451,12.6450451,741.0,1.31,5607.0,0.886,0.8,-0.08288
Kepler-295 b,1.45,189.74451,12.6450451,741.0,1.31,5607.0,0.886,0.8,-0.08288
Kepler-295 b,3.707,189.74451,12.6450451,797.0,1.31,5253.0,2.271,1.128,-0.08288
Kepler-295 b,1.55,189.74451,12.64504291,741.0,1.31,5607.0,0.886,0.8,-0.08288
HD 110113 c,2.11384817,189.74451,6.7418795628,951.65,1.31,6003.0,0.986649,0.959,-0.08288
HD 110113 c,2.3,10.5,6.744,990.0,1.31,5732.0,0.968,0.997,-0.08288
TOI-178 b,1.152,1.5,1.914558,1040.0,5.4,4316.0,0.651,0.65,-0.87943
TOI-178 b,1.2,0.96,1.9145601,797.0,3.142761,4316.0,0.662,0.647,-0.86646
TOI-178 c,1.669,4.77,3.23845,873.0,5.62,4316.0,0.651,0.65,-0.87943
TOI-178 c,1.51483691,189.74451,3.23842531548,801.68,1.31,4111.0,0.660806,0.959,-0.08288
TOI-178 c,1.754,4.64,3.238486,797.0,4.796846,4316.0,0.662,0.647,-0.86646
TOI-178 d,2.572,3.01,6.5577,690.0,0.976,4316.0,0.651,0.65,-0.87943
TOI-178 d,2.695,5.2,6.557569,797.0,1.461108,4316.0,0.662,0.647,-0.86646
TOI-178 d,2.54474,189.74451,6.5578513,622.0,1.31,4111.0,0.660806,0.959,-0.08288
TOI-178 e,2.207,3.86,9.961881,600.0,1.98,4316.0,0.651,0.65,-0.87943
TOI-178 e,2.301,3.48,9.96318,797.0,1.582408,4316.0,0.662,0.647,-0.86646
TOI-178 e,2.28073266,189.74451,9.96163468923,551.23,1.31,4111.0,0.660806,0.959,-0.08288
TOI-178 f,2.417,5.63,15.23335,797.0,2.216474,4316.0,0.662,0.647,-0.86646
TOI-178 f,2.61967665,189.74451,15.2321842764,225.13,1.31,4111.0,0.660806,0.959,-0.08288
TOI-178 f,2.287,7.72,15.231915,521.0,3.6,4316.0,0.651,0.65,-0.87943
TOI-178 g,3.751004,189.74451,20.708504,535.94,1.31,4111.0,0.701202,0.959,-0.08288
TOI-178 g,2.87,3.94,20.7095,470.0,0.915,4316.0,0.651,0.65,-0.87943
TOI-178 g,2.939,4.4,20.71663,797.0,0.959369,4316.0,0.662,0.647,-0.86646
HD 4760 b,2.3,4417.837,434.0,797.0,1.31,4076.0,42.4,1.05,2.93
HD 96992 b,2.3,362.3262,514.0,797.0,1.31,4725.0,7.43,0.96,1.47
TYC 0434-04538-1 b,2.3,1938.763,193.2,797.0,1.31,4679.0,9.99,1.04,1.67
Kepler-839 b,3.04,189.74451,37.8145252,626.0,1.31,5988.0,1.314,1.196,-0.08288
Kepler-839 b,3.487,189.74451,10.338536805,797.0,1.31,5936.0,1.508,0.959,-0.08288
Kepler-839 b,2.3,189.74451,37.8145288,797.0,1.31,5927.07,1.56856,1.08,0.43706
Kepler-839 b,2.966,189.74451,37.8144514,797.0,1.31,5936.0,1.476,1.159,-0.08288
Kepler-839 b,2.29,189.74451,37.8144514,614.0,1.31,6228.0,1.138,1.102,-0.08288
Kepler-839 b,2.3,189.74451,37.8153630753,797.0,1.31,5927.07,1.56856,1.08,0.43706
Kepler-839 b,2.29,189.74451,37.8144514,614.0,1.31,6228.0,1.138,1.102,-0.08288
Kepler-839 b,2.3,189.74451,37.8145252,797.0,1.31,5927.07,1.56856,1.08,0.43706
Kepler-839 b,2.57,189.74451,37.8144514,797.0,1.31,6058.0,1.31,1.22,-0.08288
Kepler-839 b,2.29,189.74451,37.8144514,614.0,1.31,6228.0,1.138,1.102,-0.08288
Kepler-839 b,2.51,189.74451,37.81266,598.0,1.31,6210.0,1.08,1.09,-0.08288
HD 183579 b,3.55,19.7,17.471278,769.0,2.39,5788.0,0.985,1.031,0.012
HD 183579 b,3.57668278,189.74451,17.47130782378,689.36,1.31,5783.54,0.974669,0.959,-0.08288
HD 183579 b,3.53,11.2,17.471275,748.0,1.4,5706.0,0.974,1.034,-0.08288
HD 183579 b,3.49,20.4,17.471291,752.0,2.65,5784.0,0.96,0.996,-0.03386
NGTS-14 A b,4.976796,29.24036,3.5357173,1143.0,1.395,5187.0,0.842,0.898,-0.08288
NGTS-14 A b,4.58576,189.74451,3.535713,1036.0,1.31,5222.0,0.86,0.959,-0.08288
HD 110082 b,3.05380568,189.74451,10.1826982735,957.2,1.31,6153.0,1.14582,0.959,-0.08288
HD 110082 b,3.2,189.74451,10.18271,797.0,1.31,6200.0,1.19,1.21,0.28103
K2-138 g,2.3,2.56,41.965443,797.0,1.31,5354.7,0.834,0.891,-0.08288
K2-138 g,3.18,189.74451,41.96645,445.0,1.31,5283.0,0.839,0.916,-0.08288
K2-138 g,3.013,4.32,41.96797,797.0,0.9,5356.3,0.863,0.935,-0.08288
TOI-628 b,12.1343,189.74451,3.4076,1586.0,1.31,6174.0,1.38,0.959,-0.08288
TOI-628 b,11.88154,2011.8639,3.4095675,1586.0,6.58,6250.0,1.345,1.311,0.39445
TOI-640 b,19.2794468,181.16219199,5.003777,1816.0,0.138,6460.0,2.082,1.536,-0.08288
TOI-640 b,19.851139,279.6904,5.0037775,1749.0,0.195,6460.0,2.082,1.536,0.83442
TOI-640 b,2.3,189.74451,5.0037904,797.0,1.31,6460.0,2.082,1.536,0.83442
TOI-640 b,19.7788,189.74451,5.0037758,1622.0,1.31,6442.0,2.09,0.959,-0.08288
TOI-1333 b,15.2105,189.74451,4.7201912,1609.0,1.31,6696.0,1.8,0.959,-0.08288
TOI-1333 b,15.647764,753.2571,4.720219,1679.0,1.08,6274.0,1.925,1.464,0.71349
TOI-1478 b,11.88154,270.47333,10.180249,918.0,0.88,5597.0,1.048,0.947,-0.01278
TOI-1478 b,11.99360935,279.68899816,10.1802117,797.0,1.31,5613.0,0.951815,0.959,-0.08288
TOI-1478 b,12.3422,189.74451,10.1802014,1119.0,1.31,5623.0,1.04,0.959,-0.08288
TOI-1478 b,2.3,189.74451,10.1803074,797.0,1.31,5597.0,1.048,0.947,-0.01278
TOI-1601 b,13.887951,314.6517,5.331751,1619.0,0.64,5948.0,2.186,1.517,0.73239
TOI-1601 b,14.19902343,387.0,5.33175,1493.97,0.74,5982.0,2.195,1.5055,0.74772
TOI-1601 b,14.6101,189.74451,5.33155,1593.0,1.31,5917.0,2.22,0.959,-0.08288
GJ 251 b,2.3,4.0,14.238,351.0,1.31,3451.0,0.364,0.36,-1.77211
GJ 251 b,2.3,3.85,14.237,336.0,1.31,3342.0,0.36,0.35,-1.80967
HD 238090 b,2.3,6.89,13.671,469.6,1.31,3933.0,0.57,0.578,-1.15366
GJ 486 b,1.289,2.77,1.46712127,696.3,6.66,3317.0,0.3243,0.312,-1.93892
GJ 486 b,1.3241394,189.74451,1.46711903473,639.36,1.31,3297.0,0.331472,0.959,-0.08288
GJ 486 b,1.343,3.0,1.4671205,706.0,6.79,3291.0,0.339,0.333,-1.9165
GJ 486 b,1.305,2.82,1.467119,701.0,7.0,3340.0,0.328,0.323,-1.91721
GJ 414 A b,2.63,7.6,50.8,308.6,1.31,4120.0,0.68,0.65,-0.92445
GJ 414 A b,2.3,10.23407471,51.625,797.0,1.31,4205.93,0.669922,0.694721,-0.08288
GJ 414 A c,2.3,58.48042689,744.7,797.0,1.31,4205.93,0.669922,0.694721,-0.08288
GJ 414 A c,8.4,53.83,749.83,124.7,1.31,4120.0,0.68,0.65,-0.92445
OGLE-2018-BLG-1428L b,2.3,240.0,10.338536805,797.0,1.31,5613.0,0.951815,0.43,-0.08288
OGLE-2017-BLG-1049L b,2.3,1760.0,10.338536805,797.0,1.31,5613.0,0.951815,0.55,-0.08288
GJ 740 b,2.3,2.96,2.37756,829.0,1.31,3913.0,0.56,0.58,-1.206
TOI-201 b,11.44714924,189.74451,52.97814194494,598.21,1.31,6461.8,1.33031,0.959,-0.08288
TOI-201 b,11.82547464,184.34047606,52.977946,797.0,0.654,5613.0,1.339,1.316,-0.08288
TOI-201 b,11.298672,133.4886,52.97818,759.0,1.31,6394.0,1.317,1.316,0.41497
TOI-201 b,2.3,189.74451,52.978197,797.0,1.31,6394.0,1.317,1.316,0.41497
HD 60292 b,2.3,2065.895,495.4,797.0,1.31,4348.0,27.0,1.7,2.3941
Kepler-838 b,2.77,189.74451,15.74958583,777.0,1.31,6191.0,1.025,1.088,-0.08288
Kepler-838 b,2.53,189.74451,15.74954,767.0,1.31,6171.0,1.01,1.09,-0.08288
Kepler-838 b,2.3,189.74451,15.74953307,797.0,1.31,5773.0,0.89231,1.03,-0.09867
Kepler-838 b,2.85,189.74451,15.74957994,774.0,1.31,6178.0,1.021,1.088,-0.08288
Kepler-838 b,2.85,189.74451,15.74957994,774.0,1.31,6178.0,1.021,1.088,-0.08288
Kepler-838 b,2.85,189.74451,15.74957994,774.0,1.31,6178.0,1.021,1.088,-0.08288
Kepler-838 b,2.3,189.74451,15.74958583,797.0,1.31,5773.0,0.89231,1.03,-0.09867
Kepler-838 b,2.3,189.74451,15.7495672336,797.0,1.31,5773.0,0.89231,1.03,-0.09867
Kepler-838 b,2.73,189.74451,15.74957994,797.0,1.31,5770.0,0.96,0.98,-0.08288
Kepler-838 b,2.326,189.74451,10.338536805,797.0,1.31,6189.0,0.862,0.959,-0.08288
HD 112640 b,2.3,1589.15,613.2,797.0,1.31,4155.0,39.0,1.8,2.45255
TOI-519 b,11.54525012,147.15455244,1.2652328,687.0,0.56,3322.0,0.35,0.335,-1.85078
TOI-519 b,11.92440528,189.74451,1.26523376763,691.34,1.31,3225.0,0.355309,0.959,-0.08288
TOI-519 b,11.87031056,166.85991368,1.26523248,754.0,0.551,3354.0,0.3578,0.372,-1.83565
TOI-519 b,11.99363,4449.62,1.2652328,760.0,1.31,3350.0,0.373,0.369,-0.08288
NGTS-15 b,12.32987877,238.68913366,3.27623,1146.0,0.74,5600.0,0.954,0.995,-0.08288
NGTS-16 b,14.57167491,211.99154747,4.84532,1177.0,0.38,5550.0,1.213,1.002,-0.08288
NGTS-17 b,13.89913607,242.82090295,3.24253,1457.0,0.5,5650.0,1.337,1.025,-0.08288
NGTS-18 b,13.56286665,129.99181846,3.05125,1381.0,0.28,5610.0,1.392,1.003,-0.08288
NGTS-18 b,13.64534276,189.74451,3.0520570248,1461.2,1.31,5726.0,1.38708,0.959,-0.08288
LHS 1478 b,1.39292173,189.74451,1.94954033784,560.78,1.31,3414.0,0.260187,0.959,-0.08288
LHS 1478 b,1.242,2.33,1.9495378,595.0,6.67,3381.0,0.246,0.236,-2.14569
TOI-257 b,2.3,189.74451,18.387686,797.0,1.31,6095.0,1.867,1.407,0.63649
TOI-257 b,7.16253867,43.86032017,18.38818,1027.0,0.65,6095.0,1.867,1.407,0.63649
TOI-257 b,6.37909616,189.74451,18.38770808538,972.38,1.31,6382.7,1.76557,0.959,-0.08288
HD 5278 b,2.3,189.74451,14.339169,797.0,1.31,6203.0,1.194,1.126,0.28035
HD 5278 b,2.45,7.8,14.339156,943.0,2.9,6203.0,1.194,1.126,0.28035
HD 5278 b,2.29632326,189.74451,14.33921442256,841.94,1.31,6295.7,1.13742,0.959,-0.08288
HD 5278 c,2.3,18.4,40.87,797.0,1.31,6203.0,1.194,1.126,0.28035
Kepler-106 c,2.35,189.74451,13.57076622,796.0,1.31,5881.0,1.029,0.944,-0.08288
Kepler-106 c,2.5,10.44,13.5708,797.0,3.28,5858.0,1.04,1.0,-0.08288
Kepler-106 c,2.35,189.74451,13.57076622,796.0,1.31,5881.0,1.029,0.944,-0.08288
Kepler-106 c,2.3,189.74451,13.57078354,797.0,1.31,5888.0,1.0568,1.068,0.08255
Kepler-106 c,2.737,189.74451,10.338536805,797.0,1.31,5860.0,1.049,0.959,-0.08288
Kepler-106 c,2.387,13.32345722,13.57076622,797.0,5.397731,5613.0,0.951815,0.959,-0.08288
Kepler-106 c,2.3,189.74451,13.57078281,797.0,1.31,5888.0,1.0568,1.068,0.08255
Kepler-106 c,2.47,189.74451,13.570733,791.0,1.31,5865.0,1.04,1.002,-0.08288
Kepler-106 c,2.3,189.74451,13.5707833235,797.0,1.31,5888.0,1.0568,1.068,0.08255
Kepler-106 c,2.35,189.74451,13.57076622,796.0,1.31,5881.0,1.029,0.944,-0.08288
Kepler-106 c,2.41,189.74451,13.57076622,797.0,1.31,5955.0,1.05,1.05,-0.08288
Kepler-106 c,2.387,189.74451,13.57076622,797.0,1.31,5860.0,1.046,0.959,-0.08288
Kepler-106 c,2.64,189.74451,13.57078281,785.0,1.31,5854.0,1.012,0.951,-0.08288
Kepler-837 b,2.3,189.74451,16.56062577,797.0,1.31,5608.0,0.775221,0.99,-0.27122
Kepler-837 b,2.71,189.74451,16.56059504,702.0,1.31,5818.0,0.855,0.727,-0.08288
Kepler-837 b,2.9,189.74451,10.338536805,797.0,1.31,5815.0,0.845,0.959,-0.08288
Kepler-837 b,2.3,189.74451,16.56057486,797.0,1.31,5608.0,0.775221,0.99,-0.27122
Kepler-837 b,3.8,189.74451,16.56062,755.0,1.31,5918.0,1.05,0.977,-0.08288
Kepler-837 b,2.56,189.74451,16.56059504,797.0,1.31,5403.0,0.81,0.85,-0.08288
Kepler-837 b,2.94,189.74451,16.56062577,701.0,1.31,5818.0,0.855,0.727,-0.08288
Kepler-837 b,2.3,189.74451,16.5605986894,797.0,1.31,5608.0,0.775221,0.99,-0.27122
Kepler-837 b,2.71,189.74451,16.56059504,702.0,1.31,5818.0,0.855,0.727,-0.08288
Kepler-837 b,2.71,189.74451,16.56059504,702.0,1.31,5818.0,0.855,0.727,-0.08288
HIP 56640 b,2.3,2151.69831539,2675.57603,797.0,1.31,5613.0,0.951815,1.75,-0.08288
HIP 56640 b,2.3,1245.88735544,2999.33,797.0,1.31,4769.0,4.93,1.04,1.05
HIP 56640 b,2.3,1166.43025369,2574.9,797.0,1.31,4769.0,4.93,1.04,1.04999
HIP 56640 b,2.3,1779.8390792,2620.0,797.0,1.31,4769.0,0.951815,1.04,-0.08288
HIP 75092 b,2.3,568.91284853,926.4,797.0,1.31,4891.0,4.53,1.28,1.01995
HIP 75092 b,2.3,483.09917864,970.78,797.0,1.31,4891.0,4.53,1.28,1.02
HIP 90988 b,2.3,668.07531151,455.73816,797.0,1.31,5613.0,0.951815,1.613,-0.08288
